country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Moldova,223000,,,,,261000,,,,,225000,,,,,230000,,,,,349000,,,,,399000,,,,,379000,,,,,336000,,,,,340000,,,,,366000,,,,,400000,,,,,417000,,,,,332000,,,,,243000,,,,,199000,,,,,212000,,,,,217000,,,,,193000,,,,,170000,,,,,153000,,,,,141000,,,,,137000,,,,,136000,,,,,132000,,,,,123000,,,,,114000,,,,,108000,,,,,105000,,,,,103000,,,,,101000,,,,,96700
Mongolia,71000,,,,,76300,,,,,78700,,,,,83700,,,,,112000,,,,,141000,,,,,192000,,,,,215000,,,,,244000,,,,,248000,,,,,270000,,,,,319000,,,,,275000,,,,,229000,,,,,217000,,,,,276000,,,,,354000,,,,,333000,,,,,305000,,,,,285000,,,,,279000,,,,,288000,,,,,303000,,,,,311000,,,,,303000,,,,,285000,,,,,273000,,,,,270000,,,,,273000,,,,,277000,,,,,274000
Montenegro,43000,,,,,48500,,,,,46300,,,,,47500,,,,,54400,,,,,57300,,,,,58900,,,,,53700,,,,,52300,,,,,48200,,,,,49400,,,,,46200,,,,,44800,,,,,41700,,,,,39200,,,,,39200,,,,,36800,,,,,34500,,,,,32800,,,,,31400,,,,,30200,,,,,29300,,,,,28300,,,,,27100,,,,,26100,,,,,25100,,,,,24400,,,,,23700,,,,,23000,,,,,22300,,,,,21600
Morocco,1030000,,,,,1050000,,,,,1060000,,,,,1200000,,,,,1670000,,,,,2080000,,,,,2420000,,,,,2580000,,,,,2700000,,,,,2950000,,,,,3270000,,,,,3190000,,,,,3190000,,,,,2960000,,,,,2980000,,,,,3080000,,,,,3370000,,,,,3270000,,,,,3120000,,,,,2980000,,,,,2880000,,,,,2830000,,,,,2790000,,,,,2730000,,,,,2630000,,,,,2510000,,,,,2420000,,,,,2350000,,,,,2290000,,,,,2240000,,,,,2170000
Mozambique,621000,,,,,673000,,,,,737000,,,,,803000,,,,,933000,,,,,1070000,,,,,1210000,,,,,1340000,,,,,1500000,,,,,1660000,,,,,1920000,,,,,2170000,,,,,2550000,,,,,3030000,,,,,3580000,,,,,4110000,,,,,4620000,,,,,5120000,,,,,5710000,,,,,6320000,,,,,6900000,,,,,7410000,,,,,7860000,,,,,8280000,,,,,8660000,,,,,9000000,,,,,9290000,,,,,9530000,,,,,9710000,,,,,9850000,,,,,9940000
Myanmar,1730000,,,,,1630000,,,,,1700000,,,,,2050000,,,,,2830000,,,,,3160000,,,,,3510000,,,,,3990000,,,,,4400000,,,,,4730000,,,,,5080000,,,,,4790000,,,,,4590000,,,,,4840000,,,,,5160000,,,,,4800000,,,,,4460000,,,,,4400000,,,,,4410000,,,,,4380000,,,,,4270000,,,,,4100000,,,,,3910000,,,,,3770000,,,,,3680000,,,,,3620000,,,,,3530000,,,,,3420000,,,,,3310000,,,,,3220000,,,,,3140000
Namibia,46500,,,,,50000,,,,,58000,,,,,67300,,,,,79400,,,,,91500,,,,,104000,,,,,123000,,,,,159000,,,,,183000,,,,,202000,,,,,226000,,,,,255000,,,,,267000,,,,,271000,,,,,288000,,,,,331000,,,,,348000,,,,,358000,,,,,364000,,,,,370000,,,,,378000,,,,,386000,,,,,389000,,,,,387000,,,,,382000,,,,,376000,,,,,371000,,,,,366000,,,,,360000,,,,,353000
Nepal,883000,,,,,944000,,,,,992000,,,,,1010000,,,,,1290000,,,,,1380000,,,,,1500000,,,,,1690000,,,,,1920000,,,,,2270000,,,,,2500000,,,,,2650000,,,,,2910000,,,,,3250000,,,,,3300000,,,,,3070000,,,,,2710000,,,,,2700000,,,,,2650000,,,,,2520000,,,,,2320000,,,,,2140000,,,,,2020000,,,,,1930000,,,,,1840000,,,,,1740000,,,,,1650000,,,,,1560000,,,,,1490000,,,,,1430000,,,,,1370000
Netherlands,815000,,,,,812000,,,,,914000,,,,,1180000,,,,,1110000,,,,,1170000,,,,,1260000,,,,,1230000,,,,,1080000,,,,,922000,,,,,934000,,,,,987000,,,,,1020000,,,,,1010000,,,,,1020000,,,,,944000,,,,,902000,,,,,918000,,,,,934000,,,,,934000,,,,,919000,,,,,894000,,,,,871000,,,,,865000,,,,,871000,,,,,872000,,,,,864000,,,,,847000,,,,,830000,,,,,819000,,,,,815000
New Zealand,133000,,,,,149000,,,,,183000,,,,,243000,,,,,262000,,,,,298000,,,,,311000,,,,,303000,,,,,294000,,,,,271000,,,,,276000,,,,,306000,,,,,321000,,,,,319000,,,,,303000,,,,,327000,,,,,324000,,,,,327000,,,,,330000,,,,,328000,,,,,324000,,,,,322000,,,,,323000,,,,,323000,,,,,322000,,,,,320000,,,,,317000,,,,,314000,,,,,312000,,,,,310000,,,,,307000
Nicaragua,139000,,,,,155000,,,,,174000,,,,,184000,,,,,272000,,,,,326000,,,,,350000,,,,,392000,,,,,457000,,,,,530000,,,,,598000,,,,,623000,,,,,619000,,,,,603000,,,,,584000,,,,,587000,,,,,576000,,,,,558000,,,,,531000,,,,,506000,,,,,482000,,,,,463000,,,,,444000,,,,,426000,,,,,408000,,,,,391000,,,,,376000,,,,,362000,,,,,349000,,,,,338000,,,,,327000
Niger,275000,,,,,324000,,,,,379000,,,,,404000,,,,,474000,,,,,536000,,,,,583000,,,,,733000,,,,,762000,,,,,986000,,,,,1120000,,,,,1320000,,,,,1620000,,,,,2050000,,,,,2630000,,,,,3220000,,,,,3870000,,,,,4640000,,,,,5530000,,,,,6510000,,,,,7560000,,,,,8660000,,,,,9760000,,,,,10800000,,,,,11900000,,,,,12900000,,,,,13700000,,,,,14500000,,,,,15200000,,,,,15800000,,,,,16200000
Nigeria,3810000,,,,,4220000,,,,,4670000,,,,,5090000,,,,,5530000,,,,,6330000,,,,,7340000,,,,,8280000,,,,,9870000,,,,,11700000,,,,,13300000,,,,,14600000,,,,,16200000,,,,,18600000,,,,,21900000,,,,,25300000,,,,,28800000,,,,,31800000,,,,,34900000,,,,,38200000,,,,,41700000,,,,,44900000,,,,,47900000,,,,,50400000,,,,,52700000,,,,,54700000,,,,,56500000,,,,,58200000,,,,,59300000,,,,,60100000,,,,,60600000
North Korea,1150000,,,,,1370000,,,,,1440000,,,,,1350000,,,,,955000,,,,,1830000,,,,,1690000,,,,,2350000,,,,,2320000,,,,,1660000,,,,,1870000,,,,,1910000,,,,,2020000,,,,,1950000,,,,,1880000,,,,,1720000,,,,,1690000,,,,,1720000,,,,,1720000,,,,,1670000,,,,,1580000,,,,,1500000,,,,,1460000,,,,,1450000,,,,,1440000,,,,,1400000,,,,,1350000,,,,,1300000,,,,,1260000,,,,,1240000,,,,,1230000
Norway,207000,,,,,210000,,,,,259000,,,,,316000,,,,,302000,,,,,309000,,,,,314000,,,,,335000,,,,,316000,,,,,269000,,,,,266000,,,,,294000,,,,,325000,,,,,327000,,,,,322000,,,,,336000,,,,,331000,,,,,349000,,,,,362000,,,,,370000,,,,,375000,,,,,379000,,,,,384000,,,,,391000,,,,,400000,,,,,405000,,,,,408000,,,,,409000,,,,,410000,,,,,412000,,,,,414000
Oman,46500,,,,,51600,,,,,58000,,,,,63900,,,,,72400,,,,,88900,,,,,109000,,,,,131000,,,,,150000,,,,,203000,,,,,248000,,,,,287000,,,,,269000,,,,,236000,,,,,235000,,,,,322000,,,,,397000,,,,,404000,,,,,380000,,,,,344000,,,,,323000,,,,,325000,,,,,337000,,,,,343000,,,,,334000,,,,,317000,,,,,303000,,,,,298000,,,,,300000,,,,,302000,,,,,299000
Pakistan,3760000,,,,,4180000,,,,,4720000,,,,,4900000,,,,,5160000,,,,,6490000,,,,,7990000,,,,,9460000,,,,,10800000,,,,,12500000,,,,,14800000,,,,,17600000,,,,,18700000,,,,,19400000,,,,,19400000,,,,,21700000,,,,,24000000,,,,,24700000,,,,,24600000,,,,,24300000,,,,,24500000,,,,,25100000,,,,,25400000,,,,,25000000,,,,,24300000,,,,,23600000,,,,,23100000,,,,,22700000,,,,,22300000,,,,,21700000,,,,,21000000
Palestine,92100,,,,,105000,,,,,114000,,,,,127000,,,,,110000,,,,,131000,,,,,168000,,,,,198000,,,,,229000,,,,,281000,,,,,341000,,,,,400000,,,,,490000,,,,,530000,,,,,548000,,,,,611000,,,,,685000,,,,,749000,,,,,794000,,,,,825000,,,,,853000,,,,,885000,,,,,917000,,,,,943000,,,,,958000,,,,,962000,,,,,963000,,,,,961000,,,,,957000,,,,,950000,,,,,939000
Panama,86700,,,,,99400,,,,,115000,,,,,134000,,,,,159000,,,,,189000,,,,,219000,,,,,245000,,,,,269000,,,,,282000,,,,,294000,,,,,309000,,,,,322000,,,,,343000,,,,,355000,,,,,371000,,,,,387000,,,,,388000,,,,,389000,,,,,391000,,,,,390000,,,,,387000,,,,,383000,,,,,378000,,,,,371000,,,,,365000,,,,,359000,,,,,353000,,,,,347000,,,,,341000,,,,,334000
Papua New Guinea,171000,,,,,184000,,,,,198000,,,,,221000,,,,,271000,,,,,306000,,,,,349000,,,,,400000,,,,,465000,,,,,536000,,,,,598000,,,,,641000,,,,,714000,,,,,824000,,,,,900000,,,,,962000,,,,,1010000,,,,,1060000,,,,,1110000,,,,,1160000,,,,,1210000,,,,,1240000,,,,,1260000,,,,,1280000,,,,,1300000,,,,,1310000,,,,,1320000,,,,,1320000,,,,,1310000,,,,,1300000,,,,,1280000
Paraguay,149000,,,,,171000,,,,,191000,,,,,227000,,,,,278000,,,,,312000,,,,,352000,,,,,399000,,,,,421000,,,,,490000,,,,,580000,,,,,639000,,,,,665000,,,,,685000,,,,,650000,,,,,657000,,,,,657000,,,,,672000,,,,,669000,,,,,653000,,,,,631000,,,,,614000,,,,,598000,,,,,583000,,,,,567000,,,,,548000,,,,,529000,,,,,511000,,,,,494000,,,,,476000,,,,,460000
Peru,789000,,,,,879000,,,,,973000,,,,,1140000,,,,,1380000,,,,,1600000,,,,,1900000,,,,,2160000,,,,,2350000,,,,,2600000,,,,,2670000,,,,,2830000,,,,,2850000,,,,,2780000,,,,,2800000,,,,,2860000,,,,,2950000,,,,,2910000,,,,,2840000,,,,,2750000,,,,,2680000,,,,,2610000,,,,,2560000,,,,,2480000,,,,,2400000,,,,,2320000,,,,,2250000,,,,,2180000,,,,,2130000,,,,,2070000,,,,,2010000
Philippines,1880000,,,,,2180000,,,,,2570000,,,,,3070000,,,,,4150000,,,,,4730000,,,,,5350000,,,,,5970000,,,,,6610000,,,,,7420000,,,,,8230000,,,,,9130000,,,,,9790000,,,,,10200000,,,,,10400000,,,,,10800000,,,,,11300000,,,,,11600000,,,,,11800000,,,,,12000000,,,,,12000000,,,,,12000000,,,,,12000000,,,,,11900000,,,,,11700000,,,,,11500000,,,,,11200000,,,,,11000000,,,,,10700000,,,,,10400000,,,,,10200000
Poland,2410000,,,,,2310000,,,,,1950000,,,,,2850000,,,,,3440000,,,,,3510000,,,,,2770000,,,,,2530000,,,,,2840000,,,,,3200000,,,,,3350000,,,,,2910000,,,,,2510000,,,,,2020000,,,,,1780000,,,,,1990000,,,,,1890000,,,,,1710000,,,,,1530000,,,,,1410000,,,,,1340000,,,,,1330000,,,,,1330000,,,,,1280000,,,,,1200000,,,,,1130000,,,,,1080000,,,,,1060000,,,,,1060000,,,,,1040000,,,,,1000000
Portugal,809000,,,,,758000,,,,,739000,,,,,740000,,,,,735000,,,,,785000,,,,,855000,,,,,817000,,,,,840000,,,,,799000,,,,,707000,,,,,597000,,,,,573000,,,,,549000,,,,,527000,,,,,496000,,,,,448000,,,,,394000,,,,,368000,,,,,369000,,,,,373000,,,,,370000,,,,,357000,,,,,338000,,,,,322000,,,,,316000,,,,,316000,,,,,317000,,,,,313000,,,,,305000,,,,,295000
Qatar,2490,,,,,3530,,,,,4630,,,,,7430,,,,,10300,,,,,15900,,,,,19100,,,,,22100,,,,,29700,,,,,30000,,,,,42100,,,,,49300,,,,,65200,,,,,102000,,,,,107000,,,,,130000,,,,,147000,,,,,155000,,,,,153000,,,,,152000,,,,,148000,,,,,147000,,,,,151000,,,,,155000,,,,,157000,,,,,158000,,,,,157000,,,,,157000,,,,,157000,,,,,159000,,,,,160000
Romania,1610000,,,,,1630000,,,,,1290000,,,,,1590000,,,,,1900000,,,,,1830000,,,,,1450000,,,,,1990000,,,,,1970000,,,,,1980000,,,,,1730000,,,,,1710000,,,,,1200000,,,,,1090000,,,,,1030000,,,,,1040000,,,,,957000,,,,,915000,,,,,874000,,,,,834000,,,,,807000,,,,,793000,,,,,772000,,,,,743000,,,,,715000,,,,,691000,,,,,671000,,,,,656000,,,,,641000,,,,,624000,,,,,605000
Russia,10200000,,,,,12700000,,,,,6860000,,,,,10500000,,,,,12200000,,,,,12800000,,,,,11500000,,,,,9350000,,,,,10100000,,,,,10800000,,,,,12100000,,,,,12200000,,,,,8810000,,,,,6330000,,,,,7010000,,,,,7990000,,,,,9400000,,,,,8930000,,,,,8170000,,,,,7280000,,,,,6960000,,,,,7350000,,,,,7890000,,,,,8030000,,,,,7710000,,,,,7230000,,,,,6960000,,,,,7010000,,,,,7210000,,,,,7320000,,,,,7210000
Rwanda,247000,,,,,238000,,,,,260000,,,,,334000,,,,,424000,,,,,496000,,,,,538000,,,,,608000,,,,,748000,,,,,720000,,,,,1010000,,,,,1140000,,,,,1040000,,,,,1210000,,,,,1390000,,,,,1590000,,,,,1690000,,,,,1740000,,,,,1770000,,,,,1830000,,,,,1920000,,,,,1970000,,,,,1970000,,,,,1930000,,,,,1880000,,,,,1850000,,,,,1810000,,,,,1770000,,,,,1720000,,,,,1650000,,,,,1600000
Samoa,8260,,,,,10100,,,,,11400,,,,,12400,,,,,16800,,,,,18300,,,,,21100,,,,,21800,,,,,21000,,,,,19100,,,,,17900,,,,,17900,,,,,19400,,,,,20600,,,,,21300,,,,,23600,,,,,22100,,,,,20800,,,,,20600,,,,,21200,,,,,22100,,,,,22400,,,,,21700,,,,,20400,,,,,19400,,,,,19100,,,,,19200,,,,,18900,,,,,18200,,,,,17000,,,,,16000
Sao Tome and Principe,3400,,,,,3330,,,,,3640,,,,,5440,,,,,8100,,,,,9050,,,,,10100,,,,,11100,,,,,12200,,,,,16300,,,,,15000,,,,,18400,,,,,18400,,,,,20900,,,,,24800,,,,,27400,,,,,29400,,,,,30700,,,,,32600,,,,,34800,,,,,36700,,,,,38300,,,,,39700,,,,,40800,,,,,41700,,,,,42500,,,,,43200,,,,,43800,,,,,44200,,,,,44300,,,,,44300
Saudi Arabia,309000,,,,,351000,,,,,404000,,,,,486000,,,,,571000,,,,,721000,,,,,915000,,,,,1200000,,,,,1450000,,,,,1770000,,,,,1970000,,,,,2360000,,,,,2630000,,,,,2340000,,,,,2230000,,,,,2550000,,,,,2780000,,,,,3010000,,,,,2910000,,,,,2690000,,,,,2530000,,,,,2470000,,,,,2510000,,,,,2550000,,,,,2520000,,,,,2410000,,,,,2290000,,,,,2220000,,,,,2200000,,,,,2200000,,,,,2180000
Senegal,250000,,,,,278000,,,,,307000,,,,,344000,,,,,433000,,,,,497000,,,,,560000,,,,,664000,,,,,812000,,,,,970000,,,,,1140000,,,,,1280000,,,,,1410000,,,,,1570000,,,,,1790000,,,,,2120000,,,,,2440000,,,,,2630000,,,,,2810000,,,,,3020000,,,,,3260000,,,,,3510000,,,,,3730000,,,,,3920000,,,,,4070000,,,,,4210000,,,,,4350000,,,,,4480000,,,,,4590000,,,,,4670000,,,,,4720000
Serbia,693000,,,,,619000,,,,,520000,,,,,720000,,,,,797000,,,,,681000,,,,,665000,,,,,683000,,,,,731000,,,,,784000,,,,,673000,,,,,668000,,,,,594000,,,,,539000,,,,,520000,,,,,478000,,,,,460000,,,,,449000,,,,,433000,,,,,413000,,,,,393000,,,,,375000,,,,,360000,,,,,349000,,,,,339000,,,,,327000,,,,,314000,,,,,302000,,,,,291000,,,,,282000,,,,,275000
Seychelles,3100,,,,,3390,,,,,3430,,,,,3700,,,,,5670,,,,,6770,,,,,7810,,,,,7660,,,,,7480,,,,,7750,,,,,8100,,,,,7480,,,,,7540,,,,,5810,,,,,5740,,,,,6670,,,,,7630,,,,,7070,,,,,6220,,,,,5800,,,,,5760,,,,,5860,,,,,5830,,,,,5550,,,,,5160,,,,,4860,,,,,4720,,,,,4670,,,,,4580,,,,,4420,,,,,4210
Sierra Leone,202000,,,,,215000,,,,,232000,,,,,247000,,,,,256000,,,,,280000,,,,,320000,,,,,372000,,,,,448000,,,,,461000,,,,,503000,,,,,609000,,,,,689000,,,,,789000,,,,,896000,,,,,998000,,,,,1050000,,,,,1100000,,,,,1150000,,,,,1190000,,,,,1220000,,,,,1240000,,,,,1240000,,,,,1240000,,,,,1240000,,,,,1220000,,,,,1210000,,,,,1180000,,,,,1160000,,,,,1130000,,,,,1110000
Singapore,97900,,,,,127000,,,,,145000,,,,,191000,,,,,246000,,,,,292000,,,,,286000,,,,,250000,,,,,252000,,,,,224000,,,,,253000,,,,,304000,,,,,355000,,,,,353000,,,,,334000,,,,,312000,,,,,302000,,,,,294000,,,,,287000,,,,,285000,,,,,278000,,,,,268000,,,,,259000,,,,,252000,,,,,247000,,,,,242000,,,,,237000,,,,,230000,,,,,222000,,,,,216000,,,,,209000
Slovak Republic,306000,,,,,297000,,,,,326000,,,,,377000,,,,,460000,,,,,447000,,,,,409000,,,,,375000,,,,,434000,,,,,479000,,,,,450000,,,,,414000,,,,,362000,,,,,290000,,,,,263000,,,,,283000,,,,,285000,,,,,280000,,,,,267000,,,,,246000,,,,,229000,,,,,225000,,,,,228000,,,,,229000,,,,,224000,,,,,215000,,,,,204000,,,,,198000,,,,,196000,,,,,196000,,,,,194000
Slovenia,136000,,,,,127000,,,,,122000,,,,,142000,,,,,148000,,,,,133000,,,,,141000,,,,,145000,,,,,145000,,,,,152000,,,,,140000,,,,,125000,,,,,103000,,,,,95000,,,,,91900,,,,,106000,,,,,110000,,,,,105000,,,,,96600,,,,,89400,,,,,87300,,,,,90300,,,,,94200,,,,,94500,,,,,90900,,,,,86300,,,,,83700,,,,,83900,,,,,85300,,,,,85900,,,,,84500
Solomon Islands,10100,,,,,10200,,,,,13000,,,,,14000,,,,,16900,,,,,19300,,,,,23200,,,,,27200,,,,,36400,,,,,42100,,,,,45000,,,,,49400,,,,,54500,,,,,63000,,,,,70100,,,,,77300,,,,,80400,,,,,81500,,,,,84100,,,,,87900,,,,,91800,,,,,94500,,,,,95800,,,,,96000,,,,,96100,,,,,96200,,,,,96300,,,,,95800,,,,,94600,,,,,92800,,,,,90800
Somalia,218000,,,,,249000,,,,,263000,,,,,306000,,,,,349000,,,,,393000,,,,,650000,,,,,711000,,,,,774000,,,,,762000,,,,,861000,,,,,1040000,,,,,1270000,,,,,1540000,,,,,1750000,,,,,2030000,,,,,2330000,,,,,2700000,,,,,3060000,,,,,3420000,,,,,3770000,,,,,4110000,,,,,4460000,,,,,4810000,,,,,5130000,,,,,5410000,,,,,5660000,,,,,5890000,,,,,6090000,,,,,6250000,,,,,6380000
South Africa,1340000,,,,,1460000,,,,,1650000,,,,,1860000,,,,,2390000,,,,,2730000,,,,,3100000,,,,,3490000,,,,,4010000,,,,,4510000,,,,,4960000,,,,,5160000,,,,,5110000,,,,,5140000,,,,,5170000,,,,,5350000,,,,,5620000,,,,,5610000,,,,,5520000,,,,,5400000,,,,,5310000,,,,,5260000,,,,,5200000,,,,,5100000,,,,,4970000,,,,,4840000,,,,,4730000,,,,,4630000,,,,,4540000,,,,,4440000,,,,,4340000
South Korea,1800000,,,,,2400000,,,,,2370000,,,,,2800000,,,,,3290000,,,,,4270000,,,,,4390000,,,,,4410000,,,,,4450000,,,,,3970000,,,,,3840000,,,,,3110000,,,,,3500000,,,,,3170000,,,,,2530000,,,,,2310000,,,,,2260000,,,,,2300000,,,,,2320000,,,,,2350000,,,,,2240000,,,,,2040000,,,,,1930000,,,,,1920000,,,,,1960000,,,,,2000000,,,,,1990000,,,,,1910000,,,,,1810000,,,,,1750000,,,,,1740000
South Sudan,264000,,,,,291000,,,,,322000,,,,,344000,,,,,333000,,,,,400000,,,,,477000,,,,,570000,,,,,600000,,,,,561000,,,,,674000,,,,,858000,,,,,1090000,,,,,1300000,,,,,1460000,,,,,1640000,,,,,1810000,,,,,1990000,,,,,2160000,,,,,2320000,,,,,2450000,,,,,2570000,,,,,2690000,,,,,2800000,,,,,2890000,,,,,2960000,,,,,3010000,,,,,3050000,,,,,3070000,,,,,3080000,,,,,3070000
Spain,2730000,,,,,2310000,,,,,2470000,,,,,2600000,,,,,2680000,,,,,3050000,,,,,3300000,,,,,3280000,,,,,3350000,,,,,3220000,,,,,2650000,,,,,2320000,,,,,2200000,,,,,2100000,,,,,2300000,,,,,2480000,,,,,2210000,,,,,2020000,,,,,1870000,,,,,1810000,,,,,1840000,,,,,1910000,,,,,1930000,,,,,1880000,,,,,1800000,,,,,1730000,,,,,1710000,,,,,1720000,,,,,1730000,,,,,1720000,,,,,1690000
Sri Lanka,741000,,,,,827000,,,,,950000,,,,,1170000,,,,,1310000,,,,,1540000,,,,,1610000,,,,,1700000,,,,,1700000,,,,,1840000,,,,,1860000,,,,,1690000,,,,,1630000,,,,,1580000,,,,,1660000,,,,,1690000,,,,,1560000,,,,,1450000,,,,,1340000,,,,,1280000,,,,,1260000,,,,,1230000,,,,,1150000,,,,,1060000,,,,,983000,,,,,931000,,,,,900000,,,,,873000,,,,,831000,,,,,778000,,,,,728000
St. Lucia,7840,,,,,8210,,,,,8830,,,,,9550,,,,,10100,,,,,12100,,,,,14700,,,,,15000,,,,,14900,,,,,14000,,,,,16200,,,,,17400,,,,,16900,,,,,16000,,,,,13400,,,,,11300,,,,,11000,,,,,10700,,,,,10200,,,,,9690,,,,,9030,,,,,8380,,,,,7940,,,,,7680,,,,,7480,,,,,7210,,,,,6890,,,,,6560,,,,,6300,,,,,6110,,,,,5950
St. Vincent and the Grenadines,6130,,,,,7600,,,,,7470,,,,,8920,,,,,10300,,,,,11700,,,,,13000,,,,,13000,,,,,12100,,,,,12000,,,,,11400,,,,,10700,,,,,10500,,,,,9780,,,,,8900,,,,,8720,,,,,8100,,,,,7650,,,,,7170,,,,,6690,,,,,6300,,,,,6000,,,,,5700,,,,,5380,,,,,5070,,,,,4750,,,,,4490,,,,,4250,,,,,4040,,,,,3830,,,,,3620
Sudan,579000,,,,,659000,,,,,757000,,,,,889000,,,,,1050000,,,,,1240000,,,,,1500000,,,,,1840000,,,,,2210000,,,,,2630000,,,,,2920000,,,,,3210000,,,,,3660000,,,,,4230000,,,,,4780000,,,,,5240000,,,,,5650000,,,,,6090000,,,,,6600000,,,,,7140000,,,,,7630000,,,,,8030000,,,,,8360000,,,,,8680000,,,,,9000000,,,,,9310000,,,,,9600000,,,,,9810000,,,,,9950000,,,,,10000000,,,,,10100000
Suriname,21000,,,,,22000,,,,,24000,,,,,30500,,,,,40100,,,,,42000,,,,,48000,,,,,42300,,,,,42400,,,,,38300,,,,,43600,,,,,46000,,,,,49200,,,,,49600,,,,,48800,,,,,48600,,,,,49000,,,,,48200,,,,,47000,,,,,45600,,,,,43900,,,,,42300,,,,,40900,,,,,39500,,,,,38200,,,,,36900,,,,,35600,,,,,34300,,,,,33100,,,,,32100,,,,,31100
Swaziland,27800,,,,,30800,,,,,35100,,,,,41600,,,,,47800,,,,,54800,,,,,64500,,,,,75900,,,,,93700,,,,,106000,,,,,131000,,,,,144000,,,,,152000,,,,,150000,,,,,150000,,,,,163000,,,,,174000,,,,,181000,,,,,181000,,,,,179000,,,,,179000,,,,,180000,,,,,179000,,,,,176000,,,,,171000,,,,,166000,,,,,162000,,,,,158000,,,,,155000,,,,,151000,,,,,146000
Sweden,419000,,,,,453000,,,,,576000,,,,,628000,,,,,555000,,,,,536000,,,,,569000,,,,,586000,,,,,565000,,,,,510000,,,,,507000,,,,,587000,,,,,645000,,,,,506000,,,,,541000,,,,,602000,,,,,612000,,,,,644000,,,,,655000,,,,,640000,,,,,629000,,,,,642000,,,,,666000,,,,,686000,,,,,695000,,,,,693000,,,,,688000,,,,,689000,,,,,697000,,,,,707000,,,,,712000
Switzerland,334000,,,,,324000,,,,,396000,,,,,491000,,,,,455000,,,,,466000,,,,,499000,,,,,496000,,,,,434000,,,,,396000,,,,,415000,,,,,434000,,,,,458000,,,,,435000,,,,,425000,,,,,432000,,,,,460000,,,,,487000,,,,,488000,,,,,479000,,,,,471000,,,,,471000,,,,,481000,,,,,497000,,,,,506000,,,,,507000,,,,,501000,,,,,496000,,,,,495000,,,,,497000,,,,,500000
Syria,363000,,,,,353000,,,,,397000,,,,,492000,,,,,712000,,,,,831000,,,,,972000,,,,,1160000,,,,,1420000,,,,,1720000,,,,,1970000,,,,,2130000,,,,,2210000,,,,,2160000,,,,,2330000,,,,,2520000,,,,,2560000,,,,,2480000,,,,,2490000,,,,,2530000,,,,,2570000,,,,,2570000,,,,,2490000,,,,,2380000,,,,,2290000,,,,,2230000,,,,,2200000,,,,,2150000,,,,,2090000,,,,,2020000,,,,,1950000
Tajikistan,172000,,,,,200000,,,,,149000,,,,,166000,,,,,283000,,,,,361000,,,,,440000,,,,,477000,,,,,530000,,,,,585000,,,,,703000,,,,,845000,,,,,867000,,,,,867000,,,,,830000,,,,,979000,,,,,1140000,,,,,1180000,,,,,1160000,,,,,1150000,,,,,1180000,,,,,1250000,,,,,1290000,,,,,1280000,,,,,1250000,,,,,1220000,,,,,1210000,,,,,1220000,,,,,1200000,,,,,1170000,,,,,1130000
Tanzania,797000,,,,,911000,,,,,1050000,,,,,1230000,,,,,1380000,,,,,1650000,,,,,1940000,,,,,2300000,,,,,2720000,,,,,3260000,,,,,3740000,,,,,4230000,,,,,4890000,,,,,5650000,,,,,6780000,,,,,7950000,,,,,9170000,,,,,10200000,,,,,11300000,,,,,12600000,,,,,13900000,,,,,15200000,,,,,16400000,,,,,17500000,,,,,18500000,,,,,19600000,,,,,20500000,,,,,21400000,,,,,22100000,,,,,22700000,,,,,23200000
Thailand,2250000,,,,,2550000,,,,,2610000,,,,,3080000,,,,,3680000,,,,,4540000,,,,,5310000,,,,,6070000,,,,,6160000,,,,,5960000,,,,,5460000,,,,,5110000,,,,,4880000,,,,,4820000,,,,,4380000,,,,,4100000,,,,,3830000,,,,,3400000,,,,,3190000,,,,,3140000,,,,,3080000,,,,,2960000,,,,,2830000,,,,,2710000,,,,,2600000,,,,,2530000,,,,,2490000,,,,,2440000,,,,,2380000,,,,,2300000,,,,,2240000
Timor-Leste,44200,,,,,47900,,,,,52300,,,,,60200,,,,,62800,,,,,69800,,,,,69400,,,,,74500,,,,,87200,,,,,66700,,,,,90200,,,,,108000,,,,,116000,,,,,155000,,,,,155000,,,,,177000,,,,,195000,,,,,207000,,,,,224000,,,,,240000,,,,,251000,,,,,258000,,,,,263000,,,,,267000,,,,,271000,,,,,273000,,,,,273000,,,,,271000,,,,,266000,,,,,262000,,,,,256000
