country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Ecuador,330000,,,,,374000,,,,,440000,,,,,493000,,,,,652000,,,,,753000,,,,,865000,,,,,993000,,,,,1100000,,,,,1190000,,,,,1280000,,,,,1390000,,,,,1460000,,,,,1500000,,,,,1500000,,,,,1560000,,,,,1600000,,,,,1610000,,,,,1590000,,,,,1570000,,,,,1550000,,,,,1520000,,,,,1490000,,,,,1460000,,,,,1420000,,,,,1380000,,,,,1340000,,,,,1310000,,,,,1280000,,,,,1250000,,,,,1210000
Egypt,2100000,,,,,2100000,,,,,2170000,,,,,3140000,,,,,3500000,,,,,4120000,,,,,4620000,,,,,5170000,,,,,5580000,,,,,6570000,,,,,7780000,,,,,8820000,,,,,8360000,,,,,8140000,,,,,8860000,,,,,9720000,,,,,12200000,,,,,11900000,,,,,11600000,,,,,11600000,,,,,12200000,,,,,12900000,,,,,13100000,,,,,12900000,,,,,12700000,,,,,12500000,,,,,12500000,,,,,12500000,,,,,12300000,,,,,12000000,,,,,11700000
El Salvador,229000,,,,,249000,,,,,272000,,,,,313000,,,,,388000,,,,,444000,,,,,489000,,,,,521000,,,,,565000,,,,,586000,,,,,577000,,,,,607000,,,,,670000,,,,,673000,,,,,585000,,,,,549000,,,,,534000,,,,,533000,,,,,513000,,,,,480000,,,,,443000,,,,,411000,,,,,388000,,,,,370000,,,,,352000,,,,,331000,,,,,310000,,,,,291000,,,,,276000,,,,,263000,,,,,251000
Equatorial Guinea,21000,,,,,21500,,,,,22700,,,,,24100,,,,,30400,,,,,25500,,,,,25200,,,,,35700,,,,,36800,,,,,46800,,,,,62400,,,,,69400,,,,,80900,,,,,99000,,,,,121000,,,,,156000,,,,,179000,,,,,200000,,,,,224000,,,,,242000,,,,,256000,,,,,269000,,,,,281000,,,,,291000,,,,,299000,,,,,305000,,,,,308000,,,,,309000,,,,,309000,,,,,308000,,,,,305000
Eritrea,119000,,,,,134000,,,,,152000,,,,,170000,,,,,173000,,,,,208000,,,,,244000,,,,,284000,,,,,319000,,,,,330000,,,,,426000,,,,,505000,,,,,472000,,,,,483000,,,,,594000,,,,,694000,,,,,728000,,,,,756000,,,,,787000,,,,,831000,,,,,884000,,,,,926000,,,,,949000,,,,,957000,,,,,963000,,,,,972000,,,,,981000,,,,,984000,,,,,974000,,,,,958000,,,,,941000
Estonia,96600,,,,,104000,,,,,81500,,,,,97100,,,,,101000,,,,,108000,,,,,104000,,,,,104000,,,,,109000,,,,,99000,,,,,102000,,,,,103000,,,,,77500,,,,,58200,,,,,63500,,,,,76200,,,,,70100,,,,,68300,,,,,63400,,,,,57000,,,,,54500,,,,,56000,,,,,57400,,,,,56300,,,,,53300,,,,,50000,,,,,47800,,,,,47200,,,,,47400,,,,,47100,,,,,45700
Ethiopia,1840000,,,,,2050000,,,,,2320000,,,,,2630000,,,,,2840000,,,,,3210000,,,,,3330000,,,,,4000000,,,,,4910000,,,,,5860000,,,,,7230000,,,,,8180000,,,,,9850000,,,,,11800000,,,,,12900000,,,,,13400000,,,,,14500000,,,,,15400000,,,,,16100000,,,,,16500000,,,,,16700000,,,,,16700000,,,,,16700000,,,,,16600000,,,,,16400000,,,,,16100000,,,,,15800000,,,,,15400000,,,,,15000000,,,,,14600000,,,,,14300000
Fiji,30000,,,,,35500,,,,,41300,,,,,50500,,,,,59900,,,,,72300,,,,,75500,,,,,73400,,,,,72800,,,,,82100,,,,,88800,,,,,77300,,,,,81400,,,,,76500,,,,,78900,,,,,85900,,,,,84900,,,,,80700,,,,,77200,,,,,75200,,,,,73600,,,,,71200,,,,,68300,,,,,65100,,,,,61900,,,,,58900,,,,,56300,,,,,54000,,,,,51800,,,,,49400,,,,,47200
Finland,314000,,,,,326000,,,,,357000,,,,,482000,,,,,427000,,,,,399000,,,,,382000,,,,,351000,,,,,303000,,,,,328000,,,,,332000,,,,,320000,,,,,335000,,,,,303000,,,,,296000,,,,,315000,,,,,313000,,,,,319000,,,,,320000,,,,,315000,,,,,312000,,,,,313000,,,,,317000,,,,,319000,,,,,319000,,,,,317000,,,,,315000,,,,,313000,,,,,313000,,,,,312000,,,,,311000
France,3160000,,,,,2830000,,,,,2740000,,,,,4210000,,,,,4140000,,,,,4220000,,,,,4300000,,,,,4260000,,,,,4210000,,,,,3740000,,,,,3910000,,,,,3870000,,,,,3740000,,,,,3800000,,,,,3950000,,,,,4010000,,,,,3920000,,,,,3850000,,,,,3830000,,,,,3860000,,,,,3930000,,,,,3970000,,,,,3950000,,,,,3900000,,,,,3880000,,,,,3880000,,,,,3900000,,,,,3920000,,,,,3900000,,,,,3880000,,,,,3840000
Gabon,39500,,,,,39800,,,,,40100,,,,,43700,,,,,46800,,,,,51900,,,,,62100,,,,,77000,,,,,91400,,,,,108000,,,,,129000,,,,,149000,,,,,166000,,,,,183000,,,,,195000,,,,,225000,,,,,262000,,,,,275000,,,,,277000,,,,,283000,,,,,292000,,,,,304000,,,,,315000,,,,,322000,,,,,324000,,,,,322000,,,,,320000,,,,,320000,,,,,319000,,,,,316000,,,,,312000
Gambia,27300,,,,,33800,,,,,34500,,,,,39700,,,,,38700,,,,,49600,,,,,52800,,,,,75900,,,,,90500,,,,,114000,,,,,136000,,,,,153000,,,,,178000,,,,,214000,,,,,252000,,,,,292000,,,,,333000,,,,,369000,,,,,402000,,,,,433000,,,,,461000,,,,,483000,,,,,498000,,,,,508000,,,,,514000,,,,,518000,,,,,520000,,,,,520000,,,,,517000,,,,,511000,,,,,503000
Georgia,340000,,,,,395000,,,,,272000,,,,,307000,,,,,417000,,,,,468000,,,,,480000,,,,,427000,,,,,413000,,,,,375000,,,,,376000,,,,,400000,,,,,331000,,,,,236000,,,,,211000,,,,,245000,,,,,268000,,,,,243000,,,,,216000,,,,,198000,,,,,193000,,,,,195000,,,,,194000,,,,,185000,,,,,171000,,,,,160000,,,,,154000,,,,,151000,,,,,149000,,,,,144000,,,,,136000
Germany,5250000,,,,,6350000,,,,,5160000,,,,,4760000,,,,,5320000,,,,,5900000,,,,,6620000,,,,,6210000,,,,,4490000,,,,,4280000,,,,,4570000,,,,,4710000,,,,,4180000,,,,,4100000,,,,,3810000,,,,,3610000,,,,,3680000,,,,,3820000,,,,,3870000,,,,,3770000,,,,,3610000,,,,,3490000,,,,,3470000,,,,,3520000,,,,,3570000,,,,,3570000,,,,,3500000,,,,,3420000,,,,,3350000,,,,,3330000,,,,,3330000
Ghana,516000,,,,,597000,,,,,705000,,,,,830000,,,,,834000,,,,,995000,,,,,1150000,,,,,1390000,,,,,1600000,,,,,1820000,,,,,2050000,,,,,2330000,,,,,2610000,,,,,2880000,,,,,3100000,,,,,3480000,,,,,3880000,,,,,4060000,,,,,4210000,,,,,4380000,,,,,4600000,,,,,4820000,,,,,5020000,,,,,5150000,,,,,5220000,,,,,5280000,,,,,5340000,,,,,5380000,,,,,5400000,,,,,5380000,,,,,5330000
Greece,791000,,,,,778000,,,,,640000,,,,,724000,,,,,668000,,,,,751000,,,,,750000,,,,,785000,,,,,783000,,,,,811000,,,,,758000,,,,,637000,,,,,593000,,,,,559000,,,,,552000,,,,,583000,,,,,509000,,,,,446000,,,,,410000,,,,,405000,,,,,412000,,,,,419000,,,,,413000,,,,,392000,,,,,369000,,,,,357000,,,,,356000,,,,,359000,,,,,359000,,,,,353000,,,,,341000
Grenada,6740,,,,,7860,,,,,7250,,,,,9000,,,,,9890,,,,,12400,,,,,11600,,,,,11800,,,,,10100,,,,,10400,,,,,11900,,,,,13200,,,,,11100,,,,,9730,,,,,8620,,,,,9110,,,,,9420,,,,,9110,,,,,8160,,,,,7150,,,,,6550,,,,,6380,,,,,6230,,,,,5850,,,,,5290,,,,,4730,,,,,4350,,,,,4140,,,,,3980,,,,,3740,,,,,3450
Guatemala,338000,,,,,358000,,,,,397000,,,,,472000,,,,,620000,,,,,697000,,,,,766000,,,,,875000,,,,,1020000,,,,,1190000,,,,,1340000,,,,,1440000,,,,,1660000,,,,,1830000,,,,,1950000,,,,,1910000,,,,,1970000,,,,,2040000,,,,,2080000,,,,,2090000,,,,,2070000,,,,,2050000,,,,,2020000,,,,,1980000,,,,,1950000,,,,,1910000,,,,,1860000,,,,,1810000,,,,,1770000,,,,,1720000,,,,,1680000
Guinea,298000,,,,,318000,,,,,339000,,,,,357000,,,,,444000,,,,,452000,,,,,452000,,,,,492000,,,,,587000,,,,,789000,,,,,908000,,,,,1020000,,,,,1150000,,,,,1290000,,,,,1470000,,,,,1670000,,,,,1860000,,,,,2060000,,,,,2250000,,,,,2430000,,,,,2600000,,,,,2760000,,,,,2900000,,,,,3020000,,,,,3130000,,,,,3220000,,,,,3290000,,,,,3340000,,,,,3380000,,,,,3400000,,,,,3400000
Guinea-Bissau,49600,,,,,50800,,,,,58600,,,,,62600,,,,,75600,,,,,77600,,,,,78300,,,,,84500,,,,,101000,,,,,120000,,,,,141000,,,,,157000,,,,,173000,,,,,186000,,,,,206000,,,,,236000,,,,,266000,,,,,287000,,,,,303000,,,,,319000,,,,,337000,,,,,358000,,,,,375000,,,,,389000,,,,,399000,,,,,406000,,,,,414000,,,,,421000,,,,,425000,,,,,426000,,,,,423000
Guyana,38500,,,,,46000,,,,,52600,,,,,65200,,,,,81300,,,,,88900,,,,,91600,,,,,97700,,,,,85300,,,,,82000,,,,,69200,,,,,71600,,,,,83200,,,,,84000,,,,,77500,,,,,69700,,,,,70500,,,,,70600,,,,,68400,,,,,64900,,,,,61100,,,,,57600,,,,,54600,,,,,51700,,,,,48700,,,,,45700,,,,,42800,,,,,40200,,,,,37800,,,,,35600,,,,,33600
Haiti,324000,,,,,364000,,,,,390000,,,,,396000,,,,,481000,,,,,544000,,,,,614000,,,,,656000,,,,,691000,,,,,817000,,,,,999000,,,,,1050000,,,,,1090000,,,,,1120000,,,,,1130000,,,,,1160000,,,,,1150000,,,,,1150000,,,,,1140000,,,,,1110000,,,,,1080000,,,,,1050000,,,,,1020000,,,,,983000,,,,,947000,,,,,909000,,,,,874000,,,,,841000,,,,,810000,,,,,780000,,,,,751000
Honduras,157000,,,,,173000,,,,,192000,,,,,230000,,,,,292000,,,,,342000,,,,,397000,,,,,471000,,,,,544000,,,,,641000,,,,,735000,,,,,820000,,,,,916000,,,,,977000,,,,,1010000,,,,,980000,,,,,937000,,,,,952000,,,,,956000,,,,,942000,,,,,913000,,,,,880000,,,,,850000,,,,,823000,,,,,801000,,,,,779000,,,,,757000,,,,,732000,,,,,710000,,,,,690000,,,,,672000
Hungary,759000,,,,,721000,,,,,757000,,,,,784000,,,,,933000,,,,,808000,,,,,635000,,,,,698000,,,,,775000,,,,,860000,,,,,666000,,,,,631000,,,,,625000,,,,,513000,,,,,486000,,,,,486000,,,,,451000,,,,,440000,,,,,429000,,,,,416000,,,,,397000,,,,,384000,,,,,376000,,,,,368000,,,,,360000,,,,,352000,,,,,344000,,,,,335000,,,,,327000,,,,,320000,,,,,314000
Iceland,12200,,,,,11400,,,,,14100,,,,,17800,,,,,20100,,,,,22500,,,,,22600,,,,,21000,,,,,21200,,,,,21000,,,,,21800,,,,,21300,,,,,24100,,,,,21900,,,,,21500,,,,,23400,,,,,22900,,,,,22400,,,,,22200,,,,,21600,,,,,21100,,,,,21000,,,,,20900,,,,,20700,,,,,20300,,,,,19900,,,,,19500,,,,,19200,,,,,19000,,,,,18800,,,,,18500
India,38500000,,,,,40500000,,,,,41600000,,,,,46100000,,,,,57900000,,,,,64800000,,,,,72200000,,,,,79300000,,,,,87800000,,,,,96900000,,,,,109000000,,,,,116000000,,,,,119000000,,,,,123000000,,,,,126000000,,,,,126000000,,,,,119000000,,,,,119000000,,,,,118000000,,,,,116000000,,,,,112000000,,,,,107000000,,,,,103000000,,,,,100000000,,,,,97400000,,,,,94200000,,,,,90900000,,,,,87700000,,,,,84800000,,,,,82300000,,,,,80100000
Indonesia,7500000,,,,,8330000,,,,,8570000,,,,,8830000,,,,,10900000,,,,,13800000,,,,,16100000,,,,,18300000,,,,,19900000,,,,,21200000,,,,,22300000,,,,,22100000,,,,,22200000,,,,,22500000,,,,,23500000,,,,,23400000,,,,,24200000,,,,,23500000,,,,,22800000,,,,,22300000,,,,,22000000,,,,,21700000,,,,,21200000,,,,,20600000,,,,,20000000,,,,,19400000,,,,,19000000,,,,,18600000,,,,,18100000,,,,,17700000,,,,,17200000
Iran,1740000,,,,,1770000,,,,,1740000,,,,,2190000,,,,,3080000,,,,,3560000,,,,,4100000,,,,,4770000,,,,,5780000,,,,,6860000,,,,,8790000,,,,,9320000,,,,,7180000,,,,,5490000,,,,,5410000,,,,,6380000,,,,,6840000,,,,,6200000,,,,,5200000,,,,,4450000,,,,,4290000,,,,,4530000,,,,,4720000,,,,,4560000,,,,,4160000,,,,,3780000,,,,,3610000,,,,,3650000,,,,,3710000,,,,,3660000,,,,,3490000
Iraq,533000,,,,,594000,,,,,679000,,,,,711000,,,,,1090000,,,,,1100000,,,,,1380000,,,,,1800000,,,,,2030000,,,,,2340000,,,,,2620000,,,,,2930000,,,,,3260000,,,,,3800000,,,,,4200000,,,,,4830000,,,,,5530000,,,,,6050000,,,,,6550000,,,,,7090000,,,,,7660000,,,,,8240000,,,,,8780000,,,,,9270000,,,,,9700000,,,,,10100000,,,,,10500000,,,,,10800000,,,,,11100000,,,,,11300000,,,,,11400000
Ireland,229000,,,,,224000,,,,,237000,,,,,271000,,,,,281000,,,,,287000,,,,,330000,,,,,316000,,,,,351000,,,,,358000,,,,,349000,,,,,301000,,,,,276000,,,,,270000,,,,,314000,,,,,359000,,,,,358000,,,,,329000,,,,,303000,,,,,299000,,,,,316000,,,,,339000,,,,,349000,,,,,343000,,,,,329000,,,,,321000,,,,,324000,,,,,332000,,,,,339000,,,,,339000,,,,,333000
Israel,109000,,,,,137000,,,,,161000,,,,,252000,,,,,310000,,,,,314000,,,,,325000,,,,,352000,,,,,430000,,,,,495000,,,,,528000,,,,,536000,,,,,565000,,,,,624000,,,,,675000,,,,,748000,,,,,836000,,,,,828000,,,,,830000,,,,,848000,,,,,885000,,,,,926000,,,,,959000,,,,,969000,,,,,963000,,,,,954000,,,,,952000,,,,,958000,,,,,963000,,,,,962000,,,,,951000
Italy,4050000,,,,,4090000,,,,,3730000,,,,,4180000,,,,,3920000,,,,,4110000,,,,,4580000,,,,,4600000,,,,,4320000,,,,,3580000,,,,,3070000,,,,,2920000,,,,,2880000,,,,,2790000,,,,,2820000,,,,,2840000,,,,,2610000,,,,,2490000,,,,,2420000,,,,,2430000,,,,,2460000,,,,,2480000,,,,,2460000,,,,,2400000,,,,,2350000,,,,,2330000,,,,,2330000,,,,,2330000,,,,,2320000,,,,,2300000,,,,,2260000
Jamaica,143000,,,,,148000,,,,,146000,,,,,170000,,,,,166000,,,,,235000,,,,,248000,,,,,276000,,,,,261000,,,,,250000,,,,,255000,,,,,264000,,,,,279000,,,,,277000,,,,,232000,,,,,211000,,,,,192000,,,,,213000,,,,,196000,,,,,176000,,,,,156000,,,,,140000,,,,,130000,,,,,123000,,,,,115000,,,,,104000,,,,,92100,,,,,82100,,,,,74900,,,,,69600,,,,,64600
Japan,8480000,,,,,8590000,,,,,9350000,,,,,10800000,,,,,9340000,,,,,8040000,,,,,8260000,,,,,9010000,,,,,10100000,,,,,8630000,,,,,7610000,,,,,6760000,,,,,6120000,,,,,5980000,,,,,5690000,,,,,5590000,,,,,5420000,,,,,5170000,,,,,4950000,,,,,4800000,,,,,4720000,,,,,4660000,,,,,4590000,,,,,4490000,,,,,4370000,,,,,4260000,,,,,4180000,,,,,4120000,,,,,4060000,,,,,4000000,,,,,3920000
Jordan,47300,,,,,73200,,,,,102000,,,,,119000,,,,,162000,,,,,198000,,,,,266000,,,,,332000,,,,,427000,,,,,513000,,,,,579000,,,,,607000,,,,,727000,,,,,922000,,,,,995000,,,,,1030000,,,,,1080000,,,,,1070000,,,,,1080000,,,,,1090000,,,,,1110000,,,,,1130000,,,,,1130000,,,,,1110000,,,,,1080000,,,,,1060000,,,,,1040000,,,,,1020000,,,,,1000000,,,,,978000,,,,,949000
Kazakhstan,572000,,,,,1050000,,,,,724000,,,,,949000,,,,,1290000,,,,,1580000,,,,,1580000,,,,,1430000,,,,,1440000,,,,,1430000,,,,,1430000,,,,,1610000,,,,,1500000,,,,,1130000,,,,,1140000,,,,,1620000,,,,,1980000,,,,,1800000,,,,,1640000,,,,,1540000,,,,,1560000,,,,,1650000,,,,,1730000,,,,,1730000,,,,,1650000,,,,,1560000,,,,,1520000,,,,,1520000,,,,,1540000,,,,,1540000,,,,,1500000
Kenya,623000,,,,,636000,,,,,665000,,,,,896000,,,,,1180000,,,,,1430000,,,,,1730000,,,,,2100000,,,,,2590000,,,,,3160000,,,,,3750000,,,,,4210000,,,,,4400000,,,,,5160000,,,,,5860000,,,,,6560000,,,,,6850000,,,,,7290000,,,,,7740000,,,,,8200000,,,,,8580000,,,,,8860000,,,,,9040000,,,,,9200000,,,,,9310000,,,,,9370000,,,,,9370000,,,,,9300000,,,,,9170000,,,,,9020000,,,,,8870000
Kiribati,3660,,,,,3770,,,,,3730,,,,,4730,,,,,5650,,,,,6630,,,,,7160,,,,,7620,,,,,6430,,,,,7440,,,,,8920,,,,,10800,,,,,10900,,,,,11900,,,,,10500,,,,,13300,,,,,14200,,,,,14800,,,,,15000,,,,,14900,,,,,14900,,,,,15600,,,,,16700,,,,,17200,,,,,17100,,,,,16900,,,,,16700,,,,,16800,,,,,17100,,,,,17300,,,,,17100
Kuwait,15700,,,,,15700,,,,,20500,,,,,38800,,,,,58600,,,,,89800,,,,,120000,,,,,146000,,,,,182000,,,,,110000,,,,,165000,,,,,157000,,,,,195000,,,,,218000,,,,,235000,,,,,284000,,,,,316000,,,,,329000,,,,,308000,,,,,301000,,,,,306000,,,,,316000,,,,,326000,,,,,330000,,,,,326000,,,,,321000,,,,,320000,,,,,323000,,,,,327000,,,,,328000,,,,,325000
Kyrgyz Republic,174000,,,,,204000,,,,,134000,,,,,173000,,,,,283000,,,,,367000,,,,,407000,,,,,398000,,,,,417000,,,,,443000,,,,,519000,,,,,589000,,,,,600000,,,,,513000,,,,,466000,,,,,583000,,,,,728000,,,,,690000,,,,,637000,,,,,604000,,,,,611000,,,,,635000,,,,,646000,,,,,633000,,,,,605000,,,,,577000,,,,,561000,,,,,554000,,,,,548000,,,,,536000,,,,,516000
Lao,168000,,,,,185000,,,,,206000,,,,,241000,,,,,283000,,,,,314000,,,,,340000,,,,,395000,,,,,462000,,,,,514000,,,,,582000,,,,,689000,,,,,764000,,,,,715000,,,,,705000,,,,,739000,,,,,743000,,,,,737000,,,,,715000,,,,,687000,,,,,658000,,,,,630000,,,,,602000,,,,,573000,,,,,545000,,,,,519000,,,,,496000,,,,,476000,,,,,457000,,,,,438000,,,,,421000
Latvia,167000,,,,,178000,,,,,161000,,,,,156000,,,,,167000,,,,,189000,,,,,187000,,,,,168000,,,,,185000,,,,,164000,,,,,179000,,,,,182000,,,,,132000,,,,,87300,,,,,88300,,,,,103000,,,,,98100,,,,,92000,,,,,84800,,,,,76000,,,,,71500,,,,,73900,,,,,76800,,,,,75600,,,,,71300,,,,,66400,,,,,63100,,,,,62300,,,,,62900,,,,,62800,,,,,61100
Lebanon,133000,,,,,135000,,,,,141000,,,,,179000,,,,,252000,,,,,291000,,,,,289000,,,,,277000,,,,,275000,,,,,306000,,,,,313000,,,,,402000,,,,,444000,,,,,557000,,,,,486000,,,,,340000,,,,,309000,,,,,299000,,,,,332000,,,,,330000,,,,,296000,,,,,258000,,,,,240000,,,,,242000,,,,,251000,,,,,252000,,,,,238000,,,,,219000,,,,,206000,,,,,203000,,,,,204000
Lesotho,71700,,,,,78400,,,,,88500,,,,,102000,,,,,111000,,,,,125000,,,,,143000,,,,,161000,,,,,178000,,,,,200000,,,,,220000,,,,,233000,,,,,240000,,,,,250000,,,,,241000,,,,,246000,,,,,271000,,,,,282000,,,,,282000,,,,,279000,,,,,279000,,,,,281000,,,,,281000,,,,,279000,,,,,274000,,,,,269000,,,,,262000,,,,,257000,,,,,251000,,,,,245000,,,,,239000
Liberia,97400,,,,,108000,,,,,119000,,,,,119000,,,,,141000,,,,,164000,,,,,191000,,,,,223000,,,,,219000,,,,,224000,,,,,315000,,,,,342000,,,,,398000,,,,,476000,,,,,558000,,,,,621000,,,,,675000,,,,,740000,,,,,809000,,,,,879000,,,,,943000,,,,,1000000,,,,,1050000,,,,,1100000,,,,,1140000,,,,,1180000,,,,,1210000,,,,,1230000,,,,,1250000,,,,,1250000,,,,,1260000
Libya,108000,,,,,117000,,,,,138000,,,,,154000,,,,,196000,,,,,241000,,,,,315000,,,,,427000,,,,,522000,,,,,589000,,,,,617000,,,,,641000,,,,,598000,,,,,536000,,,,,555000,,,,,593000,,,,,624000,,,,,586000,,,,,546000,,,,,510000,,,,,492000,,,,,491000,,,,,493000,,,,,485000,,,,,465000,,,,,441000,,,,,424000,,,,,416000,,,,,412000,,,,,407000,,,,,397000
Lithuania,245000,,,,,239000,,,,,233000,,,,,223000,,,,,239000,,,,,286000,,,,,292000,,,,,275000,,,,,276000,,,,,254000,,,,,261000,,,,,258000,,,,,226000,,,,,170000,,,,,135000,,,,,137000,,,,,149000,,,,,149000,,,,,148000,,,,,137000,,,,,123000,,,,,118000,,,,,120000,,,,,123000,,,,,122000,,,,,116000,,,,,109000,,,,,104000,,,,,103000,,,,,104000,,,,,104000
Luxembourg,24000,,,,,20000,,,,,20100,,,,,21700,,,,,24200,,,,,27200,,,,,28000,,,,,26000,,,,,22200,,,,,22200,,,,,24200,,,,,26700,,,,,30200,,,,,33900,,,,,34600,,,,,35200,,,,,37200,,,,,40400,,,,,41900,,,,,43000,,,,,44100,,,,,44900,,,,,46000,,,,,47600,,,,,49100,,,,,50200,,,,,50800,,,,,51200,,,,,51500,,,,,51800,,,,,52300
"Macedonia, FYR",132000,,,,,139000,,,,,138000,,,,,162000,,,,,197000,,,,,180000,,,,,180000,,,,,187000,,,,,168000,,,,,164000,,,,,172000,,,,,166000,,,,,157000,,,,,131000,,,,,121000,,,,,112000,,,,,115000,,,,,115000,,,,,111000,,,,,103000,,,,,96200,,,,,91800,,,,,90500,,,,,90100,,,,,88600,,,,,85100,,,,,81000,,,,,77700,,,,,75900,,,,,75000,,,,,73900
Madagascar,413000,,,,,430000,,,,,443000,,,,,505000,,,,,674000,,,,,786000,,,,,910000,,,,,1060000,,,,,1240000,,,,,1450000,,,,,1650000,,,,,1910000,,,,,2280000,,,,,2700000,,,,,3010000,,,,,3310000,,,,,3610000,,,,,4030000,,,,,4440000,,,,,4800000,,,,,5100000,,,,,5380000,,,,,5670000,,,,,5960000,,,,,6210000,,,,,6410000,,,,,6570000,,,,,6710000,,,,,6810000,,,,,6880000,,,,,6920000
Malawi,300000,,,,,342000,,,,,400000,,,,,462000,,,,,462000,,,,,537000,,,,,635000,,,,,756000,,,,,994000,,,,,1050000,,,,,1200000,,,,,1490000,,,,,1720000,,,,,1980000,,,,,2270000,,,,,2650000,,,,,2830000,,,,,3170000,,,,,3480000,,,,,3780000,,,,,4030000,,,,,4260000,,,,,4470000,,,,,4660000,,,,,4830000,,,,,4970000,,,,,5070000,,,,,5140000,,,,,5170000,,,,,5180000,,,,,5160000
Malaysia,580000,,,,,713000,,,,,717000,,,,,958000,,,,,1200000,,,,,1340000,,,,,1610000,,,,,1660000,,,,,1830000,,,,,2010000,,,,,2270000,,,,,2570000,,,,,2810000,,,,,2900000,,,,,2640000,,,,,2510000,,,,,2600000,,,,,2730000,,,,,2780000,,,,,2690000,,,,,2530000,,,,,2400000,,,,,2360000,,,,,2380000,,,,,2400000,,,,,2370000,,,,,2290000,,,,,2200000,,,,,2140000,,,,,2120000,,,,,2120000
Maldives,8660,,,,,9850,,,,,9910,,,,,8390,,,,,9180,,,,,13700,,,,,17200,,,,,20100,,,,,22900,,,,,26400,,,,,35700,,,,,42200,,,,,40500,,,,,31200,,,,,27600,,,,,31100,,,,,37100,,,,,36700,,,,,32700,,,,,28100,,,,,26000,,,,,26700,,,,,28200,,,,,28200,,,,,26400,,,,,24300,,,,,23000,,,,,23000,,,,,23400,,,,,23400,,,,,22600
Mali,452000,,,,,472000,,,,,532000,,,,,540000,,,,,620000,,,,,661000,,,,,716000,,,,,809000,,,,,914000,,,,,1060000,,,,,1210000,,,,,1360000,,,,,1580000,,,,,1840000,,,,,2250000,,,,,2720000,,,,,3080000,,,,,3430000,,,,,3830000,,,,,4270000,,,,,4670000,,,,,5010000,,,,,5290000,,,,,5520000,,,,,5720000,,,,,5890000,,,,,6030000,,,,,6120000,,,,,6160000,,,,,6170000,,,,,6140000
Malta,28000,,,,,31000,,,,,21100,,,,,35700,,,,,32900,,,,,28700,,,,,29500,,,,,24200,,,,,26900,,,,,29500,,,,,29100,,,,,28800,,,,,26800,,,,,24100,,,,,20700,,,,,20700,,,,,21800,,,,,22000,,,,,21900,,,,,20900,,,,,19500,,,,,18500,,,,,18400,,,,,18800,,,,,19000,,,,,18700,,,,,18000,,,,,17300,,,,,16900,,,,,16900,,,,,17000
Mauritania,70700,,,,,78200,,,,,86500,,,,,97200,,,,,116000,,,,,142000,,,,,166000,,,,,191000,,,,,220000,,,,,253000,,,,,293000,,,,,335000,,,,,379000,,,,,430000,,,,,485000,,,,,550000,,,,,622000,,,,,679000,,,,,731000,,,,,783000,,,,,836000,,,,,889000,,,,,940000,,,,,985000,,,,,1020000,,,,,1060000,,,,,1090000,,,,,1120000,,,,,1140000,,,,,1160000,,,,,1180000
Mauritius,51400,,,,,58400,,,,,67800,,,,,78200,,,,,91600,,,,,103000,,,,,110000,,,,,118000,,,,,112000,,,,,105000,,,,,102000,,,,,96000,,,,,105000,,,,,94500,,,,,94600,,,,,80500,,,,,68700,,,,,66000,,,,,66100,,,,,66400,,,,,64300,,,,,60300,,,,,56100,,,,,53500,,,,,52900,,,,,52800,,,,,52000,,,,,50100,,,,,47900,,,,,46300,,,,,45400
Mexico,2870000,,,,,3090000,,,,,3720000,,,,,4310000,,,,,5640000,,,,,6550000,,,,,7490000,,,,,8690000,,,,,10400000,,,,,10600000,,,,,10500000,,,,,10700000,,,,,11400000,,,,,11800000,,,,,11600000,,,,,11300000,,,,,11400000,,,,,11200000,,,,,10800000,,,,,10300000,,,,,9860000,,,,,9500000,,,,,9200000,,,,,8910000,,,,,8630000,,,,,8320000,,,,,8060000,,,,,7820000,,,,,7610000,,,,,7420000,,,,,7230000
"Micronesia, Fed. Sts.",3220,,,,,3660,,,,,4170,,,,,4670,,,,,7060,,,,,7100,,,,,7780,,,,,9960,,,,,11000,,,,,12600,,,,,13500,,,,,13200,,,,,13100,,,,,13000,,,,,12000,,,,,11000,,,,,10800,,,,,11300,,,,,11800,,,,,11800,,,,,11100,,,,,10100,,,,,9450,,,,,9260,,,,,9260,,,,,9050,,,,,8490,,,,,7750,,,,,7130,,,,,6790,,,,,6640
