country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Finland,331000,,,,,359000,,,,,491000,,,,,441000,,,,,403000,,,,,385000,,,,,351000,,,,,303000,,,,,326000,,,,,331000,,,,,318000,,,,,330000,,,,,297000,,,,,292000,,,,,310000,,,,,308000,,,,,314000,,,,,315000,,,,,310000,,,,,307000,,,,,308000,,,,,313000,,,,,315000,,,,,315000,,,,,314000,,,,,311000,,,,,310000,,,,,310000,,,,,310000,,,,,309000,,,,,306000
France,2830000,,,,,2680000,,,,,4090000,,,,,4120000,,,,,4140000,,,,,4310000,,,,,4190000,,,,,4160000,,,,,3710000,,,,,3880000,,,,,3840000,,,,,3690000,,,,,3780000,,,,,3920000,,,,,3990000,,,,,3900000,,,,,3830000,,,,,3800000,,,,,3840000,,,,,3900000,,,,,3940000,,,,,3930000,,,,,3880000,,,,,3860000,,,,,3860000,,,,,3890000,,,,,3900000,,,,,3890000,,,,,3860000,,,,,3830000,,,,,3820000
Gabon,41000,,,,,41100,,,,,44800,,,,,47800,,,,,52800,,,,,62900,,,,,77700,,,,,92100,,,,,109000,,,,,130000,,,,,149000,,,,,166000,,,,,180000,,,,,196000,,,,,226000,,,,,263000,,,,,276000,,,,,278000,,,,,283000,,,,,293000,,,,,305000,,,,,316000,,,,,323000,,,,,324000,,,,,323000,,,,,321000,,,,,320000,,,,,319000,,,,,316000,,,,,312000,,,,,307000
Gambia,30700,,,,,34300,,,,,35100,,,,,40400,,,,,40300,,,,,51800,,,,,69000,,,,,84900,,,,,110000,,,,,135000,,,,,152000,,,,,178000,,,,,214000,,,,,253000,,,,,293000,,,,,334000,,,,,370000,,,,,403000,,,,,434000,,,,,462000,,,,,484000,,,,,499000,,,,,509000,,,,,515000,,,,,519000,,,,,521000,,,,,521000,,,,,518000,,,,,511000,,,,,504000,,,,,496000
Georgia,394000,,,,,269000,,,,,297000,,,,,406000,,,,,490000,,,,,491000,,,,,440000,,,,,413000,,,,,425000,,,,,407000,,,,,415000,,,,,357000,,,,,255000,,,,,214000,,,,,249000,,,,,271000,,,,,246000,,,,,220000,,,,,202000,,,,,196000,,,,,198000,,,,,197000,,,,,188000,,,,,174000,,,,,162000,,,,,156000,,,,,154000,,,,,151000,,,,,145000,,,,,137000,,,,,130000
Germany,6380000,,,,,5120000,,,,,4660000,,,,,5320000,,,,,5830000,,,,,6480000,,,,,6190000,,,,,4360000,,,,,4020000,,,,,4510000,,,,,4690000,,,,,4200000,,,,,3960000,,,,,3690000,,,,,3550000,,,,,3620000,,,,,3750000,,,,,3810000,,,,,3710000,,,,,3550000,,,,,3430000,,,,,3410000,,,,,3460000,,,,,3520000,,,,,3520000,,,,,3460000,,,,,3380000,,,,,3310000,,,,,3300000,,,,,3300000,,,,,3300000
Ghana,604000,,,,,705000,,,,,848000,,,,,891000,,,,,1030000,,,,,1230000,,,,,1380000,,,,,1620000,,,,,1840000,,,,,2090000,,,,,2340000,,,,,2600000,,,,,2910000,,,,,3130000,,,,,3510000,,,,,3920000,,,,,4090000,,,,,4230000,,,,,4410000,,,,,4620000,,,,,4840000,,,,,5040000,,,,,5180000,,,,,5240000,,,,,5300000,,,,,5360000,,,,,5400000,,,,,5420000,,,,,5400000,,,,,5340000,,,,,5270000
Greece,790000,,,,,679000,,,,,752000,,,,,712000,,,,,751000,,,,,740000,,,,,781000,,,,,744000,,,,,762000,,,,,722000,,,,,608000,,,,,583000,,,,,570000,,,,,549000,,,,,580000,,,,,506000,,,,,443000,,,,,407000,,,,,402000,,,,,409000,,,,,416000,,,,,410000,,,,,389000,,,,,367000,,,,,355000,,,,,354000,,,,,357000,,,,,357000,,,,,351000,,,,,339000,,,,,329000
Grenada,9280,,,,,9410,,,,,11500,,,,,12100,,,,,16300,,,,,14700,,,,,11900,,,,,11900,,,,,9800,,,,,12400,,,,,13600,,,,,11500,,,,,10100,,,,,8900,,,,,9350,,,,,9640,,,,,9310,,,,,8370,,,,,7350,,,,,6750,,,,,6570,,,,,6410,,,,,6020,,,,,5450,,,,,4880,,,,,4490,,,,,4270,,,,,4100,,,,,3860,,,,,3550,,,,,3230
Guatemala,367000,,,,,406000,,,,,482000,,,,,634000,,,,,722000,,,,,805000,,,,,918000,,,,,1070000,,,,,1240000,,,,,1390000,,,,,1480000,,,,,1690000,,,,,1840000,,,,,1960000,,,,,1930000,,,,,1980000,,,,,2050000,,,,,2090000,,,,,2100000,,,,,2080000,,,,,2060000,,,,,2020000,,,,,1990000,,,,,1950000,,,,,1910000,,,,,1870000,,,,,1820000,,,,,1770000,,,,,1730000,,,,,1680000,,,,,1640000
Guinea,330000,,,,,352000,,,,,371000,,,,,459000,,,,,496000,,,,,503000,,,,,507000,,,,,579000,,,,,710000,,,,,949000,,,,,1080000,,,,,1200000,,,,,1340000,,,,,1490000,,,,,1690000,,,,,1880000,,,,,2070000,,,,,2260000,,,,,2440000,,,,,2610000,,,,,2770000,,,,,2910000,,,,,3030000,,,,,3130000,,,,,3220000,,,,,3290000,,,,,3350000,,,,,3380000,,,,,3410000,,,,,3410000,,,,,3390000
Guinea-Bissau,53600,,,,,61600,,,,,66600,,,,,78500,,,,,81100,,,,,86600,,,,,89300,,,,,105000,,,,,125000,,,,,149000,,,,,163000,,,,,178000,,,,,190000,,,,,209000,,,,,240000,,,,,270000,,,,,290000,,,,,306000,,,,,322000,,,,,340000,,,,,360000,,,,,378000,,,,,391000,,,,,401000,,,,,408000,,,,,416000,,,,,422000,,,,,427000,,,,,427000,,,,,425000,,,,,421000
Guyana,44100,,,,,49100,,,,,67300,,,,,88900,,,,,101000,,,,,97600,,,,,111000,,,,,103000,,,,,88800,,,,,88000,,,,,79300,,,,,95300,,,,,87600,,,,,80600,,,,,72600,,,,,73200,,,,,73100,,,,,70800,,,,,67400,,,,,63500,,,,,59800,,,,,56700,,,,,53700,,,,,50600,,,,,47400,,,,,44500,,,,,41700,,,,,39200,,,,,36900,,,,,34700,,,,,32700
Haiti,380000,,,,,404000,,,,,412000,,,,,499000,,,,,565000,,,,,638000,,,,,683000,,,,,719000,,,,,846000,,,,,1030000,,,,,1090000,,,,,1120000,,,,,1150000,,,,,1160000,,,,,1190000,,,,,1180000,,,,,1180000,,,,,1170000,,,,,1140000,,,,,1110000,,,,,1080000,,,,,1040000,,,,,1010000,,,,,967000,,,,,928000,,,,,892000,,,,,858000,,,,,825000,,,,,794000,,,,,764000,,,,,736000
Honduras,177000,,,,,197000,,,,,238000,,,,,302000,,,,,352000,,,,,408000,,,,,484000,,,,,558000,,,,,656000,,,,,748000,,,,,830000,,,,,924000,,,,,983000,,,,,1010000,,,,,985000,,,,,942000,,,,,956000,,,,,960000,,,,,945000,,,,,915000,,,,,882000,,,,,851000,,,,,825000,,,,,802000,,,,,780000,,,,,758000,,,,,733000,,,,,711000,,,,,690000,,,,,673000,,,,,656000
Hungary,734000,,,,,779000,,,,,788000,,,,,930000,,,,,813000,,,,,634000,,,,,711000,,,,,777000,,,,,868000,,,,,651000,,,,,630000,,,,,595000,,,,,510000,,,,,483000,,,,,483000,,,,,448000,,,,,437000,,,,,426000,,,,,413000,,,,,394000,,,,,381000,,,,,373000,,,,,365000,,,,,358000,,,,,350000,,,,,342000,,,,,333000,,,,,325000,,,,,319000,,,,,313000,,,,,307000
Iceland,11500,,,,,14200,,,,,17900,,,,,20300,,,,,22600,,,,,22900,,,,,21000,,,,,21100,,,,,20900,,,,,21200,,,,,20900,,,,,23400,,,,,21700,,,,,21300,,,,,23200,,,,,22700,,,,,22200,,,,,22000,,,,,21400,,,,,20900,,,,,20800,,,,,20700,,,,,20500,,,,,20100,,,,,19700,,,,,19400,,,,,19100,,,,,18900,,,,,18700,,,,,18400,,,,,18100
India,42100000,,,,,43000000,,,,,47300000,,,,,59100000,,,,,65600000,,,,,73000000,,,,,80100000,,,,,88700000,,,,,97800000,,,,,110000000,,,,,117000000,,,,,120000000,,,,,124000000,,,,,127000000,,,,,126000000,,,,,120000000,,,,,120000000,,,,,118000000,,,,,116000000,,,,,112000000,,,,,108000000,,,,,104000000,,,,,101000000,,,,,97800000,,,,,94500000,,,,,91200000,,,,,88000000,,,,,85100000,,,,,82500000,,,,,80200000,,,,,77800000
Indonesia,8440000,,,,,8680000,,,,,8940000,,,,,11000000,,,,,14000000,,,,,16300000,,,,,18400000,,,,,20100000,,,,,21400000,,,,,22400000,,,,,21900000,,,,,22700000,,,,,22700000,,,,,23700000,,,,,23600000,,,,,24400000,,,,,23600000,,,,,23000000,,,,,22500000,,,,,22200000,,,,,21800000,,,,,21300000,,,,,20700000,,,,,20100000,,,,,19500000,,,,,19000000,,,,,18600000,,,,,18200000,,,,,17700000,,,,,17300000,,,,,16800000
Iran,1820000,,,,,1780000,,,,,2230000,,,,,3120000,,,,,3600000,,,,,4090000,,,,,4630000,,,,,5530000,,,,,7270000,,,,,8830000,,,,,9060000,,,,,7240000,,,,,5570000,,,,,5440000,,,,,6400000,,,,,6870000,,,,,6220000,,,,,5220000,,,,,4470000,,,,,4310000,,,,,4540000,,,,,4730000,,,,,4580000,,,,,4170000,,,,,3790000,,,,,3630000,,,,,3660000,,,,,3720000,,,,,3670000,,,,,3500000,,,,,3290000
Iraq,610000,,,,,693000,,,,,722000,,,,,1100000,,,,,1110000,,,,,1390000,,,,,1840000,,,,,2100000,,,,,2370000,,,,,2630000,,,,,2960000,,,,,3310000,,,,,3780000,,,,,4210000,,,,,4860000,,,,,5550000,,,,,6070000,,,,,6570000,,,,,7110000,,,,,7680000,,,,,8260000,,,,,8800000,,,,,9280000,,,,,9720000,,,,,10100000,,,,,10500000,,,,,10800000,,,,,11100000,,,,,11300000,,,,,11400000,,,,,11500000
Ireland,253000,,,,,257000,,,,,290000,,,,,292000,,,,,288000,,,,,324000,,,,,322000,,,,,362000,,,,,360000,,,,,348000,,,,,297000,,,,,268000,,,,,279000,,,,,313000,,,,,356000,,,,,355000,,,,,326000,,,,,300000,,,,,296000,,,,,313000,,,,,336000,,,,,346000,,,,,340000,,,,,327000,,,,,319000,,,,,321000,,,,,330000,,,,,337000,,,,,337000,,,,,331000,,,,,325000
Israel,109000,,,,,144000,,,,,226000,,,,,303000,,,,,295000,,,,,320000,,,,,352000,,,,,426000,,,,,462000,,,,,508000,,,,,527000,,,,,554000,,,,,620000,,,,,672000,,,,,745000,,,,,833000,,,,,825000,,,,,827000,,,,,845000,,,,,882000,,,,,924000,,,,,956000,,,,,966000,,,,,961000,,,,,951000,,,,,950000,,,,,956000,,,,,962000,,,,,960000,,,,,949000,,,,,933000
Italy,4190000,,,,,3810000,,,,,4290000,,,,,3990000,,,,,4130000,,,,,4560000,,,,,4570000,,,,,4300000,,,,,3560000,,,,,3040000,,,,,2830000,,,,,2820000,,,,,2770000,,,,,2800000,,,,,2820000,,,,,2580000,,,,,2450000,,,,,2390000,,,,,2400000,,,,,2430000,,,,,2450000,,,,,2430000,,,,,2370000,,,,,2320000,,,,,2300000,,,,,2310000,,,,,2310000,,,,,2300000,,,,,2280000,,,,,2240000,,,,,2210000
Jamaica,150000,,,,,162000,,,,,174000,,,,,188000,,,,,247000,,,,,295000,,,,,284000,,,,,286000,,,,,263000,,,,,275000,,,,,276000,,,,,282000,,,,,280000,,,,,243000,,,,,222000,,,,,201000,,,,,223000,,,,,206000,,,,,185000,,,,,165000,,,,,148000,,,,,138000,,,,,130000,,,,,122000,,,,,111000,,,,,98400,,,,,87900,,,,,80200,,,,,74500,,,,,69100,,,,,62900
Japan,8630000,,,,,9400000,,,,,10900000,,,,,9360000,,,,,8040000,,,,,8250000,,,,,9020000,,,,,10100000,,,,,8600000,,,,,7620000,,,,,6770000,,,,,6130000,,,,,5950000,,,,,5670000,,,,,5560000,,,,,5400000,,,,,5150000,,,,,4920000,,,,,4780000,,,,,4700000,,,,,4640000,,,,,4570000,,,,,4470000,,,,,4350000,,,,,4240000,,,,,4160000,,,,,4110000,,,,,4050000,,,,,3990000,,,,,3910000,,,,,3830000
Jordan,59500,,,,,87300,,,,,114000,,,,,128000,,,,,200000,,,,,248000,,,,,324000,,,,,407000,,,,,474000,,,,,578000,,,,,606000,,,,,654000,,,,,807000,,,,,996000,,,,,1100000,,,,,1130000,,,,,1100000,,,,,1090000,,,,,1090000,,,,,1110000,,,,,1130000,,,,,1130000,,,,,1120000,,,,,1090000,,,,,1060000,,,,,1040000,,,,,1020000,,,,,1000000,,,,,979000,,,,,950000,,,,,924000
Kazakhstan,990000,,,,,635000,,,,,893000,,,,,1280000,,,,,1610000,,,,,1720000,,,,,1510000,,,,,1580000,,,,,1590000,,,,,1570000,,,,,1620000,,,,,1420000,,,,,1140000,,,,,1140000,,,,,1620000,,,,,1980000,,,,,1810000,,,,,1640000,,,,,1540000,,,,,1560000,,,,,1650000,,,,,1730000,,,,,1730000,,,,,1650000,,,,,1560000,,,,,1520000,,,,,1520000,,,,,1540000,,,,,1540000,,,,,1500000,,,,,1450000
Kenya,654000,,,,,682000,,,,,917000,,,,,1200000,,,,,1450000,,,,,1750000,,,,,2120000,,,,,2620000,,,,,3180000,,,,,3790000,,,,,4260000,,,,,4460000,,,,,5210000,,,,,5900000,,,,,6590000,,,,,6880000,,,,,7320000,,,,,7770000,,,,,8230000,,,,,8620000,,,,,8890000,,,,,9070000,,,,,9230000,,,,,9340000,,,,,9390000,,,,,9390000,,,,,9330000,,,,,9190000,,,,,9040000,,,,,8890000,,,,,8720000
Kiribati,3930,,,,,3910,,,,,4920,,,,,5860,,,,,6990,,,,,7690,,,,,7410,,,,,6780,,,,,7940,,,,,9250,,,,,10500,,,,,10800,,,,,12200,,,,,10800,,,,,13600,,,,,14400,,,,,15000,,,,,15300,,,,,15200,,,,,15200,,,,,15900,,,,,16900,,,,,17400,,,,,17400,,,,,17100,,,,,16800,,,,,17000,,,,,17300,,,,,17500,,,,,17200,,,,,16700
Kuwait,14700,,,,,14500,,,,,19700,,,,,40500,,,,,76100,,,,,111000,,,,,150000,,,,,176000,,,,,219000,,,,,150000,,,,,168000,,,,,172000,,,,,206000,,,,,232000,,,,,281000,,,,,313000,,,,,327000,,,,,306000,,,,,298000,,,,,304000,,,,,314000,,,,,324000,,,,,328000,,,,,324000,,,,,319000,,,,,318000,,,,,321000,,,,,325000,,,,,326000,,,,,324000,,,,,320000
Kyrgyz Republic,204000,,,,,133000,,,,,166000,,,,,274000,,,,,378000,,,,,428000,,,,,418000,,,,,431000,,,,,464000,,,,,523000,,,,,596000,,,,,581000,,,,,521000,,,,,478000,,,,,595000,,,,,740000,,,,,702000,,,,,649000,,,,,616000,,,,,623000,,,,,646000,,,,,656000,,,,,643000,,,,,614000,,,,,586000,,,,,569000,,,,,562000,,,,,555000,,,,,542000,,,,,522000,,,,,502000
Lao,190000,,,,,211000,,,,,246000,,,,,289000,,,,,320000,,,,,360000,,,,,404000,,,,,470000,,,,,527000,,,,,599000,,,,,707000,,,,,794000,,,,,756000,,,,,717000,,,,,751000,,,,,754000,,,,,748000,,,,,725000,,,,,697000,,,,,669000,,,,,640000,,,,,611000,,,,,582000,,,,,553000,,,,,526000,,,,,503000,,,,,482000,,,,,462000,,,,,444000,,,,,426000,,,,,410000
Latvia,178000,,,,,162000,,,,,146000,,,,,162000,,,,,176000,,,,,177000,,,,,162000,,,,,181000,,,,,172000,,,,,184000,,,,,187000,,,,,138000,,,,,88200,,,,,93900,,,,,106000,,,,,98800,,,,,92600,,,,,85500,,,,,76600,,,,,72100,,,,,74500,,,,,77400,,,,,76100,,,,,71700,,,,,66900,,,,,63500,,,,,62700,,,,,63200,,,,,63100,,,,,61400,,,,,58600
Lebanon,136000,,,,,139000,,,,,179000,,,,,265000,,,,,294000,,,,,323000,,,,,313000,,,,,304000,,,,,301000,,,,,312000,,,,,311000,,,,,414000,,,,,409000,,,,,504000,,,,,419000,,,,,358000,,,,,315000,,,,,333000,,,,,332000,,,,,297000,,,,,260000,,,,,241000,,,,,243000,,,,,252000,,,,,253000,,,,,239000,,,,,220000,,,,,207000,,,,,203000,,,,,205000,,,,,204000
Lesotho,83200,,,,,93300,,,,,107000,,,,,116000,,,,,130000,,,,,146000,,,,,166000,,,,,191000,,,,,212000,,,,,232000,,,,,242000,,,,,249000,,,,,254000,,,,,244000,,,,,249000,,,,,274000,,,,,284000,,,,,284000,,,,,281000,,,,,281000,,,,,283000,,,,,283000,,,,,280000,,,,,276000,,,,,270000,,,,,264000,,,,,258000,,,,,252000,,,,,246000,,,,,240000,,,,,234000
Liberia,112000,,,,,123000,,,,,123000,,,,,144000,,,,,167000,,,,,193000,,,,,227000,,,,,269000,,,,,263000,,,,,266000,,,,,354000,,,,,383000,,,,,483000,,,,,565000,,,,,628000,,,,,682000,,,,,745000,,,,,815000,,,,,884000,,,,,947000,,,,,1000000,,,,,1050000,,,,,1100000,,,,,1140000,,,,,1180000,,,,,1210000,,,,,1230000,,,,,1250000,,,,,1260000,,,,,1260000,,,,,1260000
Libya,120000,,,,,138000,,,,,154000,,,,,194000,,,,,239000,,,,,313000,,,,,423000,,,,,523000,,,,,590000,,,,,618000,,,,,642000,,,,,600000,,,,,566000,,,,,557000,,,,,595000,,,,,626000,,,,,588000,,,,,548000,,,,,512000,,,,,493000,,,,,492000,,,,,495000,,,,,487000,,,,,466000,,,,,442000,,,,,425000,,,,,417000,,,,,413000,,,,,408000,,,,,398000,,,,,384000
Lithuania,247000,,,,,226000,,,,,230000,,,,,242000,,,,,287000,,,,,291000,,,,,272000,,,,,273000,,,,,264000,,,,,270000,,,,,277000,,,,,235000,,,,,173000,,,,,138000,,,,,138000,,,,,150000,,,,,150000,,,,,149000,,,,,138000,,,,,125000,,,,,119000,,,,,121000,,,,,124000,,,,,123000,,,,,117000,,,,,110000,,,,,105000,,,,,104000,,,,,105000,,,,,105000,,,,,102000
Luxembourg,20000,,,,,20000,,,,,20000,,,,,23000,,,,,25500,,,,,26800,,,,,25900,,,,,21400,,,,,21100,,,,,23000,,,,,25800,,,,,28700,,,,,30800,,,,,31300,,,,,32000,,,,,34600,,,,,37800,,,,,39300,,,,,40400,,,,,41500,,,,,42500,,,,,43700,,,,,45400,,,,,47100,,,,,48200,,,,,49000,,,,,49500,,,,,49900,,,,,50400,,,,,51000,,,,,51500
"Macedonia, FYR",140000,,,,,139000,,,,,163000,,,,,200000,,,,,192000,,,,,182000,,,,,197000,,,,,179000,,,,,171000,,,,,172000,,,,,167000,,,,,157000,,,,,135000,,,,,122000,,,,,112000,,,,,115000,,,,,115000,,,,,111000,,,,,104000,,,,,96600,,,,,92200,,,,,90800,,,,,90500,,,,,88900,,,,,85400,,,,,81200,,,,,77900,,,,,76100,,,,,75200,,,,,74000,,,,,72200
Madagascar,444000,,,,,456000,,,,,518000,,,,,689000,,,,,802000,,,,,927000,,,,,1080000,,,,,1270000,,,,,1480000,,,,,1670000,,,,,1940000,,,,,2310000,,,,,2730000,,,,,3040000,,,,,3330000,,,,,3630000,,,,,4050000,,,,,4460000,,,,,4810000,,,,,5110000,,,,,5400000,,,,,5690000,,,,,5970000,,,,,6220000,,,,,6420000,,,,,6580000,,,,,6720000,,,,,6810000,,,,,6890000,,,,,6920000,,,,,6920000
Malawi,354000,,,,,413000,,,,,478000,,,,,478000,,,,,552000,,,,,650000,,,,,772000,,,,,914000,,,,,1180000,,,,,1210000,,,,,1500000,,,,,1730000,,,,,1990000,,,,,2280000,,,,,2670000,,,,,2840000,,,,,3180000,,,,,3490000,,,,,3790000,,,,,4040000,,,,,4270000,,,,,4480000,,,,,4670000,,,,,4840000,,,,,4980000,,,,,5080000,,,,,5150000,,,,,5180000,,,,,5180000,,,,,5160000,,,,,5120000
Malaysia,727000,,,,,730000,,,,,971000,,,,,1240000,,,,,1400000,,,,,1620000,,,,,1670000,,,,,1780000,,,,,2000000,,,,,2240000,,,,,2460000,,,,,2580000,,,,,2790000,,,,,2610000,,,,,2490000,,,,,2580000,,,,,2700000,,,,,2760000,,,,,2670000,,,,,2510000,,,,,2380000,,,,,2340000,,,,,2360000,,,,,2380000,,,,,2350000,,,,,2270000,,,,,2180000,,,,,2130000,,,,,2110000,,,,,2110000,,,,,2090000
Maldives,10100,,,,,10100,,,,,8620,,,,,9830,,,,,13800,,,,,17300,,,,,20200,,,,,23100,,,,,27000,,,,,36400,,,,,41700,,,,,38400,,,,,30900,,,,,27400,,,,,31000,,,,,37100,,,,,36700,,,,,32600,,,,,28000,,,,,25900,,,,,26700,,,,,28200,,,,,28200,,,,,26400,,,,,24200,,,,,23000,,,,,23000,,,,,23400,,,,,23400,,,,,22500,,,,,21400
Mali,497000,,,,,559000,,,,,569000,,,,,651000,,,,,689000,,,,,747000,,,,,841000,,,,,966000,,,,,1100000,,,,,1240000,,,,,1390000,,,,,1610000,,,,,1890000,,,,,2290000,,,,,2760000,,,,,3120000,,,,,3470000,,,,,3870000,,,,,4300000,,,,,4710000,,,,,5050000,,,,,5320000,,,,,5550000,,,,,5750000,,,,,5920000,,,,,6060000,,,,,6150000,,,,,6190000,,,,,6200000,,,,,6160000,,,,,6110000
Malta,32000,,,,,29600,,,,,38900,,,,,36400,,,,,32100,,,,,31200,,,,,24300,,,,,26900,,,,,29200,,,,,29000,,,,,28000,,,,,27000,,,,,23200,,,,,20200,,,,,20200,,,,,21500,,,,,21800,,,,,21700,,,,,20700,,,,,19300,,,,,18300,,,,,18200,,,,,18600,,,,,18800,,,,,18500,,,,,17900,,,,,17200,,,,,16800,,,,,16800,,,,,16900,,,,,16700
Mauritania,80700,,,,,88800,,,,,99600,,,,,118000,,,,,145000,,,,,169000,,,,,195000,,,,,224000,,,,,257000,,,,,295000,,,,,337000,,,,,381000,,,,,431000,,,,,487000,,,,,552000,,,,,625000,,,,,681000,,,,,734000,,,,,786000,,,,,839000,,,,,893000,,,,,943000,,,,,988000,,,,,1030000,,,,,1060000,,,,,1090000,,,,,1120000,,,,,1150000,,,,,1170000,,,,,1180000,,,,,1180000
Mauritius,61000,,,,,71300,,,,,82500,,,,,98700,,,,,114000,,,,,134000,,,,,120000,,,,,114000,,,,,106000,,,,,102000,,,,,97700,,,,,109000,,,,,98200,,,,,94700,,,,,80600,,,,,68800,,,,,66000,,,,,66200,,,,,66500,,,,,64400,,,,,60300,,,,,56100,,,,,53600,,,,,52900,,,,,52800,,,,,52000,,,,,50200,,,,,48000,,,,,46300,,,,,45500,,,,,45000
Mexico,3170000,,,,,3820000,,,,,4430000,,,,,5800000,,,,,6770000,,,,,7760000,,,,,9030000,,,,,10800000,,,,,10800000,,,,,10800000,,,,,11100000,,,,,11400000,,,,,11800000,,,,,11700000,,,,,11400000,,,,,11500000,,,,,11200000,,,,,10800000,,,,,10300000,,,,,9900000,,,,,9530000,,,,,9230000,,,,,8940000,,,,,8660000,,,,,8350000,,,,,8080000,,,,,7840000,,,,,7630000,,,,,7440000,,,,,7250000,,,,,7060000
"Micronesia, Fed. Sts.",3710,,,,,4220,,,,,4720,,,,,7130,,,,,8010,,,,,8290,,,,,10000,,,,,11700,,,,,12500,,,,,15100,,,,,14200,,,,,14000,,,,,13500,,,,,12500,,,,,11400,,,,,11100,,,,,11600,,,,,12100,,,,,12000,,,,,11400,,,,,10400,,,,,9690,,,,,9490,,,,,9470,,,,,9250,,,,,8680,,,,,7920,,,,,7290,,,,,6940,,,,,6770,,,,,6590
Moldova,250000,,,,,214000,,,,,222000,,,,,343000,,,,,415000,,,,,398000,,,,,333000,,,,,352000,,,,,376000,,,,,408000,,,,,419000,,,,,324000,,,,,245000,,,,,201000,,,,,215000,,,,,220000,,,,,196000,,,,,172000,,,,,155000,,,,,143000,,,,,139000,,,,,138000,,,,,134000,,,,,125000,,,,,116000,,,,,109000,,,,,106000,,,,,104000,,,,,102000,,,,,97800,,,,,92800
Mongolia,77200,,,,,79400,,,,,84400,,,,,113000,,,,,142000,,,,,193000,,,,,216000,,,,,245000,,,,,261000,,,,,281000,,,,,321000,,,,,278000,,,,,231000,,,,,219000,,,,,278000,,,,,356000,,,,,336000,,,,,307000,,,,,287000,,,,,281000,,,,,289000,,,,,304000,,,,,313000,,,,,305000,,,,,287000,,,,,274000,,,,,271000,,,,,274000,,,,,278000,,,,,275000,,,,,267000
Montenegro,48100,,,,,46600,,,,,47800,,,,,57900,,,,,57500,,,,,59200,,,,,53900,,,,,53100,,,,,51200,,,,,50600,,,,,46400,,,,,43300,,,,,41000,,,,,39300,,,,,39400,,,,,36900,,,,,34700,,,,,32900,,,,,31600,,,,,30400,,,,,29400,,,,,28400,,,,,27300,,,,,26200,,,,,25300,,,,,24500,,,,,23800,,,,,23100,,,,,22400,,,,,21700,,,,,21000
Morocco,1070000,,,,,1080000,,,,,1250000,,,,,1820000,,,,,2180000,,,,,2500000,,,,,2660000,,,,,2780000,,,,,3050000,,,,,3370000,,,,,3310000,,,,,3270000,,,,,3010000,,,,,3020000,,,,,3130000,,,,,3410000,,,,,3310000,,,,,3170000,,,,,3020000,,,,,2920000,,,,,2870000,,,,,2830000,,,,,2760000,,,,,2660000,,,,,2550000,,,,,2450000,,,,,2370000,,,,,2320000,,,,,2260000,,,,,2190000,,,,,2120000
Mozambique,703000,,,,,767000,,,,,833000,,,,,965000,,,,,1100000,,,,,1240000,,,,,1400000,,,,,1630000,,,,,1800000,,,,,1960000,,,,,2200000,,,,,2590000,,,,,3070000,,,,,3620000,,,,,4150000,,,,,4660000,,,,,5160000,,,,,5750000,,,,,6360000,,,,,6940000,,,,,7440000,,,,,7900000,,,,,8310000,,,,,8690000,,,,,9030000,,,,,9310000,,,,,9560000,,,,,9740000,,,,,9880000,,,,,9970000,,,,,10000000
Myanmar,1680000,,,,,1740000,,,,,2100000,,,,,2880000,,,,,3210000,,,,,3560000,,,,,4040000,,,,,4470000,,,,,4860000,,,,,5190000,,,,,4970000,,,,,4730000,,,,,4890000,,,,,5200000,,,,,4840000,,,,,4490000,,,,,4430000,,,,,4430000,,,,,4410000,,,,,4290000,,,,,4120000,,,,,3930000,,,,,3790000,,,,,3700000,,,,,3630000,,,,,3550000,,,,,3440000,,,,,3330000,,,,,3230000,,,,,3150000,,,,,3090000
Namibia,51200,,,,,59300,,,,,68600,,,,,80800,,,,,93000,,,,,108000,,,,,127000,,,,,156000,,,,,183000,,,,,200000,,,,,231000,,,,,259000,,,,,268000,,,,,272000,,,,,290000,,,,,332000,,,,,349000,,,,,359000,,,,,365000,,,,,371000,,,,,379000,,,,,386000,,,,,390000,,,,,388000,,,,,382000,,,,,377000,,,,,371000,,,,,366000,,,,,361000,,,,,353000,,,,,345000
