country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Myanmar,3000000,,,,,3230000,,,,,3570000,,,,,3900000,,,,,4330000,,,,,4700000,,,,,4900000,,,,,5110000,,,,,5510000,,,,,6500000,,,,,7780000,,,,,9110000,,,,,10500000,,,,,11600000,,,,,12800000,,,,,13800000,,,,,14600000,,,,,15300000,,,,,16100000,,,,,17000000,,,,,17500000,,,,,17400000,,,,,17100000,,,,,16500000,,,,,16200000,,,,,16100000,,,,,15900000,,,,,15500000,,,,,14900000,,,,,14500000,,,,,14100000
Namibia,75800,,,,,82900,,,,,91700,,,,,102000,,,,,115000,,,,,126000,,,,,130000,,,,,138000,,,,,165000,,,,,198000,,,,,240000,,,,,270000,,,,,299000,,,,,349000,,,,,411000,,,,,480000,,,,,572000,,,,,685000,,,,,791000,,,,,883000,,,,,961000,,,,,1050000,,,,,1140000,,,,,1230000,,,,,1310000,,,,,1360000,,,,,1390000,,,,,1430000,,,,,1460000,,,,,1480000,,,,,1490000
Nepal,1320000,,,,,1460000,,,,,1590000,,,,,1720000,,,,,1880000,,,,,2030000,,,,,2220000,,,,,2410000,,,,,2580000,,,,,2990000,,,,,3360000,,,,,3830000,,,,,4320000,,,,,4880000,,,,,5540000,,,,,6250000,,,,,7090000,,,,,8080000,,,,,9330000,,,,,10400000,,,,,11100000,,,,,11000000,,,,,10500000,,,,,9960000,,,,,9480000,,,,,9140000,,,,,8640000,,,,,8080000,,,,,7570000,,,,,7160000,,,,,6830000
Netherlands,2190000,,,,,2370000,,,,,2500000,,,,,2670000,,,,,2770000,,,,,2890000,,,,,3040000,,,,,3200000,,,,,3650000,,,,,4020000,,,,,4410000,,,,,4780000,,,,,4880000,,,,,4860000,,,,,4680000,,,,,4420000,,,,,4240000,,,,,4200000,,,,,4270000,,,,,4320000,,,,,4240000,,,,,4110000,,,,,4020000,,,,,3940000,,,,,3930000,,,,,3940000,,,,,3910000,,,,,3840000,,,,,3760000,,,,,3700000,,,,,3660000
New Zealand,414000,,,,,466000,,,,,509000,,,,,556000,,,,,586000,,,,,604000,,,,,616000,,,,,645000,,,,,726000,,,,,845000,,,,,974000,,,,,1110000,,,,,1180000,,,,,1230000,,,,,1220000,,,,,1200000,,,,,1220000,,,,,1270000,,,,,1340000,,,,,1380000,,,,,1400000,,,,,1390000,,,,,1400000,,,,,1420000,,,,,1420000,,,,,1420000,,,,,1410000,,,,,1400000,,,,,1390000,,,,,1380000,,,,,1370000
Nicaragua,165000,,,,,186000,,,,,213000,,,,,249000,,,,,291000,,,,,335000,,,,,380000,,,,,416000,,,,,444000,,,,,536000,,,,,657000,,,,,779000,,,,,934000,,,,,1080000,,,,,1260000,,,,,1490000,,,,,1720000,,,,,1910000,,,,,2040000,,,,,2090000,,,,,2110000,,,,,2110000,,,,,2100000,,,,,2070000,,,,,2000000,,,,,1920000,,,,,1840000,,,,,1770000,,,,,1700000,,,,,1630000,,,,,1570000
Niger,279000,,,,,338000,,,,,397000,,,,,453000,,,,,510000,,,,,601000,,,,,738000,,,,,849000,,,,,973000,,,,,1180000,,,,,1450000,,,,,1770000,,,,,2030000,,,,,2330000,,,,,2670000,,,,,3050000,,,,,3570000,,,,,4240000,,,,,5250000,,,,,6660000,,,,,8470000,,,,,10600000,,,,,13100000,,,,,15800000,,,,,19000000,,,,,22500000,,,,,26300000,,,,,30400000,,,,,34500000,,,,,38700000,,,,,42800000
Nigeria,5620000,,,,,6010000,,,,,6560000,,,,,7300000,,,,,8120000,,,,,9050000,,,,,10200000,,,,,11500000,,,,,12900000,,,,,14300000,,,,,16000000,,,,,17900000,,,,,20300000,,,,,23600000,,,,,27700000,,,,,32600000,,,,,37900000,,,,,43500000,,,,,50000000,,,,,58300000,,,,,68700000,,,,,80900000,,,,,93600000,,,,,106000000,,,,,119000000,,,,,132000000,,,,,145000000,,,,,158000000,,,,,171000000,,,,,182000000,,,,,192000000
North Korea,1470000,,,,,1440000,,,,,1560000,,,,,1720000,,,,,1960000,,,,,2380000,,,,,3080000,,,,,3810000,,,,,4380000,,,,,4440000,,,,,4950000,,,,,5270000,,,,,6250000,,,,,7500000,,,,,7340000,,,,,7500000,,,,,7140000,,,,,6920000,,,,,7240000,,,,,7280000,,,,,7140000,,,,,6850000,,,,,6650000,,,,,6530000,,,,,6500000,,,,,6420000,,,,,6230000,,,,,5990000,,,,,5790000,,,,,5670000,,,,,5580000
Norway,809000,,,,,877000,,,,,925000,,,,,963000,,,,,952000,,,,,905000,,,,,856000,,,,,854000,,,,,949000,,,,,1060000,,,,,1170000,,,,,1250000,,,,,1320000,,,,,1410000,,,,,1440000,,,,,1470000,,,,,1500000,,,,,1540000,,,,,1610000,,,,,1650000,,,,,1680000,,,,,1690000,,,,,1710000,,,,,1750000,,,,,1780000,,,,,1810000,,,,,1820000,,,,,1830000,,,,,1830000,,,,,1840000,,,,,1850000
Oman,65700,,,,,72600,,,,,78600,,,,,83600,,,,,89500,,,,,103000,,,,,133000,,,,,187000,,,,,245000,,,,,316000,,,,,298000,,,,,383000,,,,,479000,,,,,747000,,,,,988000,,,,,1280000,,,,,1660000,,,,,1950000,,,,,2030000,,,,,1990000,,,,,1990000,,,,,2010000,,,,,2050000,,,,,2040000,,,,,1940000,,,,,1780000,,,,,1630000,,,,,1560000,,,,,1550000,,,,,1550000,,,,,1530000
Pakistan,5180000,,,,,5830000,,,,,6660000,,,,,7610000,,,,,8680000,,,,,9880000,,,,,11400000,,,,,13300000,,,,,14900000,,,,,16500000,,,,,19000000,,,,,22300000,,,,,26100000,,,,,30600000,,,,,35500000,,,,,41300000,,,,,48600000,,,,,56000000,,,,,62500000,,,,,67000000,,,,,71400000,,,,,76800000,,,,,82100000,,,,,87200000,,,,,89800000,,,,,90600000,,,,,91400000,,,,,92600000,,,,,93600000,,,,,93700000,,,,,92700000
Palestine,128000,,,,,120000,,,,,120000,,,,,127000,,,,,115000,,,,,137000,,,,,161000,,,,,191000,,,,,231000,,,,,280000,,,,,343000,,,,,408000,,,,,500000,,,,,619000,,,,,763000,,,,,914000,,,,,1110000,,,,,1360000,,,,,1610000,,,,,1840000,,,,,2050000,,,,,2250000,,,,,2470000,,,,,2720000,,,,,2930000,,,,,3110000,,,,,3250000,,,,,3380000,,,,,3500000,,,,,3610000,,,,,3700000
Panama,121000,,,,,136000,,,,,154000,,,,,175000,,,,,198000,,,,,227000,,,,,263000,,,,,309000,,,,,366000,,,,,438000,,,,,527000,,,,,634000,,,,,752000,,,,,875000,,,,,984000,,,,,1070000,,,,,1150000,,,,,1210000,,,,,1270000,,,,,1330000,,,,,1390000,,,,,1460000,,,,,1500000,,,,,1540000,,,,,1560000,,,,,1560000,,,,,1560000,,,,,1560000,,,,,1550000,,,,,1530000,,,,,1510000
Papua New Guinea,245000,,,,,269000,,,,,291000,,,,,318000,,,,,352000,,,,,393000,,,,,443000,,,,,501000,,,,,570000,,,,,674000,,,,,797000,,,,,943000,,,,,1120000,,,,,1300000,,,,,1520000,,,,,1760000,,,,,1990000,,,,,2220000,,,,,2500000,,,,,2790000,,,,,3090000,,,,,3360000,,,,,3590000,,,,,3800000,,,,,4000000,,,,,4200000,,,,,4380000,,,,,4540000,,,,,4670000,,,,,4770000,,,,,4860000
Paraguay,172000,,,,,205000,,,,,241000,,,,,280000,,,,,323000,,,,,359000,,,,,412000,,,,,474000,,,,,556000,,,,,684000,,,,,817000,,,,,962000,,,,,1070000,,,,,1150000,,,,,1280000,,,,,1480000,,,,,1710000,,,,,1960000,,,,,2160000,,,,,2240000,,,,,2280000,,,,,2290000,,,,,2290000,,,,,2330000,,,,,2340000,,,,,2340000,,,,,2300000,,,,,2250000,,,,,2200000,,,,,2140000,,,,,2090000
Peru,1180000,,,,,1300000,,,,,1420000,,,,,1570000,,,,,1770000,,,,,2040000,,,,,2350000,,,,,2690000,,,,,3100000,,,,,3590000,,,,,4180000,,,,,4880000,,,,,5680000,,,,,6490000,,,,,7360000,,,,,8130000,,,,,8920000,,,,,9620000,,,,,10000000,,,,,10300000,,,,,10500000,,,,,10700000,,,,,10900000,,,,,10900000,,,,,10900000,,,,,10700000,,,,,10400000,,,,,10200000,,,,,9930000,,,,,9690000,,,,,9430000
Philippines,2620000,,,,,3070000,,,,,3480000,,,,,3940000,,,,,4290000,,,,,4880000,,,,,5650000,,,,,6620000,,,,,7880000,,,,,9800000,,,,,11900000,,,,,14200000,,,,,17200000,,,,,19400000,,,,,21500000,,,,,23600000,,,,,25900000,,,,,28900000,,,,,31800000,,,,,34300000,,,,,36400000,,,,,38000000,,,,,39600000,,,,,41100000,,,,,42400000,,,,,43300000,,,,,43900000,,,,,44200000,,,,,44300000,,,,,44200000,,,,,43900000
Poland,5470000,,,,,6090000,,,,,6070000,,,,,6510000,,,,,6950000,,,,,7450000,,,,,8170000,,,,,7920000,,,,,8390000,,,,,9280000,,,,,10300000,,,,,11000000,,,,,10700000,,,,,10300000,,,,,10200000,,,,,10900000,,,,,11300000,,,,,11100000,,,,,10100000,,,,,8660000,,,,,7860000,,,,,7310000,,,,,7020000,,,,,6790000,,,,,6240000,,,,,5720000,,,,,5360000,,,,,5180000,,,,,5070000,,,,,4950000,,,,,4770000
Portugal,1690000,,,,,1840000,,,,,1900000,,,,,1950000,,,,,1960000,,,,,2090000,,,,,2250000,,,,,2270000,,,,,2320000,,,,,2430000,,,,,2600000,,,,,2820000,,,,,2940000,,,,,3040000,,,,,3070000,,,,,2960000,,,,,2770000,,,,,2500000,,,,,2300000,,,,,2200000,,,,,2170000,,,,,2100000,,,,,1970000,,,,,1820000,,,,,1690000,,,,,1620000,,,,,1590000,,,,,1570000,,,,,1540000,,,,,1480000,,,,,1420000
Qatar,3680,,,,,4860,,,,,6120,,,,,9030,,,,,13600,,,,,22600,,,,,29000,,,,,53400,,,,,90500,,,,,100000,,,,,146000,,,,,222000,,,,,422000,,,,,571000,,,,,678000,,,,,771000,,,,,889000,,,,,1020000,,,,,1130000,,,,,1210000,,,,,1230000,,,,,1210000,,,,,1180000,,,,,1150000,,,,,1130000,,,,,1110000,,,,,1080000,,,,,1060000,,,,,1040000,,,,,1030000,,,,,1020000
Romania,3590000,,,,,4000000,,,,,3880000,,,,,4240000,,,,,4630000,,,,,4990000,,,,,5680000,,,,,5510000,,,,,5450000,,,,,5570000,,,,,5570000,,,,,5510000,,,,,5670000,,,,,5580000,,,,,5600000,,,,,5650000,,,,,5450000,,,,,5030000,,,,,4550000,,,,,4310000,,,,,3960000,,,,,3810000,,,,,3680000,,,,,3550000,,,,,3360000,,,,,3230000,,,,,3120000,,,,,3040000,,,,,2960000,,,,,2880000,,,,,2790000
Russia,20200000,,,,,23300000,,,,,24200000,,,,,25800000,,,,,30200000,,,,,31500000,,,,,36600000,,,,,34800000,,,,,33800000,,,,,36400000,,,,,38000000,,,,,42000000,,,,,41800000,,,,,40300000,,,,,38800000,,,,,38900000,,,,,42100000,,,,,40900000,,,,,36800000,,,,,32600000,,,,,28900000,,,,,29800000,,,,,32300000,,,,,33500000,,,,,32900000,,,,,30700000,,,,,29400000,,,,,29300000,,,,,30100000,,,,,30800000,,,,,30700000
Rwanda,292000,,,,,308000,,,,,326000,,,,,362000,,,,,445000,,,,,527000,,,,,589000,,,,,636000,,,,,738000,,,,,668000,,,,,939000,,,,,1160000,,,,,1320000,,,,,1510000,,,,,1810000,,,,,2270000,,,,,2880000,,,,,3320000,,,,,3780000,,,,,4190000,,,,,4670000,,,,,5320000,,,,,5840000,,,,,6230000,,,,,6490000,,,,,6740000,,,,,7000000,,,,,7220000,,,,,7340000,,,,,7330000,,,,,7230000
Samoa,8950,,,,,10800,,,,,12300,,,,,14100,,,,,16400,,,,,18300,,,,,19400,,,,,20400,,,,,20300,,,,,22500,,,,,24600,,,,,28600,,,,,32100,,,,,34900,,,,,35900,,,,,35400,,,,,33800,,,,,34900,,,,,38100,,,,,42800,,,,,50400,,,,,54800,,,,,56500,,,,,57200,,,,,56100,,,,,57100,,,,,59900,,,,,62400,,,,,63100,,,,,61900,,,,,60100
Sao Tome and Principe,8830,,,,,8640,,,,,9420,,,,,9760,,,,,10200,,,,,11600,,,,,13400,,,,,12600,,,,,11600,,,,,11400,,,,,12500,,,,,15600,,,,,19600,,,,,23800,,,,,30700,,,,,35200,,,,,42000,,,,,47800,,,,,52400,,,,,61800,,,,,70600,,,,,81100,,,,,90400,,,,,97900,,,,,105000,,,,,113000,,,,,121000,,,,,128000,,,,,135000,,,,,140000,,,,,145000
Saudi Arabia,473000,,,,,525000,,,,,582000,,,,,667000,,,,,781000,,,,,974000,,,,,1250000,,,,,1550000,,,,,1770000,,,,,2370000,,,,,2910000,,,,,3820000,,,,,5190000,,,,,7510000,,,,,9690000,,,,,10900000,,,,,11700000,,,,,12200000,,,,,12100000,,,,,12000000,,,,,12000000,,,,,11900000,,,,,12400000,,,,,12800000,,,,,12700000,,,,,12300000,,,,,11700000,,,,,11200000,,,,,11000000,,,,,11000000,,,,,10900000
Senegal,356000,,,,,400000,,,,,454000,,,,,517000,,,,,597000,,,,,686000,,,,,756000,,,,,833000,,,,,912000,,,,,1030000,,,,,1140000,,,,,1300000,,,,,1530000,,,,,1840000,,,,,2260000,,,,,2790000,,,,,3380000,,,,,4000000,,,,,4620000,,,,,5290000,,,,,6120000,,,,,7130000,,,,,8150000,,,,,9150000,,,,,10000000,,,,,10900000,,,,,11700000,,,,,12700000,,,,,13600000,,,,,14400000,,,,,15200000
Serbia,1440000,,,,,1550000,,,,,1470000,,,,,1590000,,,,,1790000,,,,,2060000,,,,,2300000,,,,,2250000,,,,,2290000,,,,,2460000,,,,,2490000,,,,,2530000,,,,,2480000,,,,,2320000,,,,,2300000,,,,,2300000,,,,,2310000,,,,,2250000,,,,,2140000,,,,,2040000,,,,,1900000,,,,,1780000,,,,,1700000,,,,,1630000,,,,,1570000,,,,,1520000,,,,,1450000,,,,,1390000,,,,,1340000,,,,,1290000,,,,,1260000
Seychelles,7250,,,,,7270,,,,,7090,,,,,7740,,,,,8340,,,,,9060,,,,,9870,,,,,9670,,,,,8570,,,,,11200,,,,,14300,,,,,19100,,,,,23000,,,,,27000,,,,,28000,,,,,28200,,,,,27400,,,,,25800,,,,,23500,,,,,21200,,,,,20600,,,,,21700,,,,,23000,,,,,23600,,,,,22800,,,,,21200,,,,,20300,,,,,20100,,,,,20100,,,,,19700,,,,,18900
Sierra Leone,327000,,,,,352000,,,,,378000,,,,,407000,,,,,436000,,,,,470000,,,,,509000,,,,,553000,,,,,604000,,,,,571000,,,,,581000,,,,,696000,,,,,794000,,,,,930000,,,,,1100000,,,,,1310000,,,,,1530000,,,,,1760000,,,,,2030000,,,,,2340000,,,,,2700000,,,,,3040000,,,,,3340000,,,,,3600000,,,,,3820000,,,,,4010000,,,,,4160000,,,,,4280000,,,,,4360000,,,,,4400000,,,,,4420000
Singapore,153000,,,,,210000,,,,,263000,,,,,284000,,,,,319000,,,,,351000,,,,,403000,,,,,485000,,,,,588000,,,,,817000,,,,,1090000,,,,,1340000,,,,,1590000,,,,,1780000,,,,,1870000,,,,,1850000,,,,,1800000,,,,,1770000,,,,,1740000,,,,,1700000,,,,,1660000,,,,,1590000,,,,,1520000,,,,,1470000,,,,,1430000,,,,,1400000,,,,,1360000,,,,,1320000,,,,,1270000,,,,,1220000,,,,,1180000
Slovak Republic,774000,,,,,889000,,,,,867000,,,,,944000,,,,,980000,,,,,1010000,,,,,1090000,,,,,1070000,,,,,1120000,,,,,1260000,,,,,1410000,,,,,1500000,,,,,1520000,,,,,1520000,,,,,1570000,,,,,1620000,,,,,1670000,,,,,1620000,,,,,1460000,,,,,1290000,,,,,1170000,,,,,1100000,,,,,1100000,,,,,1100000,,,,,1070000,,,,,1020000,,,,,963000,,,,,926000,,,,,910000,,,,,906000,,,,,896000
Slovenia,359000,,,,,373000,,,,,342000,,,,,346000,,,,,367000,,,,,400000,,,,,449000,,,,,473000,,,,,493000,,,,,523000,,,,,551000,,,,,584000,,,,,617000,,,,,605000,,,,,606000,,,,,600000,,,,,581000,,,,,544000,,,,,485000,,,,,432000,,,,,409000,,,,,413000,,,,,423000,,,,,427000,,,,,411000,,,,,389000,,,,,375000,,,,,372000,,,,,377000,,,,,380000,,,,,375000
Solomon Islands,13900,,,,,14900,,,,,15200,,,,,18000,,,,,20700,,,,,23500,,,,,27400,,,,,33200,,,,,38900,,,,,44200,,,,,52300,,,,,62300,,,,,70900,,,,,88400,,,,,107000,,,,,123000,,,,,136000,,,,,149000,,,,,166000,,,,,190000,,,,,219000,,,,,245000,,,,,264000,,,,,279000,,,,,291000,,,,,304000,,,,,319000,,,,,333000,,,,,343000,,,,,350000,,,,,354000
Somalia,352000,,,,,383000,,,,,416000,,,,,452000,,,,,492000,,,,,535000,,,,,836000,,,,,875000,,,,,943000,,,,,990000,,,,,1140000,,,,,1290000,,,,,1450000,,,,,1630000,,,,,1860000,,,,,2160000,,,,,2570000,,,,,3090000,,,,,3790000,,,,,4580000,,,,,5480000,,,,,6480000,,,,,7590000,,,,,8850000,,,,,10200000,,,,,11600000,,,,,13000000,,,,,14400000,,,,,15800000,,,,,17100000,,,,,18500000
South Africa,2160000,,,,,2430000,,,,,2740000,,,,,3080000,,,,,3460000,,,,,3870000,,,,,4280000,,,,,4840000,,,,,5430000,,,,,6600000,,,,,7650000,,,,,8560000,,,,,9410000,,,,,10600000,,,,,11800000,,,,,13400000,,,,,15000000,,,,,16400000,,,,,17500000,,,,,18000000,,,,,18400000,,,,,19000000,,,,,19700000,,,,,20300000,,,,,20500000,,,,,20400000,,,,,20200000,,,,,20100000,,,,,19900000,,,,,19700000,,,,,19300000
South Korea,3010000,,,,,3300000,,,,,3650000,,,,,4230000,,,,,4680000,,,,,5390000,,,,,6340000,,,,,7140000,,,,,8270000,,,,,9480000,,,,,11500000,,,,,13500000,,,,,15400000,,,,,16600000,,,,,16400000,,,,,16000000,,,,,15000000,,,,,14400000,,,,,13900000,,,,,12700000,,,,,11900000,,,,,10700000,,,,,9810000,,,,,9620000,,,,,9660000,,,,,9630000,,,,,9370000,,,,,8960000,,,,,8520000,,,,,8220000,,,,,8150000
South Sudan,343000,,,,,367000,,,,,402000,,,,,448000,,,,,502000,,,,,572000,,,,,660000,,,,,771000,,,,,806000,,,,,717000,,,,,851000,,,,,1020000,,,,,1270000,,,,,1560000,,,,,1830000,,,,,2140000,,,,,2520000,,,,,3000000,,,,,3560000,,,,,4170000,,,,,4800000,,,,,5440000,,,,,6110000,,,,,6810000,,,,,7500000,,,,,8150000,,,,,8750000,,,,,9310000,,,,,9830000,,,,,10300000,,,,,10700000
Spain,5990000,,,,,6430000,,,,,6640000,,,,,7100000,,,,,7680000,,,,,8320000,,,,,8690000,,,,,8800000,,,,,8870000,,,,,9060000,,,,,10100000,,,,,11800000,,,,,13300000,,,,,14400000,,,,,15000000,,,,,14500000,,,,,13400000,,,,,11800000,,,,,10200000,,,,,9690000,,,,,9860000,,,,,9930000,,,,,9900000,,,,,9490000,,,,,8820000,,,,,8430000,,,,,8280000,,,,,8300000,,,,,8330000,,,,,8240000,,,,,8020000
Sri Lanka,1080000,,,,,1230000,,,,,1420000,,,,,1650000,,,,,1900000,,,,,2120000,,,,,2350000,,,,,2590000,,,,,2960000,,,,,3380000,,,,,4080000,,,,,4550000,,,,,4830000,,,,,5100000,,,,,5390000,,,,,5520000,,,,,5460000,,,,,5350000,,,,,5100000,,,,,5020000,,,,,5120000,,,,,5120000,,,,,5020000,,,,,4740000,,,,,4380000,,,,,4150000,,,,,3990000,,,,,3870000,,,,,3720000,,,,,3500000,,,,,3270000
St. Lucia,12200,,,,,13600,,,,,13200,,,,,13700,,,,,14300,,,,,14300,,,,,14300,,,,,15900,,,,,18800,,,,,21000,,,,,25000,,,,,31300,,,,,40600,,,,,45700,,,,,49100,,,,,51300,,,,,52400,,,,,55600,,,,,57500,,,,,56200,,,,,53000,,,,,47600,,,,,42800,,,,,39900,,,,,38500,,,,,36700,,,,,34500,,,,,32400,,,,,30600,,,,,29300,,,,,28300
St. Vincent and the Grenadines,8740,,,,,9120,,,,,10900,,,,,10800,,,,,10200,,,,,9840,,,,,11300,,,,,12900,,,,,12900,,,,,14400,,,,,17100,,,,,21800,,,,,24500,,,,,26200,,,,,27200,,,,,27500,,,,,28400,,,,,29600,,,,,30300,,,,,30000,,,,,29900,,,,,29100,,,,,28100,,,,,27100,,,,,25600,,,,,24200,,,,,22800,,,,,21600,,,,,20500,,,,,19500,,,,,18400
Sudan,770000,,,,,864000,,,,,985000,,,,,1130000,,,,,1290000,,,,,1490000,,,,,1740000,,,,,2040000,,,,,2390000,,,,,2970000,,,,,3420000,,,,,3980000,,,,,4640000,,,,,5370000,,,,,6240000,,,,,7240000,,,,,8340000,,,,,9820000,,,,,11600000,,,,,13700000,,,,,15900000,,,,,17900000,,,,,19700000,,,,,21500000,,,,,23400000,,,,,25400000,,,,,27400000,,,,,29200000,,,,,30800000,,,,,32200000,,,,,33600000
Suriname,32000,,,,,36000,,,,,38000,,,,,41200,,,,,46700,,,,,44500,,,,,52700,,,,,58100,,,,,63000,,,,,70000,,,,,80700,,,,,99600,,,,,116000,,,,,131000,,,,,139000,,,,,141000,,,,,146000,,,,,151000,,,,,160000,,,,,165000,,,,,168000,,,,,169000,,,,,168000,,,,,168000,,,,,166000,,,,,162000,,,,,158000,,,,,153000,,,,,149000,,,,,145000,,,,,141000
Swaziland,37600,,,,,41700,,,,,46800,,,,,51900,,,,,57300,,,,,64300,,,,,72500,,,,,82300,,,,,100000,,,,,114000,,,,,126000,,,,,128000,,,,,139000,,,,,155000,,,,,179000,,,,,223000,,,,,287000,,,,,357000,,,,,413000,,,,,452000,,,,,481000,,,,,512000,,,,,550000,,,,,587000,,,,,611000,,,,,624000,,,,,630000,,,,,635000,,,,,638000,,,,,637000,,,,,630000
Sweden,1830000,,,,,1960000,,,,,2040000,,,,,2090000,,,,,2040000,,,,,1930000,,,,,1880000,,,,,1940000,,,,,2140000,,,,,2290000,,,,,2390000,,,,,2430000,,,,,2450000,,,,,2530000,,,,,2560000,,,,,2570000,,,,,2610000,,,,,2730000,,,,,2730000,,,,,2740000,,,,,2720000,,,,,2660000,,,,,2790000,,,,,2900000,,,,,2930000,,,,,2940000,,,,,2920000,,,,,2910000,,,,,2940000,,,,,2990000,,,,,3020000
Switzerland,1220000,,,,,1300000,,,,,1310000,,,,,1360000,,,,,1390000,,,,,1440000,,,,,1500000,,,,,1590000,,,,,1730000,,,,,1830000,,,,,1960000,,,,,2140000,,,,,2330000,,,,,2470000,,,,,2490000,,,,,2480000,,,,,2430000,,,,,2450000,,,,,2460000,,,,,2380000,,,,,2320000,,,,,2310000,,,,,2350000,,,,,2400000,,,,,2440000,,,,,2440000,,,,,2400000,,,,,2370000,,,,,2360000,,,,,2370000,,,,,2380000
Syria,504000,,,,,532000,,,,,585000,,,,,673000,,,,,784000,,,,,906000,,,,,991000,,,,,1080000,,,,,1200000,,,,,1510000,,,,,1920000,,,,,2410000,,,,,3060000,,,,,2930000,,,,,3180000,,,,,4390000,,,,,5410000,,,,,6060000,,,,,6840000,,,,,7650000,,,,,8560000,,,,,9410000,,,,,9730000,,,,,9800000,,,,,9750000,,,,,9740000,,,,,9840000,,,,,9860000,,,,,9730000,,,,,9470000,,,,,9160000
Tajikistan,293000,,,,,328000,,,,,319000,,,,,331000,,,,,400000,,,,,482000,,,,,587000,,,,,598000,,,,,604000,,,,,651000,,,,,730000,,,,,983000,,,,,1230000,,,,,1430000,,,,,1600000,,,,,1840000,,,,,2210000,,,,,2540000,,,,,2820000,,,,,2960000,,,,,3080000,,,,,3360000,,,,,3670000,,,,,4000000,,,,,4170000,,,,,4230000,,,,,4320000,,,,,4470000,,,,,4630000,,,,,4730000,,,,,4720000
Tanzania,949000,,,,,1090000,,,,,1260000,,,,,1460000,,,,,1690000,,,,,1970000,,,,,2280000,,,,,2650000,,,,,3080000,,,,,3570000,,,,,3990000,,,,,4520000,,,,,5260000,,,,,6330000,,,,,7790000,,,,,9520000,,,,,11500000,,,,,13600000,,,,,16000000,,,,,19000000,,,,,22600000,,,,,26800000,,,,,31200000,,,,,35600000,,,,,40200000,,,,,44900000,,,,,49900000,,,,,54800000,,,,,59700000,,,,,64200000,,,,,68600000
Thailand,2880000,,,,,3310000,,,,,3720000,,,,,4220000,,,,,4940000,,,,,5850000,,,,,6930000,,,,,8160000,,,,,9840000,,,,,11500000,,,,,14400000,,,,,17100000,,,,,19800000,,,,,21300000,,,,,21600000,,,,,20800000,,,,,19400000,,,,,18500000,,,,,17900000,,,,,17600000,,,,,17300000,,,,,16400000,,,,,15200000,,,,,14100000,,,,,13300000,,,,,12600000,,,,,12200000,,,,,11900000,,,,,11500000,,,,,11000000,,,,,10600000
Timor-Leste,60800,,,,,65100,,,,,71200,,,,,76800,,,,,86500,,,,,96100,,,,,72000,,,,,87600,,,,,103000,,,,,125000,,,,,109000,,,,,123000,,,,,150000,,,,,173000,,,,,172000,,,,,187000,,,,,197000,,,,,218000,,,,,294000,,,,,352000,,,,,427000,,,,,504000,,,,,556000,,,,,625000,,,,,690000,,,,,750000,,,,,807000,,,,,853000,,,,,888000,,,,,917000,,,,,941000
Togo,200000,,,,,211000,,,,,226000,,,,,241000,,,,,290000,,,,,318000,,,,,347000,,,,,405000,,,,,464000,,,,,519000,,,,,607000,,,,,702000,,,,,827000,,,,,1000000,,,,,1220000,,,,,1460000,,,,,1720000,,,,,1960000,,,,,2210000,,,,,2530000,,,,,2910000,,,,,3310000,,,,,3710000,,,,,4060000,,,,,4390000,,,,,4740000,,,,,5090000,,,,,5430000,,,,,5730000,,,,,6000000,,,,,6230000
Tonga,5080,,,,,6550,,,,,7810,,,,,9330,,,,,10600,,,,,12300,,,,,13900,,,,,12300,,,,,12200,,,,,13500,,,,,13800,,,,,14700,,,,,16300,,,,,18200,,,,,19000,,,,,19900,,,,,19800,,,,,21000,,,,,23400,,,,,26700,,,,,30800,,,,,32500,,,,,32800,,,,,32500,,,,,32600,,,,,34000,,,,,36000,,,,,37400,,,,,37500,,,,,36900,,,,,36300
Trinidad and Tobago,103000,,,,,121000,,,,,139000,,,,,141000,,,,,145000,,,,,150000,,,,,158000,,,,,176000,,,,,201000,,,,,237000,,,,,277000,,,,,322000,,,,,342000,,,,,355000,,,,,367000,,,,,390000,,,,,414000,,,,,411000,,,,,388000,,,,,349000,,,,,330000,,,,,330000,,,,,332000,,,,,322000,,,,,301000,,,,,280000,,,,,269000,,,,,264000,,,,,260000,,,,,254000,,,,,244000
