country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Mozambique,1770000,,,,,1910000,,,,,2070000,,,,,2260000,,,,,2490000,,,,,2790000,,,,,3260000,,,,,3460000,,,,,3200000,,,,,4250000,,,,,4880000,,,,,5690000,,,,,6580000,,,,,7680000,,,,,9070000,,,,,10800000,,,,,12700000,,,,,14700000,,,,,16800000,,,,,18900000,,,,,21100000,,,,,23400000,,,,,25700000,,,,,27900000,,,,,29800000,,,,,31600000,,,,,33200000,,,,,34700000,,,,,36000000,,,,,37000000,,,,,37900000
Myanmar,5580000,,,,,5860000,,,,,5960000,,,,,6100000,,,,,6510000,,,,,7650000,,,,,9180000,,,,,10900000,,,,,12700000,,,,,13800000,,,,,15200000,,,,,16200000,,,,,16300000,,,,,16600000,,,,,17400000,,,,,18300000,,,,,18800000,,,,,18700000,,,,,18300000,,,,,17600000,,,,,17200000,,,,,17000000,,,,,16700000,,,,,16300000,,,,,15700000,,,,,15100000,,,,,14700000,,,,,14300000,,,,,14000000,,,,,13700000,,,,,13300000
Namibia,143000,,,,,154000,,,,,167000,,,,,184000,,,,,206000,,,,,237000,,,,,251000,,,,,284000,,,,,397000,,,,,494000,,,,,594000,,,,,624000,,,,,672000,,,,,781000,,,,,887000,,,,,975000,,,,,1050000,,,,,1130000,,,,,1210000,,,,,1300000,,,,,1380000,,,,,1420000,,,,,1450000,,,,,1480000,,,,,1510000,,,,,1530000,,,,,1530000,,,,,1520000,,,,,1510000,,,,,1480000,,,,,1460000
Nepal,2680000,,,,,2830000,,,,,2970000,,,,,3130000,,,,,3310000,,,,,3760000,,,,,4210000,,,,,4680000,,,,,5240000,,,,,6030000,,,,,6760000,,,,,7280000,,,,,7790000,,,,,8750000,,,,,9970000,,,,,11100000,,,,,11700000,,,,,11600000,,,,,11100000,,,,,10500000,,,,,9950000,,,,,9570000,,,,,9040000,,,,,8440000,,,,,7890000,,,,,7450000,,,,,7090000,,,,,6740000,,,,,6400000,,,,,6070000,,,,,5780000
Netherlands,2970000,,,,,3010000,,,,,3100000,,,,,3250000,,,,,3680000,,,,,4090000,,,,,4490000,,,,,4840000,,,,,4950000,,,,,4950000,,,,,4740000,,,,,4450000,,,,,4190000,,,,,4150000,,,,,4200000,,,,,4250000,,,,,4160000,,,,,4020000,,,,,3930000,,,,,3850000,,,,,3840000,,,,,3860000,,,,,3830000,,,,,3760000,,,,,3680000,,,,,3630000,,,,,3600000,,,,,3580000,,,,,3560000,,,,,3510000,,,,,3450000
New Zealand,556000,,,,,584000,,,,,610000,,,,,661000,,,,,725000,,,,,865000,,,,,933000,,,,,1040000,,,,,1070000,,,,,1150000,,,,,1120000,,,,,1150000,,,,,1180000,,,,,1220000,,,,,1290000,,,,,1320000,,,,,1340000,,,,,1330000,,,,,1340000,,,,,1370000,,,,,1370000,,,,,1370000,,,,,1360000,,,,,1350000,,,,,1340000,,,,,1340000,,,,,1330000,,,,,1320000,,,,,1310000,,,,,1300000,,,,,1290000
Nicaragua,373000,,,,,421000,,,,,475000,,,,,532000,,,,,586000,,,,,705000,,,,,853000,,,,,987000,,,,,1140000,,,,,1310000,,,,,1500000,,,,,1710000,,,,,1930000,,,,,2090000,,,,,2200000,,,,,2220000,,,,,2240000,,,,,2230000,,,,,2210000,,,,,2170000,,,,,2090000,,,,,2000000,,,,,1910000,,,,,1830000,,,,,1750000,,,,,1680000,,,,,1620000,,,,,1550000,,,,,1490000,,,,,1440000,,,,,1390000
Niger,698000,,,,,797000,,,,,895000,,,,,1040000,,,,,1190000,,,,,1360000,,,,,1580000,,,,,1730000,,,,,2080000,,,,,2380000,,,,,2860000,,,,,3280000,,,,,3900000,,,,,4700000,,,,,5750000,,,,,7230000,,,,,9130000,,,,,11400000,,,,,14000000,,,,,16800000,,,,,20100000,,,,,23800000,,,,,27700000,,,,,31900000,,,,,36200000,,,,,40500000,,,,,44700000,,,,,48600000,,,,,52300000,,,,,55600000,,,,,58500000
Nigeria,10700000,,,,,11700000,,,,,12900000,,,,,14300000,,,,,15800000,,,,,17400000,,,,,20000000,,,,,22200000,,,,,25100000,,,,,29100000,,,,,33900000,,,,,39300000,,,,,45100000,,,,,50900000,,,,,57600000,,,,,66100000,,,,,76700000,,,,,89200000,,,,,102000000,,,,,115000000,,,,,129000000,,,,,142000000,,,,,155000000,,,,,168000000,,,,,181000000,,,,,192000000,,,,,202000000,,,,,211000000,,,,,218000000,,,,,225000000,,,,,231000000
North Korea,2810000,,,,,2810000,,,,,3510000,,,,,4220000,,,,,4760000,,,,,4750000,,,,,5310000,,,,,5630000,,,,,6670000,,,,,8050000,,,,,7830000,,,,,7980000,,,,,7540000,,,,,7260000,,,,,7580000,,,,,7600000,,,,,7430000,,,,,7120000,,,,,6900000,,,,,6750000,,,,,6710000,,,,,6610000,,,,,6400000,,,,,6140000,,,,,5920000,,,,,5790000,,,,,5700000,,,,,5590000,,,,,5450000,,,,,5270000,,,,,5110000
Norway,1010000,,,,,957000,,,,,894000,,,,,884000,,,,,970000,,,,,1070000,,,,,1180000,,,,,1250000,,,,,1290000,,,,,1310000,,,,,1290000,,,,,1260000,,,,,1290000,,,,,1400000,,,,,1470000,,,,,1510000,,,,,1540000,,,,,1550000,,,,,1570000,,,,,1610000,,,,,1640000,,,,,1690000,,,,,1710000,,,,,1720000,,,,,1730000,,,,,1740000,,,,,1760000,,,,,1770000,,,,,1770000,,,,,1770000,,,,,1770000
Oman,128000,,,,,135000,,,,,146000,,,,,163000,,,,,189000,,,,,243000,,,,,343000,,,,,442000,,,,,533000,,,,,740000,,,,,790000,,,,,922000,,,,,1390000,,,,,2120000,,,,,2620000,,,,,2500000,,,,,2300000,,,,,2140000,,,,,2150000,,,,,2180000,,,,,2070000,,,,,1900000,,,,,1740000,,,,,1660000,,,,,1640000,,,,,1640000,,,,,1610000,,,,,1560000,,,,,1490000,,,,,1440000,,,,,1410000
Pakistan,10500000,,,,,11700000,,,,,13100000,,,,,14700000,,,,,16200000,,,,,17700000,,,,,20500000,,,,,24700000,,,,,29200000,,,,,33900000,,,,,39100000,,,,,45400000,,,,,52900000,,,,,60600000,,,,,67300000,,,,,71900000,,,,,76400000,,,,,81900000,,,,,87300000,,,,,92500000,,,,,95100000,,,,,95700000,,,,,96200000,,,,,97100000,,,,,98000000,,,,,97800000,,,,,96500000,,,,,94400000,,,,,92200000,,,,,90400000,,,,,88500000
Palestine,219000,,,,,243000,,,,,277000,,,,,312000,,,,,295000,,,,,338000,,,,,375000,,,,,450000,,,,,549000,,,,,693000,,,,,878000,,,,,996000,,,,,1180000,,,,,1430000,,,,,1690000,,,,,1920000,,,,,2130000,,,,,2330000,,,,,2550000,,,,,2800000,,,,,3010000,,,,,3180000,,,,,3320000,,,,,3450000,,,,,3570000,,,,,3670000,,,,,3750000,,,,,3800000,,,,,3820000,,,,,3820000,,,,,3810000
Panama,240000,,,,,268000,,,,,303000,,,,,349000,,,,,406000,,,,,478000,,,,,565000,,,,,668000,,,,,779000,,,,,895000,,,,,998000,,,,,1080000,,,,,1150000,,,,,1210000,,,,,1280000,,,,,1350000,,,,,1410000,,,,,1470000,,,,,1510000,,,,,1540000,,,,,1570000,,,,,1570000,,,,,1570000,,,,,1560000,,,,,1550000,,,,,1530000,,,,,1510000,,,,,1490000,,,,,1460000,,,,,1430000,,,,,1410000
Papua New Guinea,498000,,,,,536000,,,,,578000,,,,,625000,,,,,692000,,,,,797000,,,,,924000,,,,,1080000,,,,,1260000,,,,,1460000,,,,,1690000,,,,,1930000,,,,,2180000,,,,,2430000,,,,,2710000,,,,,3020000,,,,,3330000,,,,,3620000,,,,,3860000,,,,,4070000,,,,,4270000,,,,,4470000,,,,,4650000,,,,,4800000,,,,,4930000,,,,,5030000,,,,,5100000,,,,,5160000,,,,,5190000,,,,,5200000,,,,,5190000
Paraguay,393000,,,,,421000,,,,,463000,,,,,517000,,,,,598000,,,,,732000,,,,,879000,,,,,1060000,,,,,1240000,,,,,1380000,,,,,1530000,,,,,1740000,,,,,1960000,,,,,2210000,,,,,2410000,,,,,2480000,,,,,2510000,,,,,2520000,,,,,2510000,,,,,2540000,,,,,2530000,,,,,2510000,,,,,2460000,,,,,2400000,,,,,2340000,,,,,2270000,,,,,2200000,,,,,2140000,,,,,2070000,,,,,2000000,,,,,1940000
Peru,2110000,,,,,2380000,,,,,2710000,,,,,3080000,,,,,3530000,,,,,4110000,,,,,4790000,,,,,5690000,,,,,6650000,,,,,7530000,,,,,8290000,,,,,8900000,,,,,9590000,,,,,10200000,,,,,10600000,,,,,10800000,,,,,11000000,,,,,11100000,,,,,11300000,,,,,11300000,,,,,11200000,,,,,11000000,,,,,10700000,,,,,10400000,,,,,10200000,,,,,9910000,,,,,9620000,,,,,9320000,,,,,9030000,,,,,8770000,,,,,8530000
Philippines,4960000,,,,,5650000,,,,,6590000,,,,,7750000,,,,,9140000,,,,,11300000,,,,,13600000,,,,,16400000,,,,,19200000,,,,,21500000,,,,,23800000,,,,,26200000,,,,,28900000,,,,,31900000,,,,,34800000,,,,,37400000,,,,,39500000,,,,,41100000,,,,,42600000,,,,,44100000,,,,,45300000,,,,,46100000,,,,,46500000,,,,,46700000,,,,,46700000,,,,,46400000,,,,,45900000,,,,,45200000,,,,,44400000,,,,,43500000,,,,,42500000
Poland,7600000,,,,,8120000,,,,,8900000,,,,,8710000,,,,,9170000,,,,,10200000,,,,,11400000,,,,,12100000,,,,,11600000,,,,,11100000,,,,,11000000,,,,,11500000,,,,,11900000,,,,,11600000,,,,,10500000,,,,,9030000,,,,,8170000,,,,,7570000,,,,,7250000,,,,,7010000,,,,,6430000,,,,,5880000,,,,,5510000,,,,,5310000,,,,,5190000,,,,,5060000,,,,,4870000,,,,,4630000,,,,,4420000,,,,,4280000,,,,,4190000
Portugal,2550000,,,,,2600000,,,,,2620000,,,,,2480000,,,,,2270000,,,,,2420000,,,,,2620000,,,,,2820000,,,,,2860000,,,,,3040000,,,,,3140000,,,,,3140000,,,,,2910000,,,,,2550000,,,,,2300000,,,,,2190000,,,,,2150000,,,,,2080000,,,,,1940000,,,,,1780000,,,,,1660000,,,,,1580000,,,,,1560000,,,,,1540000,,,,,1510000,,,,,1450000,,,,,1400000,,,,,1350000,,,,,1330000,,,,,1310000,,,,,1300000
Qatar,6850,,,,,10800,,,,,14800,,,,,25700,,,,,42600,,,,,65900,,,,,94400,,,,,181000,,,,,210000,,,,,230000,,,,,234000,,,,,384000,,,,,1030000,,,,,1410000,,,,,1520000,,,,,1540000,,,,,1490000,,,,,1410000,,,,,1350000,,,,,1310000,,,,,1280000,,,,,1240000,,,,,1210000,,,,,1180000,,,,,1150000,,,,,1130000,,,,,1110000,,,,,1080000,,,,,1050000,,,,,1020000,,,,,987000
Romania,4970000,,,,,5300000,,,,,6070000,,,,,5980000,,,,,6000000,,,,,6310000,,,,,6460000,,,,,6490000,,,,,6800000,,,,,6630000,,,,,6480000,,,,,6600000,,,,,5980000,,,,,5400000,,,,,4820000,,,,,4550000,,,,,4160000,,,,,3990000,,,,,3850000,,,,,3700000,,,,,3500000,,,,,3350000,,,,,3230000,,,,,3130000,,,,,3050000,,,,,2960000,,,,,2860000,,,,,2770000,,,,,2680000,,,,,2610000,,,,,2550000
Russia,33800000,,,,,35600000,,,,,41400000,,,,,39800000,,,,,37900000,,,,,40300000,,,,,41400000,,,,,46500000,,,,,45900000,,,,,44400000,,,,,42600000,,,,,42900000,,,,,45500000,,,,,44100000,,,,,39700000,,,,,34800000,,,,,30400000,,,,,31000000,,,,,33600000,,,,,34700000,,,,,34000000,,,,,31700000,,,,,30100000,,,,,29800000,,,,,30600000,,,,,31300000,,,,,31200000,,,,,30200000,,,,,29200000,,,,,28700000,,,,,28800000
Rwanda,593000,,,,,708000,,,,,806000,,,,,796000,,,,,928000,,,,,1110000,,,,,1360000,,,,,1620000,,,,,1900000,,,,,1760000,,,,,2180000,,,,,2580000,,,,,3190000,,,,,3620000,,,,,4110000,,,,,4520000,,,,,5000000,,,,,5660000,,,,,6190000,,,,,6570000,,,,,6830000,,,,,7060000,,,,,7310000,,,,,7520000,,,,,7630000,,,,,7600000,,,,,7490000,,,,,7340000,,,,,7190000,,,,,7030000,,,,,6850000
Samoa,23200,,,,,24100,,,,,27100,,,,,30700,,,,,31600,,,,,32900,,,,,36100,,,,,41000,,,,,46200,,,,,48400,,,,,49600,,,,,49800,,,,,50000,,,,,50600,,,,,53000,,,,,56800,,,,,63300,,,,,67600,,,,,69100,,,,,69500,,,,,67600,,,,,67900,,,,,70100,,,,,72000,,,,,72100,,,,,70300,,,,,67800,,,,,66100,,,,,65500,,,,,65100,,,,,63800
Sao Tome and Principe,24600,,,,,24100,,,,,26400,,,,,20500,,,,,15800,,,,,17700,,,,,20000,,,,,23300,,,,,27600,,,,,32200,,,,,39500,,,,,44300,,,,,51500,,,,,57500,,,,,62100,,,,,71900,,,,,81100,,,,,92000,,,,,102000,,,,,109000,,,,,117000,,,,,124000,,,,,132000,,,,,139000,,,,,146000,,,,,151000,,,,,156000,,,,,160000,,,,,163000,,,,,166000,,,,,169000
Saudi Arabia,852000,,,,,966000,,,,,1100000,,,,,1300000,,,,,1590000,,,,,2070000,,,,,2880000,,,,,4340000,,,,,5550000,,,,,5970000,,,,,7030000,,,,,8570000,,,,,10200000,,,,,11900000,,,,,12100000,,,,,12000000,,,,,11900000,,,,,12000000,,,,,12400000,,,,,12800000,,,,,12700000,,,,,12300000,,,,,11700000,,,,,11200000,,,,,11000000,,,,,10900000,,,,,10800000,,,,,10600000,,,,,10200000,,,,,9790000,,,,,9530000
Senegal,704000,,,,,791000,,,,,894000,,,,,1010000,,,,,1150000,,,,,1330000,,,,,1430000,,,,,1620000,,,,,1920000,,,,,2300000,,,,,2680000,,,,,3210000,,,,,3780000,,,,,4420000,,,,,5060000,,,,,5740000,,,,,6600000,,,,,7620000,,,,,8680000,,,,,9690000,,,,,10600000,,,,,11400000,,,,,12300000,,,,,13200000,,,,,14100000,,,,,15000000,,,,,15700000,,,,,16300000,,,,,16900000,,,,,17400000,,,,,17900000
Serbia,1970000,,,,,2260000,,,,,2520000,,,,,2440000,,,,,2460000,,,,,2580000,,,,,2670000,,,,,2820000,,,,,2780000,,,,,2770000,,,,,2610000,,,,,2550000,,,,,2500000,,,,,2410000,,,,,2290000,,,,,2180000,,,,,2030000,,,,,1900000,,,,,1810000,,,,,1730000,,,,,1670000,,,,,1600000,,,,,1530000,,,,,1460000,,,,,1400000,,,,,1350000,,,,,1310000,,,,,1270000,,,,,1220000,,,,,1180000,,,,,1140000
Seychelles,10800,,,,,10900,,,,,11300,,,,,11500,,,,,11000,,,,,13900,,,,,17200,,,,,21100,,,,,22600,,,,,26200,,,,,27100,,,,,31900,,,,,30800,,,,,28900,,,,,26300,,,,,23800,,,,,23100,,,,,24000,,,,,25300,,,,,25800,,,,,24900,,,,,23100,,,,,22000,,,,,21700,,,,,21500,,,,,21000,,,,,20100,,,,,19100,,,,,18300,,,,,17800,,,,,17400
Sierra Leone,602000,,,,,637000,,,,,676000,,,,,723000,,,,,776000,,,,,832000,,,,,898000,,,,,983000,,,,,1110000,,,,,1130000,,,,,1250000,,,,,1610000,,,,,1870000,,,,,2130000,,,,,2420000,,,,,2740000,,,,,3120000,,,,,3470000,,,,,3790000,,,,,4050000,,,,,4260000,,,,,4450000,,,,,4590000,,,,,4700000,,,,,4760000,,,,,4790000,,,,,4790000,,,,,4770000,,,,,4720000,,,,,4640000,,,,,4560000
Singapore,319000,,,,,384000,,,,,458000,,,,,496000,,,,,586000,,,,,724000,,,,,896000,,,,,1100000,,,,,1270000,,,,,1340000,,,,,1310000,,,,,1420000,,,,,1530000,,,,,1550000,,,,,1560000,,,,,1520000,,,,,1490000,,,,,1410000,,,,,1350000,,,,,1300000,,,,,1270000,,,,,1250000,,,,,1220000,,,,,1180000,,,,,1140000,,,,,1110000,,,,,1080000,,,,,1050000,,,,,1020000,,,,,994000,,,,,962000
Slovak Republic,1030000,,,,,1080000,,,,,1190000,,,,,1180000,,,,,1220000,,,,,1370000,,,,,1530000,,,,,1620000,,,,,1620000,,,,,1610000,,,,,1650000,,,,,1710000,,,,,1730000,,,,,1680000,,,,,1500000,,,,,1330000,,,,,1200000,,,,,1120000,,,,,1110000,,,,,1120000,,,,,1080000,,,,,1030000,,,,,971000,,,,,932000,,,,,915000,,,,,910000,,,,,900000,,,,,876000,,,,,844000,,,,,816000,,,,,797000
Slovenia,419000,,,,,438000,,,,,489000,,,,,493000,,,,,503000,,,,,528000,,,,,551000,,,,,608000,,,,,639000,,,,,600000,,,,,600000,,,,,592000,,,,,585000,,,,,548000,,,,,488000,,,,,433000,,,,,408000,,,,,411000,,,,,421000,,,,,426000,,,,,410000,,,,,387000,,,,,372000,,,,,370000,,,,,374000,,,,,378000,,,,,373000,,,,,362000,,,,,351000,,,,,345000,,,,,344000
Solomon Islands,24700,,,,,29000,,,,,33000,,,,,38300,,,,,44900,,,,,49400,,,,,59700,,,,,69200,,,,,81500,,,,,102000,,,,,124000,,,,,141000,,,,,160000,,,,,173000,,,,,190000,,,,,214000,,,,,243000,,,,,269000,,,,,288000,,,,,302000,,,,,313000,,,,,325000,,,,,338000,,,,,351000,,,,,360000,,,,,366000,,,,,368000,,,,,370000,,,,,371000,,,,,371000,,,,,368000
Somalia,655000,,,,,699000,,,,,763000,,,,,831000,,,,,931000,,,,,1060000,,,,,1760000,,,,,1910000,,,,,2070000,,,,,2130000,,,,,2380000,,,,,2650000,,,,,3070000,,,,,3650000,,,,,4380000,,,,,5220000,,,,,6170000,,,,,7210000,,,,,8370000,,,,,9680000,,,,,11100000,,,,,12500000,,,,,13900000,,,,,15300000,,,,,16700000,,,,,18100000,,,,,19400000,,,,,20600000,,,,,21700000,,,,,22700000,,,,,23600000
South Africa,4040000,,,,,4400000,,,,,4800000,,,,,5400000,,,,,6130000,,,,,7280000,,,,,8490000,,,,,9900000,,,,,11300000,,,,,13200000,,,,,14900000,,,,,16300000,,,,,17700000,,,,,18900000,,,,,19900000,,,,,20300000,,,,,20400000,,,,,20900000,,,,,21400000,,,,,21800000,,,,,21900000,,,,,21600000,,,,,21300000,,,,,21000000,,,,,20800000,,,,,20400000,,,,,20000000,,,,,19600000,,,,,19100000,,,,,18700000,,,,,18300000
South Korea,5240000,,,,,5760000,,,,,6980000,,,,,7790000,,,,,8940000,,,,,10100000,,,,,12000000,,,,,14100000,,,,,15900000,,,,,17200000,,,,,17100000,,,,,16700000,,,,,15100000,,,,,14400000,,,,,13900000,,,,,12700000,,,,,11800000,,,,,10600000,,,,,9700000,,,,,9490000,,,,,9540000,,,,,9520000,,,,,9250000,,,,,8840000,,,,,8410000,,,,,8110000,,,,,8050000,,,,,8090000,,,,,8070000,,,,,7900000,,,,,7630000
South Sudan,707000,,,,,780000,,,,,869000,,,,,970000,,,,,1070000,,,,,1150000,,,,,1270000,,,,,1460000,,,,,1540000,,,,,1490000,,,,,1840000,,,,,2220000,,,,,2810000,,,,,3410000,,,,,4040000,,,,,4680000,,,,,5340000,,,,,5990000,,,,,6660000,,,,,7370000,,,,,8050000,,,,,8700000,,,,,9290000,,,,,9830000,,,,,10300000,,,,,10800000,,,,,11200000,,,,,11500000,,,,,11800000,,,,,12000000,,,,,12100000
Spain,8870000,,,,,9260000,,,,,9370000,,,,,9390000,,,,,9320000,,,,,9480000,,,,,10300000,,,,,11200000,,,,,11900000,,,,,12700000,,,,,13300000,,,,,14100000,,,,,13900000,,,,,11700000,,,,,9990000,,,,,9350000,,,,,9500000,,,,,9570000,,,,,9540000,,,,,9120000,,,,,8460000,,,,,8090000,,,,,7950000,,,,,7990000,,,,,8030000,,,,,7960000,,,,,7760000,,,,,7510000,,,,,7320000,,,,,7220000,,,,,7180000
Sri Lanka,2190000,,,,,2450000,,,,,2710000,,,,,3040000,,,,,3520000,,,,,4050000,,,,,4660000,,,,,5150000,,,,,5680000,,,,,6030000,,,,,6070000,,,,,6270000,,,,,6230000,,,,,6050000,,,,,5720000,,,,,5610000,,,,,5690000,,,,,5660000,,,,,5550000,,,,,5240000,,,,,4840000,,,,,4570000,,,,,4380000,,,,,4230000,,,,,4050000,,,,,3810000,,,,,3560000,,,,,3340000,,,,,3190000,,,,,3080000,,,,,2960000
St. Lucia,25600,,,,,25800,,,,,21700,,,,,20900,,,,,20300,,,,,24100,,,,,28200,,,,,34000,,,,,40100,,,,,45400,,,,,49300,,,,,53700,,,,,54300,,,,,57400,,,,,59200,,,,,57600,,,,,54200,,,,,48400,,,,,43300,,,,,40200,,,,,38700,,,,,36800,,,,,34600,,,,,32400,,,,,30600,,,,,29200,,,,,28200,,,,,27300,,,,,26300,,,,,25300,,,,,24300
St. Vincent and the Grenadines,15000,,,,,15400,,,,,17500,,,,,17100,,,,,18200,,,,,20800,,,,,24100,,,,,28700,,,,,32500,,,,,34700,,,,,35000,,,,,35000,,,,,34900,,,,,34600,,,,,34600,,,,,33600,,,,,32800,,,,,31500,,,,,30300,,,,,29000,,,,,27200,,,,,25500,,,,,23900,,,,,22500,,,,,21200,,,,,20000,,,,,18900,,,,,17700,,,,,16700,,,,,15700,,,,,14900
Sudan,1570000,,,,,1780000,,,,,2030000,,,,,2320000,,,,,2690000,,,,,3150000,,,,,3760000,,,,,4530000,,,,,5450000,,,,,6720000,,,,,7670000,,,,,8790000,,,,,9540000,,,,,10900000,,,,,12700000,,,,,14900000,,,,,17200000,,,,,19300000,,,,,21200000,,,,,23000000,,,,,24900000,,,,,26900000,,,,,28800000,,,,,30600000,,,,,32200000,,,,,33600000,,,,,34900000,,,,,36100000,,,,,37300000,,,,,38300000,,,,,39000000
Suriname,58000,,,,,66000,,,,,72000,,,,,80200,,,,,84000,,,,,82900,,,,,95900,,,,,114000,,,,,134000,,,,,149000,,,,,156000,,,,,157000,,,,,162000,,,,,168000,,,,,177000,,,,,182000,,,,,184000,,,,,184000,,,,,183000,,,,,182000,,,,,179000,,,,,174000,,,,,169000,,,,,163000,,,,,158000,,,,,153000,,,,,148000,,,,,143000,,,,,138000,,,,,134000,,,,,130000
Swaziland,77700,,,,,84800,,,,,93700,,,,,99200,,,,,110000,,,,,127000,,,,,145000,,,,,171000,,,,,218000,,,,,244000,,,,,283000,,,,,317000,,,,,380000,,,,,455000,,,,,513000,,,,,546000,,,,,567000,,,,,591000,,,,,625000,,,,,658000,,,,,677000,,,,,685000,,,,,686000,,,,,686000,,,,,685000,,,,,680000,,,,,669000,,,,,654000,,,,,638000,,,,,623000,,,,,609000
Sweden,2090000,,,,,1970000,,,,,1920000,,,,,1990000,,,,,2210000,,,,,2310000,,,,,2410000,,,,,2390000,,,,,2380000,,,,,2420000,,,,,2370000,,,,,2330000,,,,,2410000,,,,,2570000,,,,,2600000,,,,,2600000,,,,,2580000,,,,,2520000,,,,,2650000,,,,,2760000,,,,,2800000,,,,,2810000,,,,,2800000,,,,,2800000,,,,,2830000,,,,,2890000,,,,,2930000,,,,,2940000,,,,,2930000,,,,,2920000,,,,,2920000
Switzerland,1370000,,,,,1420000,,,,,1510000,,,,,1680000,,,,,1850000,,,,,1910000,,,,,1890000,,,,,1990000,,,,,2080000,,,,,2180000,,,,,2090000,,,,,2060000,,,,,2080000,,,,,2230000,,,,,2260000,,,,,2180000,,,,,2120000,,,,,2100000,,,,,2140000,,,,,2200000,,,,,2250000,,,,,2250000,,,,,2230000,,,,,2210000,,,,,2210000,,,,,2230000,,,,,2240000,,,,,2250000,,,,,2230000,,,,,2200000,,,,,2180000
Syria,982000,,,,,1080000,,,,,1190000,,,,,1300000,,,,,1480000,,,,,1800000,,,,,2190000,,,,,2750000,,,,,3370000,,,,,4130000,,,,,5010000,,,,,5700000,,,,,7040000,,,,,5320000,,,,,5500000,,,,,7470000,,,,,8670000,,,,,9680000,,,,,10000000,,,,,10100000,,,,,9980000,,,,,9950000,,,,,10000000,,,,,10000000,,,,,9900000,,,,,9630000,,,,,9300000,,,,,9010000,,,,,8790000,,,,,8600000,,,,,8390000
Tajikistan,434000,,,,,519000,,,,,630000,,,,,673000,,,,,679000,,,,,810000,,,,,963000,,,,,1250000,,,,,1500000,,,,,1640000,,,,,1790000,,,,,2060000,,,,,2430000,,,,,2780000,,,,,3080000,,,,,3210000,,,,,3340000,,,,,3610000,,,,,3920000,,,,,4250000,,,,,4420000,,,,,4460000,,,,,4530000,,,,,4670000,,,,,4820000,,,,,4900000,,,,,4880000,,,,,4820000,,,,,4760000,,,,,4730000,,,,,4690000
Tanzania,2100000,,,,,2400000,,,,,2750000,,,,,3170000,,,,,3680000,,,,,4270000,,,,,4960000,,,,,5820000,,,,,6820000,,,,,8170000,,,,,9510000,,,,,11000000,,,,,12900000,,,,,15000000,,,,,17500000,,,,,20600000,,,,,24300000,,,,,28500000,,,,,33000000,,,,,37600000,,,,,42200000,,,,,47000000,,,,,52000000,,,,,57000000,,,,,61800000,,,,,66400000,,,,,70800000,,,,,75000000,,,,,78900000,,,,,82500000,,,,,85700000
Thailand,5810000,,,,,6770000,,,,,7910000,,,,,8910000,,,,,10000000,,,,,11700000,,,,,13800000,,,,,16500000,,,,,19400000,,,,,20800000,,,,,21800000,,,,,22000000,,,,,21000000,,,,,19500000,,,,,18800000,,,,,18300000,,,,,18000000,,,,,17000000,,,,,15600000,,,,,14500000,,,,,13600000,,,,,12800000,,,,,12400000,,,,,12100000,,,,,11600000,,,,,11100000,,,,,10700000,,,,,10400000,,,,,10100000,,,,,9900000,,,,,9670000
Timor-Leste,129000,,,,,137000,,,,,147000,,,,,160000,,,,,177000,,,,,196000,,,,,194000,,,,,218000,,,,,246000,,,,,280000,,,,,199000,,,,,246000,,,,,281000,,,,,301000,,,,,380000,,,,,439000,,,,,516000,,,,,595000,,,,,647000,,,,,716000,,,,,778000,,,,,835000,,,,,888000,,,,,930000,,,,,961000,,,,,986000,,,,,1010000,,,,,1020000,,,,,1030000,,,,,1030000,,,,,1020000
Togo,387000,,,,,408000,,,,,434000,,,,,465000,,,,,567000,,,,,634000,,,,,705000,,,,,842000,,,,,988000,,,,,1130000,,,,,1420000,,,,,1680000,,,,,1950000,,,,,2210000,,,,,2470000,,,,,2810000,,,,,3200000,,,,,3630000,,,,,4050000,,,,,4430000,,,,,4770000,,,,,5120000,,,,,5490000,,,,,5840000,,,,,6140000,,,,,6420000,,,,,6650000,,,,,6870000,,,,,7050000,,,,,7200000,,,,,7310000
Tonga,12500,,,,,15500,,,,,16500,,,,,19600,,,,,21000,,,,,21600,,,,,23800,,,,,24900,,,,,28100,,,,,26500,,,,,26900,,,,,29400,,,,,29600,,,,,29000,,,,,31400,,,,,34700,,,,,39000,,,,,40600,,,,,40700,,,,,40100,,,,,39800,,,,,40700,,,,,42400,,,,,43300,,,,,43100,,,,,42000,,,,,41000,,,,,40600,,,,,40700,,,,,40700,,,,,39900
