country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Croatia,389000,,,,,401000,,,,,373000,,,,,346000,,,,,314000,,,,,326000,,,,,324000,,,,,323000,,,,,293000,,,,,243000,,,,,243000,,,,,206000,,,,,219000,,,,,205000,,,,,186000,,,,,173000,,,,,164000,,,,,159000,,,,,156000,,,,,154000,,,,,149000,,,,,141000,,,,,135000,,,,,132000,,,,,129000,,,,,127000,,,,,125000,,,,,121000,,,,,117000,,,,,114000,,,,,111000
Cuba,776000,,,,,892000,,,,,890000,,,,,1230000,,,,,1220000,,,,,1140000,,,,,803000,,,,,784000,,,,,896000,,,,,810000,,,,,754000,,,,,668000,,,,,607000,,,,,629000,,,,,602000,,,,,579000,,,,,547000,,,,,518000,,,,,499000,,,,,491000,,,,,484000,,,,,470000,,,,,452000,,,,,434000,,,,,420000,,,,,411000,,,,,403000,,,,,394000,,,,,383000,,,,,370000,,,,,360000
Cyprus,66700,,,,,64900,,,,,75300,,,,,69300,,,,,59000,,,,,59400,,,,,59900,,,,,64400,,,,,70200,,,,,71800,,,,,68100,,,,,61400,,,,,64000,,,,,65900,,,,,64800,,,,,61400,,,,,60200,,,,,60400,,,,,61300,,,,,61600,,,,,61000,,,,,60100,,,,,59500,,,,,59700,,,,,60200,,,,,60400,,,,,60200,,,,,59600,,,,,59100,,,,,58800,,,,,58600
Czech Republic,892000,,,,,862000,,,,,727000,,,,,690000,,,,,685000,,,,,846000,,,,,896000,,,,,693000,,,,,647000,,,,,594000,,,,,447000,,,,,468000,,,,,569000,,,,,552000,,,,,537000,,,,,506000,,,,,469000,,,,,453000,,,,,473000,,,,,496000,,,,,498000,,,,,483000,,,,,463000,,,,,449000,,,,,449000,,,,,458000,,,,,464000,,,,,459000,,,,,447000,,,,,434000,,,,,428000
Denmark,423000,,,,,375000,,,,,367000,,,,,393000,,,,,388000,,,,,362000,,,,,313000,,,,,264000,,,,,291000,,,,,339000,,,,,339000,,,,,326000,,,,,326000,,,,,295000,,,,,309000,,,,,331000,,,,,344000,,,,,343000,,,,,337000,,,,,331000,,,,,332000,,,,,341000,,,,,350000,,,,,352000,,,,,349000,,,,,344000,,,,,342000,,,,,344000,,,,,346000,,,,,347000,,,,,344000
Djibouti,12200,,,,,11000,,,,,14300,,,,,21600,,,,,30800,,,,,43800,,,,,67700,,,,,73200,,,,,107000,,,,,99800,,,,,103000,,,,,103000,,,,,99400,,,,,101000,,,,,102000,,,,,102000,,,,,101000,,,,,97600,,,,,94000,,,,,91000,,,,,88700,,,,,86800,,,,,84800,,,,,82400,,,,,80000,,,,,77500,,,,,75600,,,,,73900,,,,,72400,,,,,70800,,,,,69200
Dominican Republic,439000,,,,,561000,,,,,671000,,,,,754000,,,,,807000,,,,,847000,,,,,885000,,,,,947000,,,,,988000,,,,,1030000,,,,,1020000,,,,,1050000,,,,,1070000,,,,,1060000,,,,,1040000,,,,,1010000,,,,,977000,,,,,943000,,,,,907000,,,,,868000,,,,,830000,,,,,793000,,,,,759000,,,,,727000,,,,,699000,,,,,671000,,,,,645000,,,,,620000,,,,,597000,,,,,576000,,,,,557000
Ecuador,543000,,,,,707000,,,,,807000,,,,,918000,,,,,1040000,,,,,1150000,,,,,1220000,,,,,1310000,,,,,1420000,,,,,1480000,,,,,1520000,,,,,1520000,,,,,1570000,,,,,1610000,,,,,1620000,,,,,1600000,,,,,1580000,,,,,1560000,,,,,1530000,,,,,1500000,,,,,1460000,,,,,1420000,,,,,1380000,,,,,1350000,,,,,1310000,,,,,1280000,,,,,1250000,,,,,1220000,,,,,1190000,,,,,1160000,,,,,1130000
Egypt,3670000,,,,,3950000,,,,,4630000,,,,,5140000,,,,,5700000,,,,,6080000,,,,,6920000,,,,,8030000,,,,,9040000,,,,,8510000,,,,,8270000,,,,,9000000,,,,,9870000,,,,,12400000,,,,,12100000,,,,,11700000,,,,,11700000,,,,,12300000,,,,,13000000,,,,,13200000,,,,,13000000,,,,,12700000,,,,,12600000,,,,,12600000,,,,,12500000,,,,,12300000,,,,,12000000,,,,,11800000,,,,,11500000,,,,,11300000,,,,,11100000
El Salvador,365000,,,,,439000,,,,,511000,,,,,588000,,,,,649000,,,,,710000,,,,,757000,,,,,750000,,,,,744000,,,,,775000,,,,,749000,,,,,650000,,,,,604000,,,,,580000,,,,,574000,,,,,550000,,,,,514000,,,,,476000,,,,,443000,,,,,419000,,,,,399000,,,,,379000,,,,,357000,,,,,334000,,,,,314000,,,,,297000,,,,,282000,,,,,269000,,,,,256000,,,,,242000,,,,,230000
Equatorial Guinea,30200,,,,,37300,,,,,39600,,,,,42900,,,,,48400,,,,,37100,,,,,40700,,,,,66000,,,,,74300,,,,,84300,,,,,102000,,,,,124000,,,,,150000,,,,,176000,,,,,200000,,,,,223000,,,,,242000,,,,,257000,,,,,269000,,,,,281000,,,,,291000,,,,,299000,,,,,304000,,,,,307000,,,,,308000,,,,,308000,,,,,307000,,,,,305000,,,,,302000,,,,,298000,,,,,294000
Eritrea,213000,,,,,213000,,,,,249000,,,,,288000,,,,,327000,,,,,369000,,,,,424000,,,,,495000,,,,,551000,,,,,517000,,,,,518000,,,,,622000,,,,,715000,,,,,744000,,,,,770000,,,,,799000,,,,,842000,,,,,894000,,,,,937000,,,,,959000,,,,,966000,,,,,971000,,,,,980000,,,,,989000,,,,,991000,,,,,980000,,,,,964000,,,,,947000,,,,,930000,,,,,916000,,,,,901000
Estonia,92300,,,,,90500,,,,,95200,,,,,97700,,,,,97300,,,,,107000,,,,,109000,,,,,116000,,,,,119000,,,,,79600,,,,,61300,,,,,66200,,,,,77700,,,,,71100,,,,,69200,,,,,64300,,,,,57900,,,,,55300,,,,,56800,,,,,58200,,,,,57100,,,,,54000,,,,,50700,,,,,48400,,,,,47700,,,,,47900,,,,,47600,,,,,46200,,,,,44200,,,,,42400,,,,,41400
Ethiopia,3330000,,,,,3510000,,,,,3880000,,,,,4510000,,,,,5160000,,,,,6050000,,,,,6690000,,,,,7700000,,,,,9100000,,,,,10600000,,,,,12400000,,,,,13500000,,,,,13900000,,,,,14900000,,,,,15700000,,,,,16400000,,,,,16700000,,,,,16900000,,,,,16900000,,,,,16900000,,,,,16800000,,,,,16600000,,,,,16200000,,,,,15900000,,,,,15500000,,,,,15100000,,,,,14700000,,,,,14300000,,,,,14000000,,,,,13600000,,,,,13300000
Fiji,55000,,,,,65000,,,,,77400,,,,,82100,,,,,78800,,,,,81400,,,,,92400,,,,,105000,,,,,100000,,,,,99400,,,,,98300,,,,,89200,,,,,89600,,,,,88100,,,,,83800,,,,,80300,,,,,78200,,,,,76600,,,,,74100,,,,,71100,,,,,67700,,,,,64400,,,,,61200,,,,,58400,,,,,56000,,,,,53600,,,,,51100,,,,,48800,,,,,46500,,,,,44500,,,,,42800
Finland,501000,,,,,447000,,,,,413000,,,,,394000,,,,,348000,,,,,303000,,,,,321000,,,,,326000,,,,,311000,,,,,327000,,,,,295000,,,,,285000,,,,,302000,,,,,300000,,,,,306000,,,,,307000,,,,,302000,,,,,299000,,,,,300000,,,,,305000,,,,,308000,,,,,308000,,,,,307000,,,,,305000,,,,,304000,,,,,304000,,,,,305000,,,,,304000,,,,,302000,,,,,299000,,,,,296000
France,3990000,,,,,3910000,,,,,3960000,,,,,4250000,,,,,4170000,,,,,4120000,,,,,3660000,,,,,3800000,,,,,3790000,,,,,3630000,,,,,3700000,,,,,3850000,,,,,3940000,,,,,3870000,,,,,3800000,,,,,3780000,,,,,3810000,,,,,3880000,,,,,3920000,,,,,3900000,,,,,3860000,,,,,3830000,,,,,3840000,,,,,3870000,,,,,3880000,,,,,3870000,,,,,3850000,,,,,3820000,,,,,3800000,,,,,3800000,,,,,3790000
Gabon,53500,,,,,56200,,,,,61200,,,,,71000,,,,,85500,,,,,98900,,,,,115000,,,,,135000,,,,,155000,,,,,172000,,,,,185000,,,,,200000,,,,,230000,,,,,267000,,,,,280000,,,,,281000,,,,,286000,,,,,295000,,,,,307000,,,,,318000,,,,,325000,,,,,326000,,,,,324000,,,,,322000,,,,,321000,,,,,320000,,,,,318000,,,,,313000,,,,,308000,,,,,302000,,,,,297000
Gambia,45500,,,,,46100,,,,,65900,,,,,69000,,,,,85600,,,,,98900,,,,,118000,,,,,144000,,,,,175000,,,,,202000,,,,,233000,,,,,272000,,,,,310000,,,,,352000,,,,,388000,,,,,421000,,,,,451000,,,,,479000,,,,,501000,,,,,516000,,,,,524000,,,,,529000,,,,,533000,,,,,534000,,,,,533000,,,,,529000,,,,,522000,,,,,513000,,,,,505000,,,,,494000,,,,,485000
Georgia,287000,,,,,382000,,,,,456000,,,,,490000,,,,,457000,,,,,428000,,,,,425000,,,,,457000,,,,,465000,,,,,385000,,,,,287000,,,,,250000,,,,,278000,,,,,275000,,,,,250000,,,,,223000,,,,,205000,,,,,200000,,,,,201000,,,,,201000,,,,,191000,,,,,177000,,,,,165000,,,,,159000,,,,,156000,,,,,153000,,,,,147000,,,,,139000,,,,,132000,,,,,127000,,,,,123000
Germany,4600000,,,,,5280000,,,,,5800000,,,,,6380000,,,,,6070000,,,,,4440000,,,,,3970000,,,,,4120000,,,,,4360000,,,,,4080000,,,,,3920000,,,,,3600000,,,,,3390000,,,,,3520000,,,,,3690000,,,,,3740000,,,,,3640000,,,,,3480000,,,,,3370000,,,,,3340000,,,,,3400000,,,,,3460000,,,,,3460000,,,,,3410000,,,,,3330000,,,,,3270000,,,,,3250000,,,,,3260000,,,,,3260000,,,,,3230000,,,,,3170000
Ghana,925000,,,,,970000,,,,,1190000,,,,,1430000,,,,,1610000,,,,,1810000,,,,,1930000,,,,,2210000,,,,,2460000,,,,,2690000,,,,,2970000,,,,,3240000,,,,,3620000,,,,,4020000,,,,,4190000,,,,,4320000,,,,,4490000,,,,,4700000,,,,,4910000,,,,,5100000,,,,,5230000,,,,,5300000,,,,,5340000,,,,,5400000,,,,,5440000,,,,,5460000,,,,,5430000,,,,,5380000,,,,,5300000,,,,,5220000,,,,,5150000
Greece,786000,,,,,740000,,,,,790000,,,,,753000,,,,,767000,,,,,739000,,,,,754000,,,,,702000,,,,,571000,,,,,549000,,,,,552000,,,,,558000,,,,,585000,,,,,504000,,,,,440000,,,,,404000,,,,,399000,,,,,406000,,,,,413000,,,,,407000,,,,,386000,,,,,364000,,,,,352000,,,,,351000,,,,,355000,,,,,355000,,,,,349000,,,,,338000,,,,,327000,,,,,321000,,,,,319000
Grenada,15200,,,,,14600,,,,,18300,,,,,17600,,,,,12800,,,,,12700,,,,,11700,,,,,14500,,,,,14800,,,,,11800,,,,,10500,,,,,9270,,,,,9700,,,,,9940,,,,,9570,,,,,8600,,,,,7560,,,,,6960,,,,,6780,,,,,6610,,,,,6210,,,,,5630,,,,,5050,,,,,4650,,,,,4420,,,,,4230,,,,,3980,,,,,3660,,,,,3340,,,,,3090,,,,,2920
Guatemala,544000,,,,,711000,,,,,802000,,,,,893000,,,,,1020000,,,,,1180000,,,,,1350000,,,,,1490000,,,,,1580000,,,,,1770000,,,,,1900000,,,,,1990000,,,,,1950000,,,,,1990000,,,,,2060000,,,,,2100000,,,,,2110000,,,,,2090000,,,,,2060000,,,,,2030000,,,,,2000000,,,,,1960000,,,,,1920000,,,,,1870000,,,,,1820000,,,,,1770000,,,,,1730000,,,,,1690000,,,,,1650000,,,,,1610000,,,,,1570000
Guinea,449000,,,,,553000,,,,,594000,,,,,635000,,,,,685000,,,,,725000,,,,,780000,,,,,902000,,,,,1080000,,,,,1400000,,,,,1540000,,,,,1660000,,,,,1810000,,,,,1950000,,,,,2130000,,,,,2310000,,,,,2480000,,,,,2650000,,,,,2800000,,,,,2930000,,,,,3050000,,,,,3150000,,,,,3240000,,,,,3310000,,,,,3360000,,,,,3400000,,,,,3420000,,,,,3420000,,,,,3410000,,,,,3380000,,,,,3340000
Guinea-Bissau,81900,,,,,96600,,,,,98300,,,,,102000,,,,,113000,,,,,129000,,,,,147000,,,,,172000,,,,,187000,,,,,202000,,,,,213000,,,,,228000,,,,,256000,,,,,285000,,,,,305000,,,,,320000,,,,,334000,,,,,351000,,,,,370000,,,,,387000,,,,,400000,,,,,408000,,,,,415000,,,,,422000,,,,,428000,,,,,432000,,,,,432000,,,,,429000,,,,,424000,,,,,420000,,,,,415000
Guyana,68500,,,,,91700,,,,,109000,,,,,115000,,,,,118000,,,,,118000,,,,,107000,,,,,104000,,,,,89900,,,,,99600,,,,,95900,,,,,83200,,,,,74700,,,,,75200,,,,,74900,,,,,72500,,,,,69000,,,,,65000,,,,,61300,,,,,58100,,,,,55000,,,,,51800,,,,,48500,,,,,45500,,,,,42600,,,,,40000,,,,,37700,,,,,35400,,,,,33300,,,,,31300,,,,,29500
Haiti,477000,,,,,565000,,,,,631000,,,,,704000,,,,,750000,,,,,784000,,,,,914000,,,,,1110000,,,,,1160000,,,,,1190000,,,,,1220000,,,,,1230000,,,,,1250000,,,,,1240000,,,,,1230000,,,,,1210000,,,,,1180000,,,,,1150000,,,,,1110000,,,,,1080000,,,,,1030000,,,,,994000,,,,,952000,,,,,914000,,,,,878000,,,,,844000,,,,,810000,,,,,779000,,,,,749000,,,,,722000,,,,,697000
Honduras,274000,,,,,344000,,,,,395000,,,,,450000,,,,,525000,,,,,597000,,,,,691000,,,,,778000,,,,,858000,,,,,948000,,,,,1000000,,,,,1030000,,,,,1000000,,,,,955000,,,,,968000,,,,,969000,,,,,953000,,,,,922000,,,,,887000,,,,,856000,,,,,829000,,,,,806000,,,,,783000,,,,,761000,,,,,735000,,,,,712000,,,,,692000,,,,,674000,,,,,658000,,,,,641000,,,,,624000
Hungary,825000,,,,,943000,,,,,817000,,,,,634000,,,,,712000,,,,,778000,,,,,877000,,,,,642000,,,,,614000,,,,,598000,,,,,494000,,,,,476000,,,,,483000,,,,,447000,,,,,436000,,,,,425000,,,,,412000,,,,,393000,,,,,380000,,,,,372000,,,,,364000,,,,,357000,,,,,349000,,,,,341000,,,,,332000,,,,,324000,,,,,318000,,,,,312000,,,,,306000,,,,,300000,,,,,293000
Iceland,18000,,,,,20300,,,,,23000,,,,,23300,,,,,21200,,,,,21500,,,,,20900,,,,,21300,,,,,21500,,,,,22700,,,,,21200,,,,,20800,,,,,23500,,,,,22600,,,,,22200,,,,,21900,,,,,21300,,,,,20900,,,,,20700,,,,,20600,,,,,20400,,,,,20100,,,,,19700,,,,,19300,,,,,19000,,,,,18800,,,,,18600,,,,,18400,,,,,18000,,,,,17700,,,,,17500
India,54200000,,,,,66600000,,,,,72800000,,,,,79700000,,,,,86300000,,,,,94700000,,,,,103000000,,,,,115000000,,,,,121000000,,,,,124000000,,,,,128000000,,,,,130000000,,,,,128000000,,,,,121000000,,,,,121000000,,,,,120000000,,,,,118000000,,,,,113000000,,,,,109000000,,,,,104000000,,,,,101000000,,,,,98400000,,,,,95200000,,,,,91800000,,,,,88500000,,,,,85500000,,,,,82900000,,,,,80600000,,,,,78200000,,,,,75800000,,,,,73600000
Indonesia,9960000,,,,,12000000,,,,,14900000,,,,,17200000,,,,,19200000,,,,,20800000,,,,,22000000,,,,,22800000,,,,,22300000,,,,,21900000,,,,,21300000,,,,,22700000,,,,,23800000,,,,,24600000,,,,,23800000,,,,,23100000,,,,,22600000,,,,,22300000,,,,,21900000,,,,,21400000,,,,,20800000,,,,,20200000,,,,,19600000,,,,,19100000,,,,,18700000,,,,,18300000,,,,,17800000,,,,,17300000,,,,,16900000,,,,,16500000,,,,,16100000
Iran,2530000,,,,,3480000,,,,,3930000,,,,,4370000,,,,,4830000,,,,,5460000,,,,,6850000,,,,,8980000,,,,,9350000,,,,,7630000,,,,,6410000,,,,,5520000,,,,,6420000,,,,,6900000,,,,,6250000,,,,,5240000,,,,,4490000,,,,,4330000,,,,,4560000,,,,,4750000,,,,,4590000,,,,,4180000,,,,,3800000,,,,,3640000,,,,,3670000,,,,,3730000,,,,,3680000,,,,,3500000,,,,,3290000,,,,,3160000,,,,,3120000
Iraq,817000,,,,,1200000,,,,,1180000,,,,,1450000,,,,,1910000,,,,,2160000,,,,,2440000,,,,,2700000,,,,,3000000,,,,,3350000,,,,,3840000,,,,,4240000,,,,,4850000,,,,,5600000,,,,,6120000,,,,,6610000,,,,,7150000,,,,,7720000,,,,,8290000,,,,,8830000,,,,,9320000,,,,,9750000,,,,,10100000,,,,,10500000,,,,,10800000,,,,,11100000,,,,,11300000,,,,,11400000,,,,,11500000,,,,,11500000,,,,,11500000
Ireland,310000,,,,,301000,,,,,289000,,,,,304000,,,,,306000,,,,,355000,,,,,361000,,,,,342000,,,,,280000,,,,,250000,,,,,269000,,,,,307000,,,,,362000,,,,,353000,,,,,323000,,,,,297000,,,,,292000,,,,,310000,,,,,332000,,,,,343000,,,,,337000,,,,,324000,,,,,316000,,,,,319000,,,,,328000,,,,,335000,,,,,335000,,,,,329000,,,,,323000,,,,,320000,,,,,322000
Israel,176000,,,,,251000,,,,,263000,,,,,299000,,,,,335000,,,,,422000,,,,,458000,,,,,458000,,,,,483000,,,,,528000,,,,,614000,,,,,666000,,,,,739000,,,,,830000,,,,,822000,,,,,824000,,,,,843000,,,,,879000,,,,,921000,,,,,953000,,,,,963000,,,,,958000,,,,,949000,,,,,947000,,,,,954000,,,,,960000,,,,,958000,,,,,947000,,,,,931000,,,,,917000,,,,,907000
Italy,4390000,,,,,4050000,,,,,4130000,,,,,4580000,,,,,4530000,,,,,4290000,,,,,3570000,,,,,3040000,,,,,2820000,,,,,2730000,,,,,2640000,,,,,2760000,,,,,2800000,,,,,2550000,,,,,2430000,,,,,2360000,,,,,2360000,,,,,2400000,,,,,2420000,,,,,2400000,,,,,2340000,,,,,2290000,,,,,2270000,,,,,2280000,,,,,2290000,,,,,2280000,,,,,2260000,,,,,2220000,,,,,2190000,,,,,2170000,,,,,2150000
Jamaica,189000,,,,,225000,,,,,280000,,,,,312000,,,,,316000,,,,,296000,,,,,286000,,,,,302000,,,,,293000,,,,,292000,,,,,289000,,,,,257000,,,,,231000,,,,,207000,,,,,228000,,,,,210000,,,,,189000,,,,,169000,,,,,152000,,,,,142000,,,,,134000,,,,,125000,,,,,114000,,,,,102000,,,,,90800,,,,,82900,,,,,77000,,,,,71300,,,,,64900,,,,,58100,,,,,51900
Japan,11200000,,,,,9540000,,,,,7980000,,,,,8170000,,,,,9020000,,,,,10200000,,,,,8620000,,,,,7640000,,,,,6780000,,,,,6140000,,,,,5960000,,,,,5670000,,,,,5550000,,,,,5400000,,,,,5140000,,,,,4920000,,,,,4770000,,,,,4690000,,,,,4630000,,,,,4560000,,,,,4460000,,,,,4340000,,,,,4230000,,,,,4160000,,,,,4100000,,,,,4040000,,,,,3980000,,,,,3900000,,,,,3820000,,,,,3750000,,,,,3690000
Jordan,89600,,,,,118000,,,,,171000,,,,,240000,,,,,338000,,,,,413000,,,,,439000,,,,,510000,,,,,598000,,,,,678000,,,,,747000,,,,,781000,,,,,976000,,,,,1200000,,,,,1220000,,,,,1150000,,,,,1120000,,,,,1120000,,,,,1140000,,,,,1140000,,,,,1120000,,,,,1090000,,,,,1060000,,,,,1040000,,,,,1030000,,,,,1010000,,,,,981000,,,,,952000,,,,,925000,,,,,903000,,,,,885000
Kazakhstan,741000,,,,,1100000,,,,,1520000,,,,,1760000,,,,,1560000,,,,,1630000,,,,,1700000,,,,,1820000,,,,,1880000,,,,,1470000,,,,,1110000,,,,,1240000,,,,,1610000,,,,,1990000,,,,,1810000,,,,,1640000,,,,,1540000,,,,,1560000,,,,,1650000,,,,,1730000,,,,,1730000,,,,,1660000,,,,,1570000,,,,,1520000,,,,,1530000,,,,,1540000,,,,,1540000,,,,,1500000,,,,,1450000,,,,,1400000,,,,,1380000
Kenya,1060000,,,,,1360000,,,,,1610000,,,,,1910000,,,,,2280000,,,,,2790000,,,,,3350000,,,,,3970000,,,,,4450000,,,,,4660000,,,,,5420000,,,,,6080000,,,,,6730000,,,,,7000000,,,,,7430000,,,,,7870000,,,,,8310000,,,,,8690000,,,,,8960000,,,,,9140000,,,,,9290000,,,,,9400000,,,,,9450000,,,,,9440000,,,,,9380000,,,,,9240000,,,,,9080000,,,,,8930000,,,,,8760000,,,,,8580000,,,,,8400000
Kiribati,5510,,,,,6510,,,,,7690,,,,,8400,,,,,8030,,,,,7510,,,,,8880,,,,,10000,,,,,11600,,,,,11800,,,,,12000,,,,,10800,,,,,14000,,,,,14800,,,,,15300,,,,,15500,,,,,15400,,,,,15400,,,,,16100,,,,,17100,,,,,17600,,,,,17600,,,,,17200,,,,,17000,,,,,17100,,,,,17400,,,,,17600,,,,,17400,,,,,16800,,,,,16300,,,,,16100
Kuwait,23100,,,,,29700,,,,,42300,,,,,85800,,,,,143000,,,,,202000,,,,,213000,,,,,268000,,,,,250000,,,,,175000,,,,,227000,,,,,214000,,,,,274000,,,,,311000,,,,,324000,,,,,304000,,,,,297000,,,,,302000,,,,,312000,,,,,323000,,,,,326000,,,,,323000,,,,,317000,,,,,317000,,,,,320000,,,,,324000,,,,,325000,,,,,323000,,,,,319000,,,,,316000,,,,,315000
Kyrgyz Republic,167000,,,,,266000,,,,,358000,,,,,426000,,,,,427000,,,,,457000,,,,,479000,,,,,561000,,,,,628000,,,,,592000,,,,,538000,,,,,483000,,,,,605000,,,,,748000,,,,,709000,,,,,656000,,,,,622000,,,,,629000,,,,,653000,,,,,662000,,,,,649000,,,,,620000,,,,,591000,,,,,573000,,,,,566000,,,,,559000,,,,,546000,,,,,526000,,,,,505000,,,,,488000,,,,,476000
Lao,275000,,,,,320000,,,,,352000,,,,,393000,,,,,448000,,,,,517000,,,,,565000,,,,,637000,,,,,750000,,,,,839000,,,,,797000,,,,,753000,,,,,779000,,,,,772000,,,,,763000,,,,,739000,,,,,710000,,,,,680000,,,,,651000,,,,,621000,,,,,591000,,,,,562000,,,,,534000,,,,,511000,,,,,489000,,,,,469000,,,,,449000,,,,,431000,,,,,414000,,,,,399000,,,,,385000
Latvia,150000,,,,,155000,,,,,168000,,,,,173000,,,,,161000,,,,,179000,,,,,172000,,,,,193000,,,,,205000,,,,,143000,,,,,96600,,,,,101000,,,,,113000,,,,,101000,,,,,93500,,,,,85800,,,,,76900,,,,,72500,,,,,74800,,,,,77700,,,,,76400,,,,,72000,,,,,67100,,,,,63800,,,,,62900,,,,,63400,,,,,63300,,,,,61500,,,,,58700,,,,,56200,,,,,54800
Lebanon,181000,,,,,264000,,,,,308000,,,,,342000,,,,,343000,,,,,364000,,,,,366000,,,,,351000,,,,,311000,,,,,329000,,,,,305000,,,,,324000,,,,,273000,,,,,461000,,,,,443000,,,,,395000,,,,,348000,,,,,299000,,,,,261000,,,,,243000,,,,,245000,,,,,253000,,,,,254000,,,,,240000,,,,,221000,,,,,208000,,,,,204000,,,,,206000,,,,,205000,,,,,199000,,,,,189000
Lesotho,119000,,,,,128000,,,,,142000,,,,,158000,,,,,176000,,,,,199000,,,,,225000,,,,,247000,,,,,255000,,,,,264000,,,,,272000,,,,,257000,,,,,258000,,,,,280000,,,,,290000,,,,,289000,,,,,285000,,,,,285000,,,,,286000,,,,,286000,,,,,283000,,,,,278000,,,,,272000,,,,,265000,,,,,260000,,,,,254000,,,,,248000,,,,,242000,,,,,235000,,,,,229000,,,,,224000
Liberia,145000,,,,,167000,,,,,192000,,,,,219000,,,,,252000,,,,,295000,,,,,347000,,,,,403000,,,,,370000,,,,,349000,,,,,495000,,,,,563000,,,,,654000,,,,,705000,,,,,766000,,,,,832000,,,,,899000,,,,,961000,,,,,1020000,,,,,1070000,,,,,1110000,,,,,1150000,,,,,1190000,,,,,1220000,,,,,1240000,,,,,1250000,,,,,1260000,,,,,1260000,,,,,1260000,,,,,1250000,,,,,1240000
Libya,174000,,,,,215000,,,,,254000,,,,,324000,,,,,433000,,,,,531000,,,,,594000,,,,,621000,,,,,644000,,,,,602000,,,,,569000,,,,,574000,,,,,617000,,,,,630000,,,,,591000,,,,,551000,,,,,515000,,,,,496000,,,,,494000,,,,,496000,,,,,488000,,,,,468000,,,,,444000,,,,,426000,,,,,418000,,,,,414000,,,,,409000,,,,,399000,,,,,385000,,,,,372000,,,,,363000
Lithuania,222000,,,,,262000,,,,,276000,,,,,286000,,,,,268000,,,,,266000,,,,,257000,,,,,276000,,,,,289000,,,,,241000,,,,,183000,,,,,147000,,,,,148000,,,,,151000,,,,,151000,,,,,150000,,,,,139000,,,,,125000,,,,,120000,,,,,122000,,,,,125000,,,,,123000,,,,,118000,,,,,111000,,,,,106000,,,,,105000,,,,,105000,,,,,105000,,,,,102000,,,,,97700,,,,,94100
Luxembourg,19000,,,,,21000,,,,,24300,,,,,25600,,,,,23900,,,,,20800,,,,,20600,,,,,21100,,,,,23300,,,,,27300,,,,,28400,,,,,27500,,,,,28900,,,,,31400,,,,,34900,,,,,36700,,,,,37800,,,,,38900,,,,,39900,,,,,41200,,,,,43000,,,,,44800,,,,,46100,,,,,47000,,,,,47600,,,,,48100,,,,,48800,,,,,49600,,,,,50100,,,,,50500,,,,,50500
"Macedonia, FYR",171000,,,,,210000,,,,,200000,,,,,196000,,,,,203000,,,,,189000,,,,,189000,,,,,188000,,,,,174000,,,,,158000,,,,,136000,,,,,124000,,,,,113000,,,,,116000,,,,,116000,,,,,111000,,,,,104000,,,,,97000,,,,,92600,,,,,91200,,,,,90800,,,,,89300,,,,,85700,,,,,81500,,,,,78200,,,,,76400,,,,,75500,,,,,74300,,,,,72400,,,,,69900,,,,,67600
Madagascar,631000,,,,,821000,,,,,937000,,,,,1060000,,,,,1220000,,,,,1420000,,,,,1640000,,,,,1840000,,,,,2090000,,,,,2440000,,,,,2840000,,,,,3130000,,,,,3410000,,,,,3700000,,,,,4110000,,,,,4510000,,,,,4860000,,,,,5150000,,,,,5430000,,,,,5720000,,,,,6000000,,,,,6250000,,,,,6450000,,,,,6610000,,,,,6740000,,,,,6830000,,,,,6910000,,,,,6940000,,,,,6930000,,,,,6910000,,,,,6840000
Malawi,569000,,,,,566000,,,,,648000,,,,,755000,,,,,881000,,,,,1030000,,,,,1210000,,,,,1410000,,,,,1760000,,,,,1830000,,,,,2080000,,,,,2350000,,,,,2720000,,,,,2890000,,,,,3220000,,,,,3530000,,,,,3820000,,,,,4070000,,,,,4300000,,,,,4510000,,,,,4700000,,,,,4870000,,,,,5000000,,,,,5100000,,,,,5170000,,,,,5200000,,,,,5200000,,,,,5180000,,,,,5130000,,,,,5080000,,,,,5010000
Malaysia,1020000,,,,,1290000,,,,,1480000,,,,,1710000,,,,,1700000,,,,,1800000,,,,,1980000,,,,,2230000,,,,,2440000,,,,,2600000,,,,,2680000,,,,,2540000,,,,,2430000,,,,,2570000,,,,,2700000,,,,,2750000,,,,,2660000,,,,,2500000,,,,,2370000,,,,,2330000,,,,,2360000,,,,,2380000,,,,,2340000,,,,,2260000,,,,,2180000,,,,,2120000,,,,,2110000,,,,,2100000,,,,,2080000,,,,,2040000,,,,,1980000
