country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Maldives,10200,,,,,11500,,,,,15800,,,,,19300,,,,,22100,,,,,24700,,,,,28200,,,,,37400,,,,,42500,,,,,39900,,,,,33000,,,,,29900,,,,,32900,,,,,38400,,,,,37600,,,,,33300,,,,,28600,,,,,26500,,,,,27200,,,,,28700,,,,,28700,,,,,26900,,,,,24700,,,,,23400,,,,,23400,,,,,23800,,,,,23700,,,,,22900,,,,,21700,,,,,20800,,,,,20500
Mali,741000,,,,,845000,,,,,891000,,,,,949000,,,,,1030000,,,,,1160000,,,,,1290000,,,,,1440000,,,,,1580000,,,,,1810000,,,,,2070000,,,,,2470000,,,,,2930000,,,,,3270000,,,,,3610000,,,,,4010000,,,,,4430000,,,,,4830000,,,,,5160000,,,,,5420000,,,,,5640000,,,,,5840000,,,,,6000000,,,,,6130000,,,,,6220000,,,,,6250000,,,,,6250000,,,,,6210000,,,,,6160000,,,,,6090000,,,,,6000000
Malta,47000,,,,,41400,,,,,39700,,,,,33800,,,,,24700,,,,,26100,,,,,28900,,,,,28600,,,,,27400,,,,,26100,,,,,24700,,,,,20400,,,,,19900,,,,,21300,,,,,21600,,,,,21600,,,,,20600,,,,,19200,,,,,18200,,,,,18100,,,,,18500,,,,,18700,,,,,18400,,,,,17800,,,,,17100,,,,,16800,,,,,16700,,,,,16800,,,,,16700,,,,,16400,,,,,15900
Mauritania,116000,,,,,135000,,,,,162000,,,,,186000,,,,,212000,,,,,241000,,,,,273000,,,,,311000,,,,,353000,,,,,396000,,,,,447000,,,,,502000,,,,,566000,,,,,640000,,,,,697000,,,,,750000,,,,,802000,,,,,855000,,,,,909000,,,,,959000,,,,,1000000,,,,,1040000,,,,,1080000,,,,,1110000,,,,,1140000,,,,,1160000,,,,,1180000,,,,,1190000,,,,,1200000,,,,,1200000,,,,,1200000
Mauritius,89100,,,,,107000,,,,,123000,,,,,135000,,,,,115000,,,,,102000,,,,,109000,,,,,104000,,,,,98200,,,,,111000,,,,,98600,,,,,95000,,,,,80800,,,,,68900,,,,,66200,,,,,66300,,,,,66600,,,,,64500,,,,,60400,,,,,56200,,,,,53600,,,,,53000,,,,,52900,,,,,52000,,,,,50200,,,,,48000,,,,,46300,,,,,45500,,,,,45100,,,,,44400,,,,,43400
Mexico,4820000,,,,,6200000,,,,,7190000,,,,,8220000,,,,,9500000,,,,,11300000,,,,,11300000,,,,,11200000,,,,,11500000,,,,,11800000,,,,,12000000,,,,,11700000,,,,,11400000,,,,,11500000,,,,,11300000,,,,,10800000,,,,,10400000,,,,,9940000,,,,,9570000,,,,,9260000,,,,,8970000,,,,,8680000,,,,,8370000,,,,,8100000,,,,,7860000,,,,,7650000,,,,,7460000,,,,,7260000,,,,,7070000,,,,,6890000,,,,,6720000
"Micronesia, Fed. Sts.",4950,,,,,7430,,,,,8300,,,,,9430,,,,,11000,,,,,11500,,,,,12700,,,,,14800,,,,,15300,,,,,16200,,,,,15000,,,,,13300,,,,,12000,,,,,11600,,,,,12000,,,,,12400,,,,,12400,,,,,11700,,,,,10700,,,,,10000,,,,,9790,,,,,9760,,,,,9520,,,,,8930,,,,,8150,,,,,7500,,,,,7130,,,,,6950,,,,,6750,,,,,6410,,,,,5950
Moldova,203000,,,,,321000,,,,,398000,,,,,393000,,,,,340000,,,,,371000,,,,,378000,,,,,419000,,,,,427000,,,,,328000,,,,,241000,,,,,205000,,,,,220000,,,,,222000,,,,,198000,,,,,174000,,,,,157000,,,,,145000,,,,,141000,,,,,140000,,,,,136000,,,,,127000,,,,,118000,,,,,111000,,,,,108000,,,,,106000,,,,,103000,,,,,98900,,,,,93800,,,,,89600,,,,,86700
Mongolia,95300,,,,,126000,,,,,154000,,,,,206000,,,,,229000,,,,,259000,,,,,275000,,,,,302000,,,,,332000,,,,,282000,,,,,234000,,,,,222000,,,,,280000,,,,,359000,,,,,338000,,,,,309000,,,,,288000,,,,,282000,,,,,291000,,,,,306000,,,,,315000,,,,,306000,,,,,288000,,,,,275000,,,,,272000,,,,,275000,,,,,279000,,,,,276000,,,,,268000,,,,,258000,,,,,252000
Montenegro,48400,,,,,59100,,,,,63900,,,,,66000,,,,,54300,,,,,53400,,,,,51500,,,,,54000,,,,,51500,,,,,46300,,,,,41600,,,,,40300,,,,,39700,,,,,37200,,,,,34900,,,,,33100,,,,,31800,,,,,30600,,,,,29600,,,,,28600,,,,,27500,,,,,26400,,,,,25400,,,,,24600,,,,,23900,,,,,23200,,,,,22500,,,,,21800,,,,,21100,,,,,20600,,,,,20000
Morocco,1390000,,,,,2010000,,,,,2400000,,,,,2740000,,,,,2870000,,,,,2960000,,,,,3200000,,,,,3510000,,,,,3410000,,,,,3330000,,,,,3080000,,,,,3090000,,,,,3180000,,,,,3460000,,,,,3350000,,,,,3200000,,,,,3060000,,,,,2950000,,,,,2900000,,,,,2860000,,,,,2790000,,,,,2690000,,,,,2570000,,,,,2470000,,,,,2400000,,,,,2340000,,,,,2280000,,,,,2210000,,,,,2130000,,,,,2060000,,,,,2000000
Mozambique,1050000,,,,,1190000,,,,,1330000,,,,,1470000,,,,,1640000,,,,,1890000,,,,,2140000,,,,,2340000,,,,,2390000,,,,,2840000,,,,,3290000,,,,,3830000,,,,,4340000,,,,,4840000,,,,,5340000,,,,,5910000,,,,,6510000,,,,,7070000,,,,,7560000,,,,,8000000,,,,,8400000,,,,,8770000,,,,,9100000,,,,,9380000,,,,,9620000,,,,,9800000,,,,,9930000,,,,,10000000,,,,,10100000,,,,,10100000,,,,,10000000
Myanmar,2400000,,,,,3200000,,,,,3520000,,,,,3810000,,,,,4290000,,,,,4700000,,,,,5080000,,,,,5410000,,,,,5170000,,,,,4900000,,,,,5060000,,,,,5320000,,,,,4920000,,,,,4550000,,,,,4490000,,,,,4490000,,,,,4460000,,,,,4340000,,,,,4160000,,,,,3960000,,,,,3820000,,,,,3730000,,,,,3660000,,,,,3570000,,,,,3460000,,,,,3340000,,,,,3240000,,,,,3170000,,,,,3110000,,,,,3040000,,,,,2970000
Namibia,76100,,,,,88200,,,,,100000,,,,,115000,,,,,134000,,,,,164000,,,,,188000,,,,,202000,,,,,234000,,,,,264000,,,,,277000,,,,,279000,,,,,293000,,,,,335000,,,,,351000,,,,,361000,,,,,367000,,,,,373000,,,,,380000,,,,,388000,,,,,391000,,,,,389000,,,,,383000,,,,,377000,,,,,372000,,,,,367000,,,,,361000,,,,,354000,,,,,346000,,,,,338000,,,,,332000
Nepal,1230000,,,,,1550000,,,,,1630000,,,,,1730000,,,,,1910000,,,,,2150000,,,,,2440000,,,,,2750000,,,,,3060000,,,,,3350000,,,,,3570000,,,,,3450000,,,,,3170000,,,,,2800000,,,,,2790000,,,,,2740000,,,,,2600000,,,,,2390000,,,,,2210000,,,,,2090000,,,,,2000000,,,,,1900000,,,,,1800000,,,,,1700000,,,,,1610000,,,,,1530000,,,,,1470000,,,,,1410000,,,,,1350000,,,,,1290000,,,,,1230000
Netherlands,1190000,,,,,1110000,,,,,1160000,,,,,1220000,,,,,1200000,,,,,1040000,,,,,884000,,,,,877000,,,,,934000,,,,,983000,,,,,971000,,,,,1000000,,,,,929000,,,,,891000,,,,,905000,,,,,922000,,,,,922000,,,,,906000,,,,,881000,,,,,859000,,,,,854000,,,,,860000,,,,,862000,,,,,854000,,,,,838000,,,,,822000,,,,,812000,,,,,808000,,,,,805000,,,,,798000,,,,,786000
New Zealand,232000,,,,,253000,,,,,289000,,,,,301000,,,,,297000,,,,,302000,,,,,257000,,,,,252000,,,,,276000,,,,,296000,,,,,283000,,,,,285000,,,,,312000,,,,,309000,,,,,313000,,,,,315000,,,,,313000,,,,,309000,,,,,308000,,,,,309000,,,,,310000,,,,,310000,,,,,308000,,,,,306000,,,,,304000,,,,,302000,,,,,301000,,,,,299000,,,,,297000,,,,,294000,,,,,291000
Nicaragua,211000,,,,,306000,,,,,365000,,,,,391000,,,,,444000,,,,,527000,,,,,607000,,,,,674000,,,,,694000,,,,,689000,,,,,666000,,,,,637000,,,,,630000,,,,,606000,,,,,580000,,,,,549000,,,,,523000,,,,,499000,,,,,479000,,,,,460000,,,,,441000,,,,,422000,,,,,404000,,,,,388000,,,,,373000,,,,,359000,,,,,347000,,,,,335000,,,,,324000,,,,,313000,,,,,304000
Niger,515000,,,,,602000,,,,,700000,,,,,814000,,,,,929000,,,,,1050000,,,,,1220000,,,,,1430000,,,,,1620000,,,,,1910000,,,,,2340000,,,,,2830000,,,,,3400000,,,,,4070000,,,,,4830000,,,,,5720000,,,,,6710000,,,,,7760000,,,,,8850000,,,,,9950000,,,,,11000000,,,,,12100000,,,,,13000000,,,,,13900000,,,,,14700000,,,,,15400000,,,,,15900000,,,,,16400000,,,,,16800000,,,,,17000000,,,,,17200000
Nigeria,6330000,,,,,6750000,,,,,7580000,,,,,8570000,,,,,9640000,,,,,11300000,,,,,13400000,,,,,15200000,,,,,16800000,,,,,18600000,,,,,21100000,,,,,24300000,,,,,27700000,,,,,31100000,,,,,33900000,,,,,36800000,,,,,40000000,,,,,43300000,,,,,46400000,,,,,49200000,,,,,51600000,,,,,53800000,,,,,55600000,,,,,57400000,,,,,58900000,,,,,60000000,,,,,60700000,,,,,61100000,,,,,61400000,,,,,61300000,,,,,60900000
North Korea,1550000,,,,,1030000,,,,,1950000,,,,,1760000,,,,,2420000,,,,,2370000,,,,,1690000,,,,,1900000,,,,,1950000,,,,,2080000,,,,,1990000,,,,,1910000,,,,,1740000,,,,,1710000,,,,,1730000,,,,,1730000,,,,,1680000,,,,,1590000,,,,,1510000,,,,,1460000,,,,,1460000,,,,,1450000,,,,,1410000,,,,,1350000,,,,,1300000,,,,,1270000,,,,,1250000,,,,,1230000,,,,,1210000,,,,,1170000,,,,,1140000
Norway,320000,,,,,304000,,,,,309000,,,,,312000,,,,,330000,,,,,310000,,,,,261000,,,,,254000,,,,,280000,,,,,304000,,,,,302000,,,,,288000,,,,,306000,,,,,309000,,,,,328000,,,,,341000,,,,,348000,,,,,353000,,,,,358000,,,,,364000,,,,,372000,,,,,382000,,,,,388000,,,,,392000,,,,,394000,,,,,396000,,,,,400000,,,,,402000,,,,,405000,,,,,405000,,,,,404000
Oman,78000,,,,,84700,,,,,99400,,,,,116000,,,,,137000,,,,,167000,,,,,230000,,,,,298000,,,,,323000,,,,,309000,,,,,283000,,,,,256000,,,,,293000,,,,,384000,,,,,398000,,,,,377000,,,,,340000,,,,,320000,,,,,321000,,,,,334000,,,,,340000,,,,,331000,,,,,314000,,,,,300000,,,,,295000,,,,,298000,,,,,300000,,,,,297000,,,,,288000,,,,,279000,,,,,273000
Pakistan,5780000,,,,,5870000,,,,,7170000,,,,,8560000,,,,,9920000,,,,,11300000,,,,,13200000,,,,,15600000,,,,,18400000,,,,,19600000,,,,,20200000,,,,,20100000,,,,,22500000,,,,,24700000,,,,,25300000,,,,,25200000,,,,,24900000,,,,,25100000,,,,,25600000,,,,,25800000,,,,,25400000,,,,,24700000,,,,,24000000,,,,,23400000,,,,,23000000,,,,,22600000,,,,,21900000,,,,,21200000,,,,,20500000,,,,,19900000,,,,,19400000
Palestine,172000,,,,,177000,,,,,200000,,,,,246000,,,,,234000,,,,,266000,,,,,300000,,,,,340000,,,,,412000,,,,,523000,,,,,585000,,,,,575000,,,,,628000,,,,,699000,,,,,762000,,,,,806000,,,,,837000,,,,,864000,,,,,895000,,,,,927000,,,,,952000,,,,,966000,,,,,970000,,,,,970000,,,,,967000,,,,,963000,,,,,955000,,,,,943000,,,,,928000,,,,,910000,,,,,893000
Panama,143000,,,,,168000,,,,,199000,,,,,230000,,,,,255000,,,,,278000,,,,,288000,,,,,296000,,,,,310000,,,,,321000,,,,,342000,,,,,353000,,,,,369000,,,,,386000,,,,,387000,,,,,389000,,,,,390000,,,,,389000,,,,,386000,,,,,382000,,,,,377000,,,,,370000,,,,,364000,,,,,358000,,,,,352000,,,,,346000,,,,,340000,,,,,333000,,,,,327000,,,,,321000,,,,,315000
Papua New Guinea,256000,,,,,307000,,,,,340000,,,,,378000,,,,,429000,,,,,491000,,,,,561000,,,,,623000,,,,,665000,,,,,736000,,,,,845000,,,,,921000,,,,,983000,,,,,1020000,,,,,1080000,,,,,1130000,,,,,1180000,,,,,1220000,,,,,1250000,,,,,1280000,,,,,1300000,,,,,1310000,,,,,1330000,,,,,1330000,,,,,1330000,,,,,1320000,,,,,1300000,,,,,1290000,,,,,1270000,,,,,1240000,,,,,1220000
Paraguay,269000,,,,,318000,,,,,350000,,,,,389000,,,,,427000,,,,,440000,,,,,508000,,,,,595000,,,,,654000,,,,,684000,,,,,705000,,,,,669000,,,,,675000,,,,,674000,,,,,687000,,,,,683000,,,,,666000,,,,,644000,,,,,626000,,,,,609000,,,,,594000,,,,,576000,,,,,556000,,,,,536000,,,,,517000,,,,,499000,,,,,481000,,,,,464000,,,,,449000,,,,,436000,,,,,423000
Peru,1300000,,,,,1560000,,,,,1800000,,,,,2090000,,,,,2320000,,,,,2500000,,,,,2750000,,,,,2840000,,,,,3010000,,,,,3070000,,,,,3010000,,,,,2960000,,,,,2950000,,,,,3020000,,,,,2970000,,,,,2880000,,,,,2790000,,,,,2710000,,,,,2650000,,,,,2590000,,,,,2510000,,,,,2430000,,,,,2340000,,,,,2270000,,,,,2200000,,,,,2150000,,,,,2090000,,,,,2030000,,,,,1970000,,,,,1920000,,,,,1870000
Philippines,3250000,,,,,4400000,,,,,4980000,,,,,5600000,,,,,6200000,,,,,6860000,,,,,7680000,,,,,8500000,,,,,9450000,,,,,10100000,,,,,10700000,,,,,11400000,,,,,11000000,,,,,11400000,,,,,11800000,,,,,12000000,,,,,12100000,,,,,12200000,,,,,12200000,,,,,12100000,,,,,12000000,,,,,11800000,,,,,11600000,,,,,11300000,,,,,11000000,,,,,10800000,,,,,10500000,,,,,10300000,,,,,9990000,,,,,9730000,,,,,9470000
Poland,2950000,,,,,3550000,,,,,3590000,,,,,2820000,,,,,2560000,,,,,2810000,,,,,3200000,,,,,3400000,,,,,2950000,,,,,2560000,,,,,2060000,,,,,1790000,,,,,2010000,,,,,1900000,,,,,1720000,,,,,1540000,,,,,1420000,,,,,1340000,,,,,1330000,,,,,1340000,,,,,1290000,,,,,1210000,,,,,1140000,,,,,1090000,,,,,1070000,,,,,1060000,,,,,1040000,,,,,1010000,,,,,963000,,,,,928000,,,,,907000
Portugal,898000,,,,,897000,,,,,909000,,,,,950000,,,,,828000,,,,,845000,,,,,811000,,,,,707000,,,,,569000,,,,,546000,,,,,535000,,,,,554000,,,,,495000,,,,,442000,,,,,387000,,,,,361000,,,,,362000,,,,,366000,,,,,364000,,,,,351000,,,,,332000,,,,,316000,,,,,310000,,,,,311000,,,,,312000,,,,,309000,,,,,301000,,,,,291000,,,,,284000,,,,,281000,,,,,280000
Qatar,4320,,,,,6520,,,,,8290,,,,,11900,,,,,17000,,,,,22900,,,,,33700,,,,,48700,,,,,51600,,,,,50000,,,,,54800,,,,,68200,,,,,90100,,,,,127000,,,,,135000,,,,,137000,,,,,137000,,,,,135000,,,,,135000,,,,,139000,,,,,144000,,,,,147000,,,,,148000,,,,,148000,,,,,148000,,,,,149000,,,,,152000,,,,,153000,,,,,154000,,,,,154000,,,,,153000
Romania,1640000,,,,,1940000,,,,,1860000,,,,,1480000,,,,,2030000,,,,,2020000,,,,,2050000,,,,,1800000,,,,,1790000,,,,,1270000,,,,,1120000,,,,,1070000,,,,,1060000,,,,,971000,,,,,925000,,,,,882000,,,,,841000,,,,,814000,,,,,800000,,,,,778000,,,,,749000,,,,,721000,,,,,696000,,,,,676000,,,,,661000,,,,,646000,,,,,628000,,,,,609000,,,,,590000,,,,,575000,,,,,562000
Russia,11100000,,,,,12900000,,,,,13300000,,,,,11600000,,,,,9390000,,,,,10000000,,,,,10500000,,,,,11600000,,,,,11500000,,,,,8050000,,,,,6430000,,,,,6950000,,,,,7960000,,,,,9360000,,,,,8890000,,,,,8110000,,,,,7220000,,,,,6900000,,,,,7290000,,,,,7830000,,,,,7980000,,,,,7660000,,,,,7190000,,,,,6910000,,,,,6960000,,,,,7170000,,,,,7280000,,,,,7180000,,,,,6930000,,,,,6720000,,,,,6660000
Rwanda,421000,,,,,505000,,,,,591000,,,,,631000,,,,,712000,,,,,857000,,,,,1060000,,,,,1290000,,,,,1420000,,,,,743000,,,,,1310000,,,,,1450000,,,,,1640000,,,,,1730000,,,,,1780000,,,,,1810000,,,,,1870000,,,,,1950000,,,,,2000000,,,,,2000000,,,,,1960000,,,,,1910000,,,,,1870000,,,,,1830000,,,,,1790000,,,,,1730000,,,,,1670000,,,,,1610000,,,,,1560000,,,,,1520000,,,,,1480000
Samoa,14800,,,,,19400,,,,,21500,,,,,25800,,,,,27300,,,,,26100,,,,,24300,,,,,23500,,,,,23100,,,,,25100,,,,,25600,,,,,25200,,,,,25900,,,,,24200,,,,,22600,,,,,22400,,,,,22900,,,,,23800,,,,,24000,,,,,23200,,,,,21900,,,,,20800,,,,,20400,,,,,20300,,,,,20000,,,,,19200,,,,,18000,,,,,16800,,,,,16100,,,,,15600,,,,,15100
Sao Tome and Principe,9760,,,,,9580,,,,,10400,,,,,12000,,,,,14900,,,,,16300,,,,,19100,,,,,18300,,,,,20000,,,,,22100,,,,,23200,,,,,26900,,,,,29100,,,,,31000,,,,,32300,,,,,34100,,,,,36300,,,,,38200,,,,,39700,,,,,41000,,,,,42100,,,,,43000,,,,,43700,,,,,44300,,,,,44900,,,,,45200,,,,,45200,,,,,45200,,,,,44800,,,,,44400,,,,,43900
Saudi Arabia,537000,,,,,608000,,,,,715000,,,,,870000,,,,,1060000,,,,,1370000,,,,,1760000,,,,,2330000,,,,,2710000,,,,,2750000,,,,,2700000,,,,,2750000,,,,,2920000,,,,,2960000,,,,,3060000,,,,,2940000,,,,,2700000,,,,,2540000,,,,,2490000,,,,,2520000,,,,,2560000,,,,,2520000,,,,,2420000,,,,,2300000,,,,,2220000,,,,,2200000,,,,,2210000,,,,,2190000,,,,,2140000,,,,,2070000,,,,,2010000
Senegal,428000,,,,,528000,,,,,601000,,,,,691000,,,,,794000,,,,,931000,,,,,1080000,,,,,1250000,,,,,1380000,,,,,1540000,,,,,1670000,,,,,1870000,,,,,2170000,,,,,2490000,,,,,2680000,,,,,2860000,,,,,3060000,,,,,3300000,,,,,3550000,,,,,3770000,,,,,3960000,,,,,4110000,,,,,4240000,,,,,4380000,,,,,4510000,,,,,4620000,,,,,4690000,,,,,4740000,,,,,4750000,,,,,4750000,,,,,4730000
Serbia,747000,,,,,836000,,,,,711000,,,,,682000,,,,,691000,,,,,739000,,,,,780000,,,,,763000,,,,,732000,,,,,667000,,,,,598000,,,,,533000,,,,,488000,,,,,468000,,,,,457000,,,,,441000,,,,,421000,,,,,401000,,,,,383000,,,,,367000,,,,,356000,,,,,345000,,,,,333000,,,,,320000,,,,,307000,,,,,296000,,,,,287000,,,,,279000,,,,,270000,,,,,262000,,,,,253000
Seychelles,4460,,,,,6150,,,,,6840,,,,,7530,,,,,8280,,,,,8460,,,,,8680,,,,,8500,,,,,8240,,,,,8010,,,,,7330,,,,,7850,,,,,7520,,,,,7790,,,,,7220,,,,,6380,,,,,5950,,,,,5910,,,,,6000,,,,,5960,,,,,5680,,,,,5290,,,,,4970,,,,,4830,,,,,4760,,,,,4680,,,,,4510,,,,,4290,,,,,4090,,,,,3970,,,,,3880
Sierra Leone,327000,,,,,335000,,,,,360000,,,,,402000,,,,,452000,,,,,527000,,,,,603000,,,,,689000,,,,,772000,,,,,754000,,,,,810000,,,,,991000,,,,,1090000,,,,,1140000,,,,,1180000,,,,,1230000,,,,,1260000,,,,,1280000,,,,,1290000,,,,,1300000,,,,,1290000,,,,,1280000,,,,,1260000,,,,,1240000,,,,,1220000,,,,,1190000,,,,,1160000,,,,,1130000,,,,,1100000,,,,,1070000,,,,,1040000
Singapore,165000,,,,,235000,,,,,302000,,,,,282000,,,,,235000,,,,,224000,,,,,194000,,,,,216000,,,,,228000,,,,,299000,,,,,256000,,,,,259000,,,,,261000,,,,,264000,,,,,264000,,,,,258000,,,,,256000,,,,,248000,,,,,239000,,,,,231000,,,,,225000,,,,,222000,,,,,219000,,,,,215000,,,,,209000,,,,,203000,,,,,198000,,,,,193000,,,,,188000,,,,,184000,,,,,178000
Slovak Republic,373000,,,,,467000,,,,,456000,,,,,421000,,,,,386000,,,,,440000,,,,,485000,,,,,453000,,,,,416000,,,,,365000,,,,,287000,,,,,259000,,,,,280000,,,,,285000,,,,,280000,,,,,267000,,,,,246000,,,,,229000,,,,,224000,,,,,228000,,,,,229000,,,,,224000,,,,,214000,,,,,204000,,,,,198000,,,,,196000,,,,,196000,,,,,194000,,,,,189000,,,,,182000,,,,,177000
Slovenia,149000,,,,,152000,,,,,141000,,,,,138000,,,,,134000,,,,,141000,,,,,149000,,,,,142000,,,,,123000,,,,,99600,,,,,90500,,,,,88100,,,,,105000,,,,,109000,,,,,104000,,,,,95800,,,,,88500,,,,,86400,,,,,89500,,,,,93400,,,,,93700,,,,,90200,,,,,85600,,,,,83100,,,,,83300,,,,,84700,,,,,85400,,,,,84000,,,,,81500,,,,,79200,,,,,78200
Solomon Islands,14200,,,,,16100,,,,,19500,,,,,23100,,,,,27600,,,,,38600,,,,,44600,,,,,48500,,,,,53100,,,,,59000,,,,,64800,,,,,72300,,,,,79700,,,,,82700,,,,,83600,,,,,86100,,,,,89900,,,,,93700,,,,,96400,,,,,97600,,,,,97700,,,,,97700,,,,,97700,,,,,97800,,,,,97100,,,,,95800,,,,,93900,,,,,91900,,,,,89800,,,,,88000,,,,,86200
Somalia,389000,,,,,435000,,,,,482000,,,,,539000,,,,,609000,,,,,683000,,,,,1100000,,,,,1180000,,,,,1370000,,,,,1480000,,,,,1800000,,,,,2010000,,,,,2280000,,,,,2550000,,,,,2910000,,,,,3270000,,,,,3620000,,,,,3960000,,,,,4290000,,,,,4630000,,,,,4970000,,,,,5270000,,,,,5540000,,,,,5780000,,,,,6000000,,,,,6190000,,,,,6350000,,,,,6470000,,,,,6550000,,,,,6570000,,,,,6580000
South Africa,2020000,,,,,2560000,,,,,2890000,,,,,3250000,,,,,3630000,,,,,4160000,,,,,4630000,,,,,5070000,,,,,5210000,,,,,5130000,,,,,5160000,,,,,5250000,,,,,5410000,,,,,5660000,,,,,5650000,,,,,5550000,,,,,5430000,,,,,5330000,,,,,5280000,,,,,5210000,,,,,5110000,,,,,4980000,,,,,4840000,,,,,4730000,,,,,4640000,,,,,4540000,,,,,4450000,,,,,4340000,,,,,4240000,,,,,4140000,,,,,4060000
South Korea,3040000,,,,,3400000,,,,,4630000,,,,,4680000,,,,,4510000,,,,,4520000,,,,,3990000,,,,,3850000,,,,,3120000,,,,,3490000,,,,,3170000,,,,,2510000,,,,,2290000,,,,,2230000,,,,,2270000,,,,,2290000,,,,,2320000,,,,,2220000,,,,,2010000,,,,,1900000,,,,,1900000,,,,,1940000,,,,,1970000,,,,,1970000,,,,,1890000,,,,,1790000,,,,,1730000,,,,,1720000,,,,,1740000,,,,,1760000,,,,,1730000
South Sudan,462000,,,,,434000,,,,,506000,,,,,583000,,,,,667000,,,,,748000,,,,,847000,,,,,964000,,,,,1050000,,,,,990000,,,,,1190000,,,,,1380000,,,,,1660000,,,,,1880000,,,,,2080000,,,,,2250000,,,,,2400000,,,,,2520000,,,,,2630000,,,,,2750000,,,,,2850000,,,,,2940000,,,,,3000000,,,,,3040000,,,,,3080000,,,,,3100000,,,,,3100000,,,,,3090000,,,,,3060000,,,,,3030000,,,,,2990000
Spain,2660000,,,,,2720000,,,,,3020000,,,,,3210000,,,,,3240000,,,,,3330000,,,,,3180000,,,,,2550000,,,,,2110000,,,,,1950000,,,,,1890000,,,,,2190000,,,,,2470000,,,,,2170000,,,,,1980000,,,,,1830000,,,,,1770000,,,,,1790000,,,,,1860000,,,,,1890000,,,,,1840000,,,,,1760000,,,,,1700000,,,,,1670000,,,,,1680000,,,,,1700000,,,,,1690000,,,,,1660000,,,,,1610000,,,,,1580000,,,,,1560000
Sri Lanka,1260000,,,,,1400000,,,,,1630000,,,,,1700000,,,,,1800000,,,,,1790000,,,,,1910000,,,,,1940000,,,,,1780000,,,,,1720000,,,,,1640000,,,,,1740000,,,,,1790000,,,,,1640000,,,,,1530000,,,,,1420000,,,,,1360000,,,,,1340000,,,,,1300000,,,,,1230000,,,,,1130000,,,,,1050000,,,,,991000,,,,,956000,,,,,925000,,,,,879000,,,,,823000,,,,,769000,,,,,729000,,,,,702000,,,,,679000
St. Lucia,11800,,,,,12800,,,,,16000,,,,,17500,,,,,19300,,,,,17400,,,,,16600,,,,,16500,,,,,17600,,,,,17600,,,,,15800,,,,,12500,,,,,11100,,,,,10800,,,,,10500,,,,,10000,,,,,9430,,,,,8770,,,,,8120,,,,,7700,,,,,7450,,,,,7260,,,,,7000,,,,,6690,,,,,6380,,,,,6130,,,,,5950,,,,,5810,,,,,5670,,,,,5490,,,,,5310
St. Vincent and the Grenadines,13600,,,,,14800,,,,,16100,,,,,16800,,,,,16600,,,,,16000,,,,,14800,,,,,13900,,,,,13400,,,,,12100,,,,,10900,,,,,9630,,,,,9260,,,,,8510,,,,,8000,,,,,7450,,,,,6970,,,,,6590,,,,,6290,,,,,6000,,,,,5690,,,,,5370,,,,,5050,,,,,4790,,,,,4540,,,,,4320,,,,,4100,,,,,3870,,,,,3660,,,,,3470,,,,,3300
Sudan,1030000,,,,,1190000,,,,,1390000,,,,,1640000,,,,,1960000,,,,,2330000,,,,,2750000,,,,,3140000,,,,,3530000,,,,,4180000,,,,,4670000,,,,,5150000,,,,,5530000,,,,,5860000,,,,,6290000,,,,,6780000,,,,,7310000,,,,,7780000,,,,,8170000,,,,,8490000,,,,,8800000,,,,,9110000,,,,,9410000,,,,,9690000,,,,,9890000,,,,,10000000,,,,,10100000,,,,,10200000,,,,,10200000,,,,,10200000,,,,,10100000
Suriname,37000,,,,,47300,,,,,59100,,,,,63800,,,,,63200,,,,,55800,,,,,44900,,,,,48100,,,,,52200,,,,,54300,,,,,53400,,,,,51500,,,,,50000,,,,,50200,,,,,49300,,,,,48100,,,,,46600,,,,,44900,,,,,43300,,,,,41800,,,,,40400,,,,,39000,,,,,37600,,,,,36200,,,,,34900,,,,,33700,,,,,32600,,,,,31600,,,,,30600,,,,,29600,,,,,28700
Swaziland,48700,,,,,55200,,,,,63100,,,,,72600,,,,,85200,,,,,101000,,,,,118000,,,,,138000,,,,,164000,,,,,163000,,,,,157000,,,,,158000,,,,,169000,,,,,178000,,,,,185000,,,,,185000,,,,,182000,,,,,181000,,,,,182000,,,,,181000,,,,,178000,,,,,173000,,,,,168000,,,,,164000,,,,,160000,,,,,156000,,,,,152000,,,,,147000,,,,,143000,,,,,139000,,,,,136000
